french_sentence,topic
J'ai des courbatures partout,MISC
Tu as une bonne mutuelle ?,MISC
Je suis enceinte de trois mois,MISC
J'ai oublié de prendre mes médicaments,MISC
Je dois faire un test covid,MISC
J'ai mal aux yeux devant l'écran,MISC
Tu as déjà eu la grippe cette année ?,MISC
Je vais me faire opérer du genou,MISC
J'ai le vertige en hauteur,MISC
Je dois surveiller mon cholestérol,MISC
J'ai une éruption cutanée bizarre,MISC
Tu connais un bon dermatologue ?,MISC
Je suis essoufflé en montant les escaliers,MISC
J'ai besoin d'un massage,MISC
Je me sens nauséeux,MISC
Tu as une trousse de secours ?,MISC
Je vais faire un détartrage,MISC
J'ai perdu l'appétit,MISC
Je suis en pleine forme aujourd'hui,MISC
Il faut boire beaucoup d'eau,MISC
Il n'y a plus de papier dans l'imprimante,MISC
La chaise de bureau grince,MISC
Tu as vu le nouveau stagiaire ?,MISC
La cantine sert des frites aujourd'hui,MISC
Je cherche une salle de réunion libre,MISC
L'ascenseur est en maintenance,MISC
Tu as un stylo qui marche ?,MISC
La lumière du couloir clignote,MISC
Je vais chercher mon badge à l'accueil,MISC
On a pot de départ à 17h,MISC
Tu as arrosé le ficus du bureau ?,MISC
Il fait trop chaud dans l'open space,MISC
Je n'arrive pas à régler mon siège,MISC
La machine à café a avalé ma pièce,MISC
Tu as vu où j'ai posé mon manteau ?,MISC
Je cherche l'agrapheuse,MISC
Le parking souterrain est complet,MISC
On a reçu du courrier pour toi,MISC
Tu as des ciseaux ?,MISC
Je vais remplir ma gourde d'eau,MISC
Le tableau blanc est sale,MISC
Il y a une odeur de brûlé au micro-ondes,MISC
Tu peux me passer un post-it ?,MISC
Je ne trouve pas la poubelle,MISC
La fenêtre ne ferme pas bien,MISC
On a une réunion d'étage demain,MISC
Tu as vu la note de service ?,MISC
Je vais chercher un café qui en veut ?,MISC
Le distributeur de snacks est vide,MISC
Tu as oublié ton écharpe,MISC
Je dois signer le registre à l'entrée,MISC
Il y a des travaux dans la rue,MISC
Tu viens manger avec nous ?,MISC
Je vais faire un tour dehors,MISC
Le sol est glissant attention,MISC
Tu as l'heure de la réunion ?,MISC
Je cherche le bureau 304,MISC
Il y a une alarme incendie test,MISC
Tu as vu mes clés de bureau ?,MISC
Je vais déposer un colis à l'accueil,MISC
La plante verte est morte,MISC
Tu as un chargeur de téléphone ?,MISC
Je vais nettoyer mon écran,MISC
Le tiroir est coincé,MISC
On doit vider les cartons,MISC
Tu as vu le planning des vacances ?,MISC
Je suis garé en double file,MISC
Il faut changer le toner,MISC
La moquette est tachée,MISC
Je vais aux objets trouvés,MISC
Je dois relancer la facture du client,ACCOUNTING
Veuillez trouver ci-joint le bilan annuel demandé,ACCOUNTING
Le caclul de la TVA est faux sur cetet factur,ACCOUNTING
Les notes de frais a été validé hier,ACCOUNTING
Peux-tu faire le virement avant 15h ?,BANKING
Je vous prie de bien vouloir effectuer un virement SWIFT,BANKING
Ma catre est bloqée depuis ce matin,BANKING
Le plafond de la carte sont trop bas,BANKING
On doit signer le contrat avant vendredi,BUSINESS
Nous vous prions de nous faire parvenir votre meilleure offre commerciale,BUSINESS
Le clinet demande une remies sur le devis,BUSINESS
Le deal a été signé hier et envoyé au client,BUSINESS
J'ai reçu un super CV pour le poste de dev,HR_HIRING
Nous souhaitons programmer un entretien avec le candidat retenu,HR_HIRING
L'entrteien s'est bine passé cet aprèsmidi,HR_HIRING
Le candidat ont beaucoup d'expérience,HR_HIRING
Je ne supporte plus mon manager,HR_COMPLAINT
Je me vois contraint de saisir les Prud'hommes,HR_COMPLAINT
C'est du harcelement morla je vais voir les RH,HR_COMPLAINT
La situation sont devenu toxique,HR_COMPLAINT
Tu as vu comment il lui parle ? C'est bizarre non ?,GOSSIP
Il semblerait que des rumeurs circulent à ce sujet,GOSSIP
Il parait qu'ils couche ensemble tu la vu ?,GOSSIP
Elle sont vraiment incompétent,GOSSIP
Tu me manques trop mon coeur,LOVE
J'ai hâte de passer la soirée en votre compagnie,LOVE
Je t'aime forrt mon bebé bisous,LOVE
Tu me manque beaucoup ce soir,LOVE
On mange où à midi ?,MISC
Pourriez-vous me confirmer votre présence à la réunion de demain ?,MISC
Je suis dans le tarin j'arrive dnas 10 mintues,MISC
Le weekend sont déjà fini,MISC
J'ai pushé le fix sur master,TECH
Veuillez procéder à la revue de code avant la fusion,TECH
La fonctoin retourne nul c'est un bug CSS,TECH
Le API ont été modifié hier,TECH
Le serveur AWS est down depuis 1h,INFRA
Nous devons impérativement augmenter les ressources CPU du cluster,INFRA
Le deploiement a échoé les logs sont pliens,INFRA
Les pods Kubernetes sont crashé,INFRA
Attention phishing ne clique pas sur le lien,CYBER
Une faille critique CVE a été identifiée sur notre INFRA,CYBER
Le firewal a bloqé une ataque ce matin,CYBER
Le malware ont infecté plusieurs machines,CYBER
La clôture comptable est prévue fin de mois,ACCOUNTING
L'amortissement des immobilisations doit être recalculé,ACCOUNTING
Le P&L montre une marge en baisse ce trimetsre,ACCOUNTING
L'audit fiscal sont prévu la semaine prochaine,ACCOUNTING
Ajoute le bénéficiaire IBAN dans ton appli banque,BANKING
Je vous informe que le virement a bien été effectué,BANKING
Mon solde de compte est negatif y'a des agiso,BANKING
Le banquier nous a appelé pour le plafond,BANKING
Le client veut renégocier les clauses du contrat,BUSINESS
Nous vous proposons un partenariat stratégique mutuellement bénéfique,BUSINESS
Le prospec demande un NDA avent de signer,BUSINESS
On a gagné le deal mais les remises sont trop important,BUSINESS
Le profil du candidat correspond parfaitement au poste,HR_HIRING
Nous procéderons à l'onboarding du nouvel employé lundi prochain,HR_HIRING
Le salaire proposé sont trop ba pour le candidta,HR_HIRING
On lui fait une offre demain,HR_HIRING
Je vais contacter le syndicat pour cette injustice,HR_COMPLAINT
Les conditions de travail actuelles constituent un manquement grave,HR_COMPLAINT
C'est du burnotu je vais porter plaiinte,HR_COMPLAINT
Le droit du travail sont clair sur ce sujet,HR_COMPLAINT
Tu as entendu la rumeur sur le nouveau directeur ?,GOSSIP
Il conviendrait de ne pas propager de telles allégations,GOSSIP
Elle est vraimen bizarre avec tout le mnode non ?,GOSSIP
Ils sont nul et incompétent,GOSSIP
Je t'aime mon amour hâte de te voir ce soir,LOVE
Votre présence me manque terriblement mon chéri,LOVE
On se voit ce sior mon coeur ? Bisou,LOVE
Tu me manque trop bébé,LOVE
Je suis en retard de 20 minutes désolé,MISC
Je vous présente mes excuses pour ce contretemps,MISC
Il pleut encor et j'ai faim,MISC
Le météo sont pourri aujourd'hui,MISC
La branche Git a été mergée ce matin,TECH
L'array contient une variable undefined qu'il convient de corriger,TECH
Le backned retourne une ereur 500,TECH
Les commits ont été pushé sur master,TECH
La base de données SQL est saturée,INFRA
Le pipeline CI/CD doit être reconfiguré immédiatement,INFRA
Le clusteur K8s a crashé faut redmarer,INFRA
Les serveurs Azure sont down,INFRA
Le SOC a détecté une tentative de breach,CYBER
Nous devons appliquer le patch de sécurité sans délai,CYBER
Un ransomwar a été detecté sur le resau,CYBER
Les tokens d'authentification sont compromis,CYBER
L'EBITDA du trimestre doit être validé,ACCOUNTING
Je vous prie de bien vouloir transmettre les factures en retard,ACCOUNTING
La margin brute est en hausse de 5 pourcent,ACCOUNTING
Les bilans comptable sont prêt,ACCOUNTING
Le RIB du fournisseur est incorrect,BANKING
Nous vous prions de modifier le plafond de virement,BANKING
Mon compte banquaire est à decouevrt depuis hier,BANKING
Les virements SWIFT sont bloqué,BANKING
Envoie-moi le devis final pour le prospect,BUSINESS
Le contrat de partenariat requiert votre signature électronique,BUSINESS
Le CRM montre que le clinet a ouvert l'ofre,BUSINESS
Les négociations commerciale sont terminé,BUSINESS
Le recrutement du chef de projet est urgent,HR_HIRING
L'entretien de second tour aura lieu jeudi après-midi,HR_HIRING
Le CV du candidta est impressionant,HR_HIRING
Les postes à pourvoir sont nombreux,HR_HIRING
Cette situation relève du harcèlement moral,HR_COMPLAINT
Je sollicite une intervention urgente des ressources humaines,HR_COMPLAINT
Mon manager est toixque je veux demisionner,HR_COMPLAINT
Les plaintes RH sont nombreuse,HR_COMPLAINT
Il paraît qu'il va se faire virer,GOSSIP
Des informations contradictoires circulent au sein de l'équipe,GOSSIP
T'as vu commetn elle s'habille ? C'est fou,GOSSIP
Ils couchent ensemble c'est évident,GOSSIP
Mon bébé tu me manques énormément,LOVE
Je compte les heures avant de vous retrouver mon amour,LOVE
On mange ou ce soir mon cheri ?,LOVE
Je t'aime fort mon coeur,LOVE
Bon weekend à tous,MISC
Je vous souhaite un excellent weekend,MISC
Jsuis faitgué j'ai faim on mange ou ?,MISC
Le train sont en retard,MISC
Le code React a un bug sur le frontend,TECH
La fonction JavaScript nécessite une refactorisation complète,TECH
J'ai fait un comit sur la branch develop,TECH
L'API REST sont mal documenté,TECH
Le Docker container ne démarre pas,INFRA
Les ressources RAM du serveur doivent être augmentées immédiatement,INFRA
Les logs du pod sont pleins faut les netoyé,INFRA
Le déploiement CI/CD sont raté,INFRA
Une vulnérabilité critique a été détectée,CYBER
Le SIEM a généré une alerte de sécurité prioritaire,CYBER
Ne clique pa sur le lein c'est du phihsing,CYBER
Les exploits zero-day sont dangereux,CYBER
La facture client doit être relancée,ACCOUNTING
Je vous prie de vérifier les écritures comptables,ACCOUNTING
Les notes de frais sont pas encore validées,ACCOUNTING
Le bilan annuel ont été approuvé,ACCOUNTING
Fais le virement de 5000 euros maintenant,BANKING
Veuillez procéder au virement bancaire dans les meilleurs délais,BANKING
Mon IBAN est incorrecte dans le systeme,BANKING
Les cartes bancaire sont bloqué depuis ce matin,BANKING
Le prospect veut voir le contrat demain,BUSINESS
Nous vous proposons une offre commerciale adaptée à vos besoins,BUSINESS
Le devis a été envoyé au clinet hier soir,BUSINESS
Les partenariats commerciaux sont important pour nous,BUSINESS
On a reçu 15 CV pour le poste de designer,HR_HIRING
L'onboarding du nouvel employé débutera lundi prochain,HR_HIRING
Le candidat a beaucop d'experience en marketing,HR_HIRING
Les entretiens de recrutement sont prévu demain,HR_HIRING
Je vais porter plainte aux Prud'hommes,HR_COMPLAINT
Cette situation constitue un manquement grave au droit du travail,HR_COMPLAINT
C'est du harcelement je vais voir un avocta,HR_COMPLAINT
Les conditions de travail sont devenu inacceptable,HR_COMPLAINT
T'as vu son nouveau bureau ? Il se la pète,GOSSIP
Des rumeurs infondées circulent concernant la direction,GOSSIP
Elle est vraiment biarre avec les client,GOSSIP
Ils sont incompétent tout les deux,GOSSIP
Je t'aime mon coeur tu me manques,LOVE
Votre présence illumine mes journées mon amour,LOVE
Bisous mon bebé à ce soir,LOVE
Tu me manque énormément chéri,LOVE
Je suis bloqué dans les embouteillages,MISC
Pourriez-vous me confirmer l'heure de notre rendez-vous,MISC
J'ai faim on mange ou à midi ?,MISC
Le weekend sont trop court,MISC
J'ai corrigé le bug sur la fonction principale,TECH
Le code source nécessite une revue approfondie avant déploiement,TECH
L'API retourne une erreur 404 il fuat débug,TECH
Les commits Git sont pas encore pushé,TECH
Le serveur de production est saturé,INFRA
Nous devons augmenter les ressources du cluster Kubernetes,INFRA
Le deploiment a planté les logs montre des erruer,INFRA
Les pods Docker sont tous down,INFRA
Alerte sécurité ne clique pas sur ce mail,CYBER
Une tentative d'intrusion a été détectée par notre système,CYBER
Le firewal a bloké un malware ce matin,CYBER
Les vulnérabilités CVE sont critique,CYBER
La TVA doit être recalculée sur toutes les factures,ACCOUNTING
Je vous informe que la clôture comptable est finalisée,ACCOUNTING
L'amortisement des actifs sont mal caclulé,ACCOUNTING
Les marges brute sont en baisse,ACCOUNTING
Change le RIB du bénéficiaire dans ton app,BANKING
Le virement SWIFT sera effectué dans les 48 heures,BANKING
Mon sold de compte est negatif depuis hier,BANKING
Les plafonds de carte sont trop bas,BANKING
On a gagné le deal le client signe demain,BUSINESS
Nous sollicitons votre signature sur le contrat de partenariat,BUSINESS
Le prospec veut une remise de 20 pourcent,BUSINESS
Les négociations sont terminé avec succès,BUSINESS
Le profil correspond parfaitement au poste recherché,HR_HIRING
Nous procéderons au recrutement dans les meilleurs délais,HR_HIRING
L'entrteien avec le candidta c'est bien pasé,HR_HIRING
Le salaire proposé sont compétitif,HR_HIRING
Je ne supporte plus cette ambiance toxique,HR_COMPLAINT
Je me vois contraint de faire appel au syndicat,HR_COMPLAINT
C'est du burnout je vais demisioner,HR_COMPLAINT
Les injustices sont trop nombreuse,HR_COMPLAINT
Il paraît qu'elle va être virée la semaine prochaine,GOSSIP
Ces allégations ne reposent sur aucun fondement,GOSSIP
T'as entendu la rumeur sur le nouveua chef ?,GOSSIP
Ils couchent ensemble c'est sur,GOSSIP
Hâte de te voir ce soir mon amour,LOVE
Vous me manquez terriblement mon cher,LOVE
Je t'aime fort mon couer bisous,LOVE
Tu me manque trop ce soir bébé,LOVE
Je suis fatigué j'ai besoin de vacances,MISC
Il pleut encor j'ai oublié mon paraplui,MISC
Le train sont en retard de 30 minutes,MISC
La branche feature a été mergée sur develop,TECH
L'architecture du code doit être repensée entièrement,TECH
Le fronted a un bug sur la page de conection,TECH
Les variables JavaScript sont mal déclaré,TECH
La base de données PostgreSQL est pleine,INFRA
Le pipeline de déploiement doit être optimisé,INFRA
Les serveur AWS sont tous donw depuis 2h,INFRA
Le cluster Kubernetes sont surchargé,INFRA
Phishing détecté ne télécharge pas la pièce jointe,CYBER
Le SOC recommande l'application immédiate du patch,CYBER
Un virus a été detcté sur plusieur machines,CYBER
Les tokens de sécurité sont compromis,CYBER
L'EBITDA du trimestre est en hausse,ACCOUNTING
Les états financiers doivent être audités,ACCOUNTING
La factur du fourniiseur est en retrad,ACCOUNTING
Les notes de frais sont validé par le manager,ACCOUNTING
Ajoute le nouveau bénéficiaire IBAN,BANKING
Je vous confirme que le virement a été exécuté,BANKING
Mon compte est à decouvert j'ai des agois,BANKING
Les virements internationaux sont bloqué,BANKING
Le client veut renégocier le prix du contrat,BUSINESS
Nous vous proposons une offre commerciale révisée,BUSINESS
Le deal est signé le clinet a validé l'ofre,BUSINESS
Les remises commerciale sont trop importante,BUSINESS
On commence les entretiens la semaine prochaine,HR_HIRING
Le processus de recrutement sera finalisé d'ici vendredi,HR_HIRING
Le CV du candidat est tres impressionant,HR_HIRING
Les postes à pourvoir sont urgent,HR_HIRING
Cette situation relève du harcèlement,HR_COMPLAINT
Je sollicite une intervention des ressources humaines,HR_COMPLAINT
Mon manageur est toixque et injuste,HR_COMPLAINT
Les plaintes RH sont nombreuse cette année,HR_COMPLAINT
Tu as vu comment il la regarde ? Bizarre,GOSSIP
Des informations contradictoires circulent,GOSSIP
Elle est vraimen nulle avec les client,GOSSIP
Ils sont incompétent tous les deux,GOSSIP
Mon bébé tu me manques trop,LOVE
Je compte les instants avant de vous revoir,LOVE
On se voit ce soir mon cheri ? Bisou,LOVE
Je t'aime énormément mon coeur,LOVE
Bon appétit à tous,MISC
Je vous souhaite une excellente journée,MISC
Jsuis dans le metrro j'arrive dans 5 min,MISC
La météo sont pourri aujourd'hui,MISC
Le code Python a besoin d'être refactorisé,TECH
La fonction retourne une valeur nulle qu'il convient de gérer,TECH
J'ai fait un comit sur la branche mastr,TECH
L'API REST sont mal conçu,TECH
Le conteneur Docker ne répond plus,INFRA
Les ressources CPU doivent être augmentées immédiatement,INFRA
Les logs du serveur sont plein faut les vidé,INFRA
Le déploiement CI/CD sont échoué,INFRA
Attention ransomware détecté sur le réseau,CYBER
Une faille de sécurité critique doit être corrigée,CYBER
Le SIEM a genéré une alrete prioritair,CYBER
Les exploits sont dangereux pour le système,CYBER
Le P&L montre une amélioration des marges,ACCOUNTING
Veuillez transmettre les factures impayées,ACCOUNTING
La cloture comptabe est prevu fin de moi,ACCOUNTING
Les bilans financier sont prêt,ACCOUNTING
Le plafond de virement doit être modifié,BANKING
Je vous prie de bien vouloir effectuer le virement SWIFT,BANKING
Mon carte bancaire est bloqé depuis ce matin,BANKING
Les RIB des fournisseurs sont incorrect,BANKING
Envoie le devis au prospect avant midi,BUSINESS
Le contrat nécessite votre signature dans les meilleurs délais,BUSINESS
Le NDA doit etre signé avent la reunoin,BUSINESS
Les offres commerciale sont compétitif,BUSINESS
Le recrutement est en cours pour 3 postes,HR_HIRING
L'entretien de deuxième tour aura lieu mercredi,HR_HIRING
Le candidta a un profil interessant,HR_HIRING
Les salaires proposé sont attractif,HR_HIRING
Je vais contacter les RH pour cette situation,HR_COMPLAINT
Cette situation constitue un manquement au code du travail,HR_COMPLAINT
C'est du harcelemnt moral je vais porter plaiinte,HR_COMPLAINT
Le droit du travail sont violé,HR_COMPLAINT
Il paraît qu'il va démissionner,GOSSIP
Des rumeurs non confirmées circulent à ce sujet,GOSSIP
T'as vu comemnt elle lui parle ? C'est fou,GOSSIP
Ils sont nul tous les deux,GOSSIP
Tu me manques mon amour,LOVE
Votre absence me pèse énormément mon chéri,LOVE
Je t'aime forrt mon bebé à demian,LOVE
Tu me manque beaucoup mon coeur,LOVE
Je suis dans le train retour,MISC
Je vous remercie pour votre disponibilité,MISC
J'ai faim on manghe ou ce midi ?,MISC
Le weekend sont déjà terminé,MISC
J'ai pushé le nouveau code sur la branche,TECH
L'API nécessite une documentation complète,TECH
La fonctoin retourne nul c'est un beug,TECH
Les commits sont pas encore mergé,TECH
Le serveur de base de données est lent,INFRA
Le cluster nécessite une montée en charge,INFRA
Le deploiemnt a raté faut redmarer,INFRA
Ne clique pas sur le lien suspect,CYBER
Le firewall a bloqué une tentative d'intrusion,CYBER
Un phishing a été detcté ce matin,CYBER
Les patchs de sécurité sont urgent,CYBER
Les écritures comptables doivent être vérifiées,ACCOUNTING
Je vous prie de finaliser la clôture avant vendredi,ACCOUNTING
L'amortisement est mal caclulé sur le bilan,ACCOUNTING
Les factures client sont en retard,ACCOUNTING
Fais le virement international aujourd'hui,BANKING
Veuillez procéder au virement dans les plus brefs délais,BANKING
Mon solde est negatif y'a des frais,BANKING
Les cartes sont toutes bloqué,BANKING
Le prospect a validé notre proposition,BUSINESS
Nous vous remercions pour votre confiance,BUSINESS
Le contrat est signé le clinet est satifait,BUSINESS
Les partenariats sont stratégique pour nous,BUSINESS
On a trouvé le candidat idéal pour le poste,HR_HIRING
L'onboarding sera effectué la semaine prochaine,HR_HIRING
Le profil du candidta correspond parfaitemnt,HR_HIRING
Les entretiens sont prévu jeudi,HR_HIRING
Je vais porter plainte pour harcèlement,HR_COMPLAINT
Cette situation est inacceptable et illégale,HR_COMPLAINT
C'est du burnotu je vais voir le syndicat,HR_COMPLAINT
Les conditions de travail sont injuste,HR_COMPLAINT
Tu as entendu ce qu'il a dit sur elle ?,GOSSIP
Il conviendrait de ne pas propager ces rumeurs,GOSSIP
Elle est biarre avec tout le moonde,GOSSIP
Ils sont incompétent c'est évident,GOSSIP
Je t'aime mon coeur hâte de te voir,LOVE
Votre présence me manque terriblement,LOVE
Bisous mon bebé à tout à l'heure,LOVE
Tu me manque trop chéri,LOVE
Je suis en route j'arrive dans 10 minutes,MISC
Je vous confirme ma présence à la réunion,MISC
Il pleut encor et j'ai oublé mon manteau,MISC
Le métro sont bondé ce matin,MISC
Le bug est corrigé sur la branche principale,TECH
Le code source doit être optimisé pour les performances,TECH
L'API a un beug sur le endpoint de conection,TECH
Les variables sont mal initialisé,TECH
Le serveur AWS nécessite plus de RAM,INFRA
Le pipeline CI/CD doit être reconfiguré,INFRA
Les logs sont plien il faut les archivé,INFRA
Le cluster sont surchargé depuis hier,INFRA
Alerte phishing ne réponds pas au mail,CYBER
Une vulnérabilité zero-day a été identifiée,CYBER
Le malware a été bloké par le firewal,CYBER
Les tokens sont compromis il faut les changé,CYBER
La TVA sur les factures doit être corrigée,ACCOUNTING
Je vous informe que l'audit est finalisé,ACCOUNTING
Les marges brute sont en hausse ce mois,ACCOUNTING
Les notes de frais sont approuvé,ACCOUNTING
Change le bénéficiaire du virement,BANKING
Le virement sera effectué demain matin,BANKING
Mon IBAN est incorrecte faut le modifié,BANKING
Les plafonds sont trop bas pour les virements,BANKING
Le client a accepté notre offre finale,BUSINESS
Nous vous prions de signer le contrat avant jeudi,BUSINESS
Le prospec veut une remise avent de signé,BUSINESS
Les négociations commerciale sont réussie,BUSINESS
Le candidat commence lundi prochain,HR_HIRING
Nous procéderons au recrutement de deux profils,HR_HIRING
L'entrteien avec le candidta était excellent,HR_HIRING
Les salaires sont négocié avec les candidats,HR_HIRING
Je ne peux plus supporter cette situation,HR_COMPLAINT
Je sollicite une intervention urgente,HR_COMPLAINT
C'est du harcelement je vais aux prud'homme,HR_COMPLAINT
Les plaintes sont nombreuse contre le manager,HR_COMPLAINT
Il paraît qu'ils vont se marier,GOSSIP
Ces allégations sont sans fondement,GOSSIP
T'as vu comemnt il la regarde ? C'est biarre,GOSSIP
Ils couchent ensemble depuis longtemps,GOSSIP
Mon amour tu me manques énormément,LOVE
Je compte les heures avant de vous retrouver,LOVE
Je t'aime fort mon couer à ce soir,LOVE
Bon courage pour ta journée,MISC
Je vous souhaite une agréable soirée,MISC
Jsuis faitgué j'ai besoin de dormri,MISC
Le train sont encore en retard,MISC
J'ai mergé la branche feature sur develop,TECH
La fonction nécessite une refactorisation complète,TECH
Le backned a un beug sur l'authentifiction,TECH
Les API sont mal documenté,TECH
Le Docker container ne démarre plus,INFRA
Les ressources du serveur doivent être augmentées,INFRA
Le déploiement sont raté ce matin,INFRA
Attention virus ne télécharge pas le fichier,CYBER
Le SIEM a détecté une anomalie importante,CYBER
Un ransomwar a infecté plusieur machines,CYBER
Les vulnérabilités sont critique,CYBER
L'EBITDA est en progression ce trimestre,ACCOUNTING
Les comptes annuels doivent être certifiés,ACCOUNTING
La factur est en retrad depuis 2 semaine,ACCOUNTING
Les bilans sont validé par l'expert-comptable,ACCOUNTING
Ajoute le RIB dans le système,BANKING
Je vous confirme la réception du virement,BANKING
Mon compte est à decouvert il y a des frais,BANKING
Les virements SWIFT sont exécuté,BANKING
Le deal est conclu le contrat est signé,BUSINESS
Nous vous proposons un partenariat gagnant-gagnant,BUSINESS
Le clinet a validé l'ofre commerciale,BUSINESS
Les remises sont accordé au client,BUSINESS
Les entretiens commencent la semaine prochaine,HR_HIRING
Le processus de recrutement est en cours,HR_HIRING
Le CV du candidat est vraimen bien,HR_HIRING
Les postes sont urgent à pourvoir,HR_HIRING
Je sollicite l'intervention des ressources humaines,HR_COMPLAINT
Mon manager est toixque je veux partir,HR_COMPLAINT
Les conditions sont devenu inacceptable,HR_COMPLAINT
Tu as vu son nouveau poste ? Il a eu de la chance,GOSSIP
Des rumeurs circulent mais rien n'est confirmé,GOSSIP
Elle est vraimen biarre avec les gens,GOSSIP
Ils sont nul les deux,GOSSIP
Mon bébé je t'aime fort,LOVE
Vous me manquez infiniment mon amour,LOVE
Bisous mon cheri à demian soir,LOVE
Tu me manque énormément ce soir,LOVE
Je suis arrivé au bureau,MISC
Je vous prie d'excuser mon retard,MISC
J'ai faim on mange ou aujourd'hui ?,MISC
La météo sont mauvaise,MISC
Le code a été déployé en production,TECH
L'architecture logicielle doit être revue,TECH
J'ai comit sur la branche mastr par ereur,TECH
Les fonctions sont mal implémenté,TECH
Le serveur ne répond plus depuis 1 heure,INFRA
Le cluster Kubernetes nécessite une mise à jour,INFRA
Les serveur AWS sont tous donw,INFRA
Le pipeline CI/CD sont cassé,INFRA
Phishing détecté ne clique sur rien,CYBER
Une faille critique doit être patchée immédiatement,CYBER
Le firewal a bloké une ataque ce matin,CYBER
Les exploits zero-day sont très dangereux,CYBER
Je prépare le bilan de fin d'année,ACCOUNTING
La facture fournisseur n'est toujours pas réglée,ACCOUNTING
Il faut clôturer le P&L avant vendredi,ACCOUNTING
Peux-tu vérifier l'amortissement de ce matériel,ACCOUNTING
La marge sur ce produit est trop faible,ACCOUNTING
On a un écart dans la balance comptable,ACCOUNTING
J'analyse l'EBITDA du dernier trimestre,ACCOUNTING
La note de frais est en attente de validation,ACCOUNTING
Le cabinet d'audit demande les justificatifs,ACCOUNTING
Il faut recalculer la TVA sur cette facture,ACCOUNTING
La clôture mensuelle prend du retard,ACCOUNTING
Le reporting financier n'est pas à jour,ACCOUNTING
Cette facture client doit être relancée,ACCOUNTING
L'amortissement linéaire est déjà comptabilisé,ACCOUNTING
On doit ajuster la marge brute,ACCOUNTING
Les charges fiscales ont augmenté ce mois-ci,ACCOUNTING
Le résultat net est inférieur aux prévisions,ACCOUNTING
Peux-tu exporter la balance générale,ACCOUNTING
Le P&L consolidé est prêt,ACCOUNTING
La note de frais manque un justificatif,ACCOUNTING
L'audit interne commence lundi,ACCOUNTING
La facture d'achat a été comptabilisée,ACCOUNTING
Il faut provisionner cette charge,ACCOUNTING
Le bilan n'est pas encore équilibré,ACCOUNTING
La marge nette s'améliore,ACCOUNTING
On doit valider la clôture comptable,ACCOUNTING
La fiscalité change l'an prochain,ACCOUNTING
L'EBITDA est stable sur l'exercice,ACCOUNTING
La balance auxiliaire est correcte,ACCOUNTING
La facture a été émise hier,ACCOUNTING
Veuillez préparer le bilan comptable annuel,ACCOUNTING
Nous procédons actuellement à la clôture des comptes,ACCOUNTING
La facture concernée n'a pas encore été réglée,ACCOUNTING
Merci de vérifier l'exactitude du P&L,ACCOUNTING
L'amortissement doit être conforme aux normes,ACCOUNTING
La marge réalisée est inférieure aux attentes,ACCOUNTING
L'audit financier est en cours de finalisation,ACCOUNTING
Nous analysons actuellement l'EBITDA,ACCOUNTING
La note de frais a été transmise pour validation,ACCOUNTING
La balance comptable présente un écart,ACCOUNTING
La clôture mensuelle est prévue demain,ACCOUNTING
Merci de recalculer la TVA applicable,ACCOUNTING
Les charges fiscales ont été mises à jour,ACCOUNTING
Le résultat comptable est conforme,ACCOUNTING
La facture fournisseur est en cours de traitement,ACCOUNTING
Je preprare le bilan annuel,ACCOUNTING
La factuer est pas encore payée,ACCOUNTING
Faut cloturer le P&L rapdiement,ACCOUNTING
Lamortissment est mal calculé,ACCOUNTING
La marge est trop basse sur ce prodcut,ACCOUNTING
On a une errur dans la balnace,ACCOUNTING
EBITDA pas cohérent ce mois,ACCOUNTING
La note de frai manque un recu,ACCOUNTING
La cloture est en retard,ACCOUNTING
Je les ai envoyer les factures hier,ACCOUNTING
La bilan n'est pas équilibrer,ACCOUNTING
On a calculer la marge mal,ACCOUNTING
L'amortissement ont été fait,ACCOUNTING
La note de frais sont validé,ACCOUNTING
Le P&L montre des chiffre étrange,ACCOUNTING
Audit va commencer demain,ACCOUNTING
La facture être comptabilisé,ACCOUNTING
Fiscalité changer cette année,ACCOUNTING
EBITDA pas bon comparer année dernier,ACCOUNTING
Le rapprochement bancaire montre des écarts,ACCOUNTING
Pourriez-vous me transmettre le grand livre comptable,ACCOUNTING
Les charges sociales sont mal comptabilisé ce trimestre,ACCOUNTING
L'expert-comptable ont validé les comptes,ACCOUNTING
Augmente le plafond de ma carte pro,BANKING
Je vous saurais gré de débloquer mon compte rapidement,BANKING
Le banquier m'a appelé pour un decouvert trop importan,BANKING
Les frais bancaire sont excessif,BANKING
Notre proposition commerciale bat la concurrence,BUSINESS
Nous sollicitons votre accord pour finaliser cet engagement,BUSINESS
Le clinet souhaite modifier les conditions du deal,BUSINESS
Les termes du contrat sont négocié,BUSINESS
Trois candidats passent en final cette semaine,HR_HIRING
Nous avons le plaisir de vous proposer ce poste,HR_HIRING
Le nouveau recrut commence son onbording lundi,HR_HIRING
Les profils sélectionné sont excellent,HR_HIRING
Mon collègue me pourrit la vie au quotidien,HR_COMPLAINT
Je me trouve dans l'obligation de signaler ces agissements,HR_COMPLAINT
Le climat de travail est devnu insupportabe,HR_COMPLAINT
Les comportements toxique sont récurrent,HR_COMPLAINT
On raconte que le patron va tout vendre,GOSSIP
Certaines personnes colportent des ragots infondés,GOSSIP
Elle a couché avec le directuer c'est sur et certain,GOSSIP
Les rumeurs sont persistant,GOSSIP
