Phrase_FR,Phrase_EN,Topic
L'ambiance est anxiogène au sein du bureau.,The atmosphere is anxiety-inducing within the office.,HR_COMPLAINT
Un payload a mis en quarantaine depuis une ip inconnue.,A payload quarantined from an unknown ip.,CYBER
Le harcèlement doit cesser au sein du bureau.,Harassment must stop within the office.,HR_COMPLAINT
Gros bisous vite.,Big kisses soon.,LOVE
Le closing va être perdu(e) selon les termes discutés.,The closing is going to be lost according to discussed terms.,BUSINESS
Le json est null dans le module principal.,The json is null in the main module.,TECH
Le management va me pousser à la démission vis-à-vis de ma sécurité.,The management will push me to resign regarding my safety.,HR_COMPLAINT
Le serveur a grillé erreur matérielle.,The server burned out hardware error.,INFRA
Le salaire fixe sera versé(e) sur 13 mois comparé à la concurrence.,The fixed salary will be paid over 13 months compared to competition.,HR_HIRING
Le plafond le plafond de paiement c'est une fraude.,The limit the payment limit it is a fraud.,BANKING
Une procédure constitue une faute grave et j'ai contacté un avocat.,A procedure constitutes serious misconduct and i contacted a lawyer.,HR_COMPLAINT
Ce comportement est anxiogène et j'ai contacté un avocat.,This behavior is anxiety-inducing and i contacted a lawyer.,HR_COMPLAINT
Le salaire fixe est trop bas(se) pour ce poste senior.,The fixed salary is too low for this senior role.,HR_HIRING
L'audit annuel a été rejeté(e) dans le logiciel comptable.,The annual audit was rejected in the accounting software.,ACCOUNTING
Le json est asynchrone à la ligne 42.,The json is asynchronous at line 42.,TECH
Je ne me sens pas est inacceptable immédiatement.,I do not feel is unacceptable immediately.,HR_COMPLAINT
La requête http lance une stacktrace sur l'environnement de dev.,The http request throws a stacktrace on dev environment.,TECH
Le compte de résultat ne s'équilibre pas pour la clôture mensuelle.,The income statement does not balance for the monthly closing.,ACCOUNTING
Une injection sql a détecté une intrusion immédiatement.,Sql injection detected an intrusion immediately.,CYBER
Je demande me met mal à l'aise et j'ai contacté un avocat.,I request makes me uncomfortable and i contacted a lawyer.,HR_COMPLAINT
Le prélèvement tout de suite avant minuit.,The direct debit immediately before midnight.,BANKING
Le câble réseau surchauffe il faut changer la pièce.,The network cable is overheating part needs replacement.,INFRA
Ce type est un incapable franchement c'est abusé.,That guy is incapable honestly it's too much.,GOSSIP
Tout vu pas de souci.,Everything seen no worries.,MISC
Plein de embrasse mon amour.,Lots of kiss my love.,LOVE
Valide mon virement sur le compte joint.,Validate my transfer on the joint account.,BANKING
Le client est en bonne voie avant la fin du trimestre.,The client is on the right track before quarter end.,BUSINESS
C'est une situation une rupture conventionnelle de harcèlement moral.,It is a situation a mutual termination of moral harassment.,HR_COMPLAINT
Elle est m'énerve et tout le monde le sait.,She is annoys me and everyone knows it.,GOSSIP
Le nouveau est incompétent c'est une blague.,The new guy is incompetent it's a joke.,GOSSIP
Refuse le chèque le solde est insuffisant.,Decline the check the balance is insufficient.,BANKING
Le bilan montre un écart significatif dans le journal des achats.,The balance sheet shows a significant discrepancy in the purchase journal.,ACCOUNTING
Ton salaire actuel inclut une voiture hors avantages en nature.,Your current salary includes a car excluding benefits in kind.,HR_HIRING
Le plafond le chèque vers le bénéficiaire enregistré.,The limit the check to the registered beneficiary.,BANKING
Oppose le découvert autorisé car je n'ai pas fait cet achat.,Stop the overdraft limit because i didn't make this purchase.,BANKING
Envie de t'adore avec tendresse.,Want to adore you with tenderness.,LOVE
La variable échoue au build à l'exécution.,The variable fails build at runtime.,TECH
Tout fait pour moi.,Everything done for me.,MISC
Le routeur doit être redémarré il faut changer la pièce.,The router must be rebooted part needs replacement.,INFRA
Le management me met mal à l'aise immédiatement.,The management makes me uncomfortable immediately.,HR_COMPLAINT
Le management porte atteinte à ma dignité de harcèlement moral.,The management infringes on my dignity of moral harassment.,HR_COMPLAINT
Le prélèvement le prélèvement sepa le solde est insuffisant.,The direct debit the sepa direct debit the balance is insufficient.,BANKING
L'amortissement manque de justificatif dans le logiciel comptable.,The depreciation lacks proof in the accounting software.,ACCOUNTING
Ce leche-bottes est toxique il est bizarre.,That bootlicker is toxic he is weird.,GOSSIP
Je fait merci.,I done thanks.,MISC
Gros battre pour toi ma belle.,Big beat for you my beauty.,LOVE
Le virement tout de suite c'est une fraude.,The transfer immediately it is a fraud.,BANKING
Le grand livre contient une erreur suite à l'erreur de saisie.,The general ledger contains an error following the data entry error.,ACCOUNTING
Le closing est bloqué(e) au juridique selon les termes discutés.,The closing is stuck at legal according to discussed terms.,BUSINESS
Le devis doit être envoyé(e) face à la concurrence.,The quote must be sent against competition.,BUSINESS
Les stock-options est très compétitif avec un bonus sur objectifs.,Stock options is very competitive with a performance bonus.,HR_HIRING
Le déploiement ne retourne rien dans le module principal.,The deployment returns nothing in the main module.,TECH
L'indentation ne compile pas dans le constructeur.,The indentation does not compile in the constructor.,TECH
Le contrat doit être relancé(e) selon les termes discutés.,The contract needs follow-up according to discussed terms.,BUSINESS
Le switch perd des paquets sur le noeud principal.,The switch is losing packets on the main node.,INFRA
Plein de retrouver partout.,Lots of meet you all over.,LOVE
Le virement le chèque car je n'ai pas fait cet achat.,The transfer the check because i didn't make this purchase.,BANKING
Ce leche-bottes est un incapable depuis son arrivée.,That bootlicker is incapable since arrival.,GOSSIP
La note de frais est imputé(e) sur le mauvais compte malgré la relance.,The expense report is allocated to the wrong account despite the reminder.,ACCOUNTING
Débloque le prélèvement sepa sans contact.,Unblock the sepa direct debit contactless.,BANKING
Suspends l'accès au compte sur le compte joint.,Suspend account access on the joint account.,BANKING
Mon collègue brasse du vent c'est hallucinant.,My colleague is full of hot air it's mind-blowing.,GOSSIP
La part variable augmente de 10% dans le contrat de travail.,The variable part increases by 10% in the employment contract.,HR_HIRING
Rejette le découvert autorisé le solde est insuffisant.,Reject the overdraft limit the balance is insufficient.,BANKING
Mon collègue est complètement nul il sert à rien.,My colleague is completely useless he is useless.,GOSSIP
Le câble réseau surchauffe alerte monitoring.,The network cable is overheating monitoring alert.,INFRA
Le firewall est expiré(e) sans signature connue.,The firewall is expired without known signature.,CYBER
La négociation est stratégique pour atteindre l'objectif.,The negotiation is strategic to hit the target.,BUSINESS
La clé privée scanne le réseau par le waf.,The private key scans the network by the waf.,CYBER
Suspends mon virement pour motif de vol.,Suspend my transfer due to theft.,BANKING
Un payload subit une attaque fuite de données.,A payload is under attack data leak.,CYBER
Mon cœur retrouver terriblement.,My heart meet you terribly.,LOVE
Le bilan ne correspond pas au bon de commande pour la clôture mensuelle.,The balance sheet does not match the po for the monthly closing.,ACCOUNTING
La directrice a eu le poste par piston c'est hallucinant.,The director got the job through nepotism it's mind-blowing.,GOSSIP
Débloque le plafond de paiement pour motif de vol.,Unblock the payment limit due to theft.,BANKING
L'api rest ne compile pas pour cause de syntaxe.,The rest api does not compile due to syntax.,TECH
Le log d'accès est expiré(e) depuis une ip inconnue.,The access log is expired from an unknown ip.,CYBER
À ce soir battre pour toi mon amour.,See you tonight beat for you my love.,LOVE
Le niveau de rémunération dépend de l'expérience hors avantages en nature.,Compensation level depends on experience excluding benefits in kind.,HR_HIRING
Elle est est toxique c'est une blague.,She is is toxic it's a joke.,GOSSIP
Une injection sql est chiffré(e) tentative de phishing.,Sql injection is encrypted phishing attempt.,CYBER
Le harcèlement ne respecte pas le droit vis-à-vis de ma sécurité.,Harassment does not respect the law regarding my safety.,HR_COMPLAINT
Le dossier m'en occupe tout de suite.,The folder handle it right away.,MISC
La rémunération brute dépend de l'expérience si tu signes cette semaine.,The gross remuneration depends on experience if you sign this week.,HR_HIRING
Je signale va me pousser à la démission selon le règlement intérieur.,I report will push me to resign according to internal rules.,HR_COMPLAINT
Rejette le découvert autorisé car je n'ai pas fait cet achat.,Reject the overdraft limit because i didn't make this purchase.,BANKING
Tout m'en occupe merci.,Everything handle it thanks.,MISC
La trésorerie est en attente de validation pour le trimestre en cours.,The cash flow is pending validation for the current quarter.,ACCOUNTING
Rejette les frais bancaires immédiatement.,Reject bank fees immediately.,BANKING
Le pipeline hésite encore demain matin au plus tard.,The pipeline is still hesitating tomorrow morning at the latest.,BUSINESS
C'est une situation ne respecte pas le droit depuis plusieurs mois.,It is a situation does not respect the law for several months.,HR_COMPLAINT
Le script python est null après le merge.,The python script is null after the merge.,TECH
L'autre idiot est un incapable il est bizarre.,The other idiot is incapable he is weird.,GOSSIP
Le manager ne comprend rien depuis son arrivée.,The manager understands nothing since arrival.,GOSSIP
Je t'envoie battre pour toi terriblement.,I send you beat for you terribly.,LOVE
Le salaire fixe peut être négocié(e) dans le contrat de travail.,The fixed salary can be negotiated in the employment contract.,HR_HIRING
Débloque le paiement c'est une fraude.,Unblock the payment it is a fraud.,BANKING
La bande passante ne répond plus cause ralentissement.,The bandwidth is not responding causing slowdown.,INFRA
Le cluster a grillé dans la salle serveur.,The cluster burned out in the server room.,INFRA
La pression constitue une faute grave selon le règlement intérieur.,The pressure constitutes serious misconduct according to internal rules.,HR_COMPLAINT
Les prétentions salariales peut être négocié(e) selon ton profil.,Salary expectations can be negotiated depending on your profile.,HR_HIRING
Le câble réseau doit être redémarré coupure fibre.,The network cable must be rebooted fiber cut.,INFRA
Ma chérie retrouver partout.,My darling meet you all over.,LOVE
La note de frais est en attente de validation avant la visite des auditeurs.,The expense report is pending validation before the auditors visit.,ACCOUNTING
Augmente tout de suite sans contact.,Increase immediately contactless.,BANKING
La liasse fiscale montre un écart significatif malgré la relance.,The tax package shows a significant discrepancy despite the reminder.,ACCOUNTING
Le dossier reçu tout de suite.,The folder received right away.,MISC
La provision est imputé(e) sur le mauvais compte avant la visite des auditeurs.,The provision is allocated to the wrong account before the auditors visit.,ACCOUNTING
L'autre idiot se la raconte on peut pas lui faire confiance.,The other idiot shows off we can't trust him.,GOSSIP
Le log d'accès a mis en quarantaine sans signature connue.,The access log quarantined without known signature.,CYBER
Débloque le plafond de paiement car je n'ai pas fait cet achat.,Unblock the payment limit because i didn't make this purchase.,BANKING
L'autre idiot est toxique on peut pas lui faire confiance.,The other idiot is toxic we can't trust him.,GOSSIP
Augmente la transaction sur le compte joint.,Increase the transaction on the joint account.,BANKING
Le client nécessite une remise selon les termes discutés.,The client requires a discount according to discussed terms.,BUSINESS
Suspends mon virement pour motif de vol.,Suspend my transfer due to theft.,BANKING
Le pointeur a échoué dans le constructeur.,The pointer failed in the constructor.,TECH
Le prélèvement le code pin c'est une fraude.,The direct debit the pin code it is a fraud.,BANKING
Le client nécessite une remise pour le marché européen.,The client requires a discount for the european market.,BUSINESS
La mémoire ram perd des paquets alerte monitoring.,The ram memory is losing packets monitoring alert.,INFRA
Le cluster est down dans la salle serveur.,The cluster is down in the server room.,INFRA
Je t'aime manques vite.,I love you miss me soon.,LOVE
Le cluster est down il faut changer la pièce.,The cluster is down part needs replacement.,INFRA
Le ventilateur sature dans la salle serveur.,The fan is maxing out in the server room.,INFRA
La variable est asynchrone pour cause de syntaxe.,The variable is asynchronous due to syntax.,TECH
La note de frais a été rejeté(e) au niveau du bilan.,The expense report was rejected at the balance sheet level.,ACCOUNTING
La variable échoue au build sur l'environnement de dev.,The variable fails build on dev environment.,TECH
Je ne me sens pas une rupture conventionnelle depuis plusieurs mois.,I do not feel a mutual termination for several months.,HR_COMPLAINT
Le virement le paiement car je n'ai pas fait cet achat.,The transfer the payment because i didn't make this purchase.,BANKING
C'est vu super.,It is seen great.,MISC
La clé privée est corrompu(e) sans signature connue.,The private key is corrupted without known signature.,CYBER
L'actif circulant montre un écart significatif selon les normes ifrs.,The current assets shows a significant discrepancy according to ifrs standards.,ACCOUNTING
La facture fournisseur est incorrecte dans le logiciel comptable.,The supplier invoice is incorrect in the accounting software.,ACCOUNTING
Le port 22 est chiffré(e) immédiatement.,Port 22 is encrypted immediately.,CYBER
Le log d'accès est expiré(e) niveau critique.,The access log is expired critical level.,CYBER
Le bilan doit être régularisé(e) dans le logiciel comptable.,The balance sheet must be adjusted in the accounting software.,ACCOUNTING
La note de frais doit être provisionné(e) pour le trimestre en cours.,The expense report must be accrued for the current quarter.,ACCOUNTING
Le json échoue au build erreur 404.,The json fails build error 404.,TECH
La balance âgée montre un écart significatif pour le trimestre en cours.,The aging balance shows a significant discrepancy for the current quarter.,ACCOUNTING
Un malware est expiré(e) accès root non autorisé.,A malware is expired unauthorized root access.,CYBER
Le ransomware est expiré(e) accès root non autorisé.,The ransomware is expired unauthorized root access.,CYBER
Le grand livre a été rejeté(e) dans le logiciel comptable.,The general ledger was rejected in the accounting software.,ACCOUNTING
Mon cœur te serrer dans mes bras vite.,My heart hold you in my arms soon.,LOVE
Tu me t'adore ma belle.,You adore you my beauty.,LOVE
Plein de embrasse infiniment.,Lots of kiss infinitely.,LOVE
La clé privée est corrompu(e) par le waf.,The private key is corrupted by the waf.,CYBER
C'est un a eu le poste par piston il sert à rien.,He is a got the job through nepotism he is useless.,GOSSIP
Le certificat ssl scanne le réseau fuite de données.,Ssl certificate scans the network data leak.,CYBER
Mon cœur pense à toi ma belle.,My heart think of you my beauty.,LOVE
La provision ne s'équilibre pas dans le journal des achats.,The provision does not balance in the purchase journal.,ACCOUNTING
Oppose le découvert autorisé je suis à découvert.,Stop the overdraft limit i am overdrawn.,BANKING
La variable est déprécié(e) erreur 500.,The variable is deprecated error 500.,TECH
Plein de t'adore mon amour.,Lots of adore you my love.,LOVE
Le virement l'accès au compte avant minuit.,The transfer account access before midnight.,BANKING
C'est un a eu le poste par piston c'est une blague.,He is a got the job through nepotism it's a joke.,GOSSIP
La part variable a été validé(e) si tu signes cette semaine.,The variable part has been validated if you sign this week.,HR_HIRING
Le commit est null après le merge.,The commit is null after the merge.,TECH
L'actif circulant manque de justificatif avant la visite des auditeurs.,The current assets lacks proof before the auditors visit.,ACCOUNTING
Je t'aime embrasse mon amour.,I love you kiss my love.,LOVE
Le cpu doit être redémarré erreur matérielle.,The cpu must be rebooted hardware error.,INFRA
C'est un est incompétent on peut pas lui faire confiance.,He is a is incompetent we can't trust him.,GOSSIP
Mon amour embrasse mon amour.,My love kiss my love.,LOVE
L'alimentation est plein à 90% alerte monitoring.,The power supply is 90% full monitoring alert.,INFRA
Le port 22 subit une attaque fuite de données.,Port 22 is under attack data leak.,CYBER
Je t'envoie câlins terriblement.,I send you hugs terribly.,LOVE
Refuse tout de suite pour motif de vol.,Decline immediately due to theft.,BANKING
Mon collègue ne comprend rien quelle honte.,My colleague understands nothing what a shame.,GOSSIP
Le câble réseau a grillé erreur matérielle.,The network cable burned out hardware error.,INFRA
Le niveau de rémunération sera versé(e) sur 13 mois hors avantages en nature.,Compensation level will be paid over 13 months excluding benefits in kind.,HR_HIRING
Annule mon virement sans contact.,Cancel my transfer contactless.,BANKING
Ma carte le paiement le solde est insuffisant.,My card the payment the balance is insufficient.,BANKING
C'est une situation ne respecte pas le droit immédiatement.,It is a situation does not respect the law immediately.,HR_COMPLAINT
Le devis hésite encore pour atteindre l'objectif.,The quote is still hesitating to hit the target.,BUSINESS
Valide l'accès au compte sans contact.,Validate account access contactless.,BANKING
Tout reçu merci.,Everything received thanks.,MISC
Le virement le plafond de paiement c'est une fraude.,The transfer the payment limit it is a fraud.,BANKING
Une attaque ddos est corrompu(e) fuite de données.,Ddos attack is corrupted data leak.,CYBER
La prime de bienvenue peut être négocié(e) après la période d'essai.,The signing bonus can be negotiated after the probation period.,HR_HIRING
Le compte de résultat a été rejeté(e) dans le logiciel comptable.,The income statement was rejected in the accounting software.,ACCOUNTING
Le grand livre manque de justificatif dans le journal des achats.,The general ledger lacks proof in the purchase journal.,ACCOUNTING
Envie de battre pour toi mon amour.,Want to beat for you my love.,LOVE
Le nouveau est toxique quelle honte.,The new guy is toxic what a shame.,GOSSIP
L'alimentation ne répond plus sur le noeud principal.,The power supply is not responding on the main node.,INFRA
La négociation est stratégique face à la concurrence.,The negotiation is strategic against competition.,BUSINESS
L'alimentation fait du bruit dans la salle serveur.,The power supply makes noise in the server room.,INFRA
Le switch est déconnecté coupure fibre.,The switch is disconnected fiber cut.,INFRA
L'actif circulant a été rejeté(e) dans le journal des achats.,The current assets was rejected in the purchase journal.,ACCOUNTING
Le devis doit être envoyé(e) demain matin au plus tard.,The quote must be sent tomorrow morning at the latest.,BUSINESS
Le devis est en bonne voie si on veut gagner le deal.,The quote is on the right track if we want to win the deal.,BUSINESS
Plein de embrasse très fort.,Lots of kiss very much.,LOVE
La marge brute hésite encore avec une clause de sortie.,The gross margin is still hesitating with an exit clause.,BUSINESS
Le pipeline est stratégique selon les termes discutés.,The pipeline is strategic according to discussed terms.,BUSINESS
L'ambiance est inacceptable et je vais saisir les rh.,The atmosphere is unacceptable and i will contact hr.,HR_COMPLAINT
L'appel d'offres est bloqué(e) au juridique selon les termes discutés.,The tender is stuck at legal according to discussed terms.,BUSINESS
Tu me bisous partout.,You kisses all over.,LOVE
Le contrat est signé(e) selon les termes discutés.,The contract is signed according to discussed terms.,BUSINESS
Suspends le prélèvement sepa le solde est insuffisant.,Suspend the sepa direct debit the balance is insufficient.,BANKING
Les stock-options inclut une voiture selon ton profil.,Stock options includes a car depending on your profile.,HR_HIRING
Le ransomware scanne le réseau par le waf.,The ransomware scans the network by the waf.,CYBER
Une faille xss est expiré(e) par le waf.,Xss vulnerability is expired by the waf.,CYBER
La facture fournisseur manque de justificatif dans les livres légaux.,The supplier invoice lacks proof in the statutory books.,ACCOUNTING
Le rapprochement bancaire est imputé(e) sur le mauvais compte sur l'exercice n-1.,The bank reconciliation is allocated to the wrong account on year n-1.,ACCOUNTING
Le dossier noté merci.,The folder noted thanks.,MISC
Ce comportement met en danger l'équipe de harcèlement moral.,This behavior endangers the team of moral harassment.,HR_COMPLAINT
Je arrive bonne journée.,I am coming have a good day.,MISC
Le rapprochement bancaire n'est pas lettré(e) selon les normes ifrs.,The bank reconciliation is not reconciled according to ifrs standards.,ACCOUNTING
Je demande me met mal à l'aise et je vais saisir les rh.,I request makes me uncomfortable and i will contact hr.,HR_COMPLAINT
L'indentation est mal indenté(e) dans le constructeur.,The indentation is poorly indented in the constructor.,TECH
La provision a été rejeté(e) dans les livres légaux.,The provision was rejected in the statutory books.,ACCOUNTING
Une injection sql tente une connexion accès root non autorisé.,Sql injection attempts connection unauthorized root access.,CYBER
La prime de bienvenue augmente de 10% après la période d'essai.,The signing bonus increases by 10% after the probation period.,HR_HIRING
Je vu merci.,I seen thanks.,MISC
Il se la raconte il est bizarre.,He shows off he is weird.,GOSSIP
La trésorerie n'est pas à jour au niveau du bilan.,The cash flow is not up to date at the balance sheet level.,ACCOUNTING
Le script python est mal indenté(e) pour cause de syntaxe.,The python script is poorly indented due to syntax.,TECH
Il m'énerve il est bizarre.,He annoys me he is weird.,GOSSIP
Mon amour manques très fort.,My love miss me very much.,LOVE
Une faille xss scanne le réseau tentative de phishing.,Xss vulnerability scans the network phishing attempt.,CYBER
Le serveur est down cause ralentissement.,The server is down causing slowdown.,INFRA
Le firewall est corrompu(e) depuis une ip inconnue.,The firewall is corrupted from an unknown ip.,CYBER
Je signale constitue une faute grave vis-à-vis de ma sécurité.,I report constitutes serious misconduct regarding my safety.,HR_COMPLAINT
Je ne me sens pas constitue une faute grave immédiatement.,I do not feel constitutes serious misconduct immediately.,HR_COMPLAINT
Ma carte mon virement c'est une fraude.,My card my transfer it is a fraud.,BANKING
Le renouvellement va être perdu(e) pour le marché européen.,The renewal is going to be lost for the european market.,BUSINESS
Mon collègue fait semblant de bosser depuis son arrivée.,My colleague pretends to work since arrival.,GOSSIP
Un malware scanne le réseau depuis une ip inconnue.,A malware scans the network from an unknown ip.,CYBER
Le certificat ssl signale une anomalie fuite de données.,Ssl certificate signals an anomaly data leak.,CYBER
Le closing nécessite une remise pour atteindre l'objectif.,The closing requires a discount to hit the target.,BUSINESS
L'indentation n'est pas typé(e) dans le module principal.,The indentation is not typed in the main module.,TECH
Les stock-options a été validé(e) après la période d'essai.,Stock options has been validated after the probation period.,HR_HIRING
La négociation doit être envoyé(e) pour le marché européen.,The negotiation must be sent for the european market.,BUSINESS
Valide les frais bancaires car je n'ai pas fait cet achat.,Validate bank fees because i didn't make this purchase.,BANKING
L'exception échoue au build à l'exécution.,The exception fails build at runtime.,TECH
Le dossier arrive à plus.,The folder am coming see you.,MISC
Je t'aime battre pour toi plus que tout.,I love you beat for you more than anything.,LOVE
Tu me te serrer dans mes bras mon amour.,You hold you in my arms my love.,LOVE
L'offre d'embauche a été validé(e) hors avantages en nature.,The job offer has been validated excluding benefits in kind.,HR_HIRING
Les stock-options est de 45k hors avantages en nature.,Stock options is 45k excluding benefits in kind.,HR_HIRING
Une injection sql est bloqué(e) immédiatement.,Sql injection is blocked immediately.,CYBER
Le dossier arrive bonne journée.,The folder am coming have a good day.,MISC
Annule mon virement vers le bénéficiaire enregistré.,Cancel my transfer to the registered beneficiary.,BANKING
Tout reçu pour moi.,Everything received for me.,MISC
Refuse l'accès au compte immédiatement.,Decline account access immediately.,BANKING
Le json provoque un segfault erreur 404.,The json causes a segfault error 404.,TECH
Le serveur surchauffe cause ralentissement.,The server is overheating causing slowdown.,INFRA
Le disque dur perd des paquets erreur matérielle.,The hard drive is losing packets hardware error.,INFRA
Bloque le prélèvement sepa car je n'ai pas fait cet achat.,Block the sepa direct debit because i didn't make this purchase.,BANKING
Je t'envoie te serrer dans mes bras partout.,I send you hold you in my arms all over.,LOVE
La bande passante est déconnecté coupure fibre.,The bandwidth is disconnected fiber cut.,INFRA
L'alimentation surchauffe erreur matérielle.,The power supply is overheating hardware error.,INFRA
Ce type est incompétent quelle honte.,That guy is incompetent what a shame.,GOSSIP
Annule le code pin avant minuit.,Cancel the pin code before midnight.,BANKING
Le closing arrive à échéance avant la fin du trimestre.,The closing is expiring before quarter end.,BUSINESS
Le ventilateur est down dans la salle serveur.,The fan is down in the server room.,INFRA
L'écriture comptable a été rejeté(e) sur l'exercice n-1.,The accounting entry was rejected on year n-1.,ACCOUNTING
L'avoir n'est pas lettré(e) avant la visite des auditeurs.,The credit note is not reconciled before the auditors visit.,ACCOUNTING
Le plafond mon virement sans contact.,The limit my transfer contactless.,BANKING
Refuse le découvert autorisé pour motif de vol.,Decline the overdraft limit due to theft.,BANKING
Le management une rupture conventionnelle immédiatement.,The management a mutual termination immediately.,HR_COMPLAINT
Le pipeline est bloqué(e) au juridique pour le marché européen.,The pipeline is stuck at legal for the european market.,BUSINESS
Le nouveau est complètement nul et tout le monde le sait.,The new guy is completely useless and everyone knows it.,GOSSIP
La bande passante est déconnecté coupure fibre.,The bandwidth is disconnected fiber cut.,INFRA
Le dossier fait pour moi.,The folder done for me.,MISC
La rémunération brute est en dessous du marché dans le contrat de travail.,The gross remuneration is below market in the employment contract.,HR_HIRING
Le serveur est déconnecté il faut changer la pièce.,The server is disconnected part needs replacement.,INFRA
Le déploiement lance une stacktrace pour cause de syntaxe.,The deployment throws a stacktrace due to syntax.,TECH
Ce type m'énerve quelle honte.,That guy annoys me what a shame.,GOSSIP
La rémunération brute est de 45k hors avantages en nature.,The gross remuneration is 45k excluding benefits in kind.,HR_HIRING
Le nouveau est un incapable il est bizarre.,The new guy is incapable he is weird.,GOSSIP
Ce leche-bottes a eu le poste par piston c'est une blague.,That bootlicker got the job through nepotism it's a joke.,GOSSIP
L'api rest a échoué à la ligne 42.,The rest api failed at line 42.,TECH
Mon amour t'adore très fort.,My love adore you very much.,LOVE
Le passif est imputé(e) sur le mauvais compte pour le trimestre en cours.,The liabilities is allocated to the wrong account for the current quarter.,ACCOUNTING
Le harcèlement est inacceptable et j'ai contacté un avocat.,Harassment is unacceptable and i contacted a lawyer.,HR_COMPLAINT
L'api rest ne compile pas paramètre manquant.,The rest api does not compile missing parameter.,TECH
La directrice ne comprend rien on peut pas lui faire confiance.,The director understands nothing we can't trust him.,GOSSIP
Une procédure doit cesser au sein du bureau.,A procedure must stop within the office.,HR_COMPLAINT
Le port 22 est expiré(e) niveau critique.,Port 22 is expired critical level.,CYBER
À ce soir câlins infiniment.,See you tonight hugs infinitely.,LOVE
Je fait super.,I done great.,MISC
Le compilateur provoque un segfault à la ligne 42.,The compiler causes a segfault at line 42.,TECH
La rémunération brute augmente de 10% comparé à la concurrence.,The gross remuneration increases by 10% compared to competition.,HR_HIRING
C'est une situation me met mal à l'aise de harcèlement moral.,It is a situation makes me uncomfortable of moral harassment.,HR_COMPLAINT
Le routeur surchauffe sur le noeud principal.,The router is overheating on the main node.,INFRA
C'est une situation est inacceptable vis-à-vis de ma sécurité.,It is a situation is unacceptable regarding my safety.,HR_COMPLAINT
La note de frais ne s'équilibre pas selon les normes ifrs.,The expense report does not balance according to ifrs standards.,ACCOUNTING
Il est toxique on peut pas lui faire confiance.,He is toxic we can't trust him.,GOSSIP
Je noté bonne journée.,I noted have a good day.,MISC
Le manager a eu le poste par piston il sert à rien.,The manager got the job through nepotism he is useless.,GOSSIP
La fonction lance une stacktrace dans le constructeur.,The function throws a stacktrace in the constructor.,TECH
Le harcèlement me met mal à l'aise selon le règlement intérieur.,Harassment makes me uncomfortable according to internal rules.,HR_COMPLAINT
Le client est signé(e) selon les termes discutés.,The client is signed according to discussed terms.,BUSINESS
Je fait super.,I done great.,MISC
Le harcèlement est inacceptable depuis plusieurs mois.,Harassment is unacceptable for several months.,HR_COMPLAINT
Augmente le plafond de paiement vers le bénéficiaire enregistré.,Increase the payment limit to the registered beneficiary.,BANKING
Tu me te serrer dans mes bras mon amour.,You hold you in my arms my love.,LOVE
Ton salaire actuel est de 45k avec un bonus sur objectifs.,Your current salary is 45k with a performance bonus.,HR_HIRING
Le contrat est en bonne voie avant la fin du trimestre.,The contract is on the right track before quarter end.,BUSINESS
La rémunération brute est trop bas(se) avec un bonus sur objectifs.,The gross remuneration is too low with a performance bonus.,HR_HIRING
Tout vu bonne journée.,Everything seen have a good day.,MISC
La clé privée a mis en quarantaine niveau critique.,The private key quarantined critical level.,CYBER
Le grand livre contient une erreur avant la visite des auditeurs.,The general ledger contains an error before the auditors visit.,ACCOUNTING
Le package global augmente de 10% avec un bonus sur objectifs.,The global package increases by 10% with a performance bonus.,HR_HIRING
Vérifie le chèque le solde est insuffisant.,Check the check the balance is insufficient.,BANKING
Le prélèvement le découvert autorisé je suis à découvert.,The direct debit the overdraft limit i am overdrawn.,BANKING
La pression doit cesser depuis plusieurs mois.,The pressure must stop for several months.,HR_COMPLAINT
La pression me met mal à l'aise de harcèlement moral.,The pressure makes me uncomfortable of moral harassment.,HR_COMPLAINT
La trésorerie montre un écart significatif dans le journal des achats.,The cash flow shows a significant discrepancy in the purchase journal.,ACCOUNTING
Mon collègue est complètement nul c'est hallucinant.,My colleague is completely useless it's mind-blowing.,GOSSIP
Ce comportement doit cesser vis-à-vis de ma sécurité.,This behavior must stop regarding my safety.,HR_COMPLAINT
L'amortissement n'est pas à jour suite à l'erreur de saisie.,The depreciation is not up to date following the data entry error.,ACCOUNTING
Vérifie le plafond de paiement sur le compte joint.,Check the payment limit on the joint account.,BANKING
Le rapprochement bancaire montre un écart significatif pour le trimestre en cours.,The bank reconciliation shows a significant discrepancy for the current quarter.,ACCOUNTING
La négociation hésite encore si on veut gagner le deal.,The negotiation is still hesitating if we want to win the deal.,BUSINESS
Valide les frais bancaires car je n'ai pas fait cet achat.,Validate bank fees because i didn't make this purchase.,BANKING
Le virement le prélèvement sepa avant minuit.,The transfer the sepa direct debit before midnight.,BANKING
Une injection sql tente une connexion accès root non autorisé.,Sql injection attempts connection unauthorized root access.,CYBER
L'amortissement est en attente de validation malgré la relance.,The depreciation is pending validation despite the reminder.,ACCOUNTING
C'est reçu pas de souci.,It is received no worries.,MISC
Ton salaire actuel est très compétitif si tu signes cette semaine.,Your current salary is very competitive if you sign this week.,HR_HIRING
Le closing arrive à échéance pour le marché européen.,The closing is expiring for the european market.,BUSINESS
La bande passante perd des paquets problème de ping.,The bandwidth is losing packets ping issue.,INFRA
