Phrase_FR,Phrase_EN,Topic
Un flood SYN est détecté(e) par l'anti-DDoS depuis des IP chinoises.,A SYN flood is detected by anti-DDoS from Chinese IPs.,CYBER
Le grand compte est furieux c'est inadmissible.,The key account is furious it is unacceptable.,BUSINESS
Le démon est en état CrashLoopBackOff après la mise à jour.,The daemon is in CrashLoopBackOff state after update.,INFRA
Le client est hors de lui il faut l'appeler d'urgence.,The client is beside himself must call him urgently.,BUSINESS
Le client a envoyé une mise en demeure à cause du retard.,The client sent a formal notice because of the delay.,BUSINESS
Le client VIP gueule au téléphone il faut l'appeler d'urgence.,The VIP client is yelling on the phone must call him urgently.,BUSINESS
Le namespace est corrompu(e) problème de ressources.,The namespace is corrupted resource issue.,INFRA
Le conteneur a fait un kernel panic logs inaccessibles.,The container caused a kernel panic logs inaccessible.,INFRA
L'acheteur est hors de lui c'est inadmissible.,The buyer is beside himself it is unacceptable.,BUSINESS
Le conteneur a fait un kernel panic sur le noeud master.,The container caused a kernel panic on the master node.,INFRA
Le grand compte gueule au téléphone à cause du retard.,The key account is yelling on the phone because of the delay.,BUSINESS
Le service systemd a fait un kernel panic vérifie le fichier yaml.,The systemd service caused a kernel panic check yaml file.,INFRA
Le kubelet a crashé après la mise à jour.,The kubelet crashed after update.,INFRA
Le grand compte a envoyé une mise en demeure il faut l'appeler d'urgence.,The key account sent a formal notice must call him urgently.,BUSINESS
Une attaque DDoS provocant un black-out sur l'IP publique.,A DDoS attack causing a blackout on public IP.,CYBER
Le directeur menace de partir à cause du retard.,The director threatens to leave because of the delay.,BUSINESS
Un flood SYN fait tomber le site sur l'IP publique.,A SYN flood takes down the site on public IP.,CYBER
Une attaque volumétrique a submergé le firewall depuis des IP chinoises.,A volumetric attack overwhelmed the firewall from Chinese IPs.,CYBER
Le trafic illégitime sature la bande passante sur l'IP publique.,Illegitimate traffic saturates bandwidth on public IP.,CYBER
Un flood UDP est détecté(e) par l'anti-DDoS sur l'IP publique.,A UDP flood is detected by anti-DDoS on public IP.,CYBER
Le namespace a fait un kernel panic après la mise à jour.,The namespace caused a kernel panic after update.,INFRA
Le client est très mécontent sur le dossier en cours.,The client is very dissatisfied on the current file.,BUSINESS
Le client est furieux car le service est nul.,The client is furious because the service sucks.,BUSINESS
Le client VIP est très mécontent et il part à la concurrence.,The VIP client is very dissatisfied and he goes to competition.,BUSINESS
Le pod est en état CrashLoopBackOff erreur de config.,The pod is in CrashLoopBackOff state config error.,INFRA
Le conteneur ne démarre pas erreur de config.,The container does not start config error.,INFRA
Le démon doit être redémarré(e) problème de ressources.,The daemon must be restarted resource issue.,INFRA
Le botnet est détecté(e) par l'anti-DDoS sur l'IP publique.,The botnet is detected by anti-DDoS on public IP.,CYBER
Le grand compte est hors de lui car le service est nul.,The key account is beside himself because the service sucks.,BUSINESS
Une attaque DDoS fait tomber le site trafic sortant bloqué.,A DDoS attack takes down the site outgoing traffic blocked.,CYBER
Le conteneur a fait un kernel panic vérifie le fichier yaml.,The container caused a kernel panic check yaml file.,INFRA
Le directeur gueule au téléphone et il part à la concurrence.,The director is yelling on the phone and he goes to competition.,BUSINESS
Un déni de service est détecté(e) par l'anti-DDoS c'est massif.,A denial of service is detected by anti-DDoS it is massive.,CYBER
Le conteneur a crashé erreur de config.,The container crashed config error.,INFRA
Le botnet provocant un black-out impact critique.,The botnet causing a blackout critical impact.,CYBER
Le botnet sature la bande passante mitigation en cours.,The botnet saturates bandwidth mitigation in progress.,CYBER
L'acheteur refuse de payer à cause du retard.,The buyer refuses to pay because of the delay.,BUSINESS
Le namespace ne monte pas le volume erreur de config.,The namespace does not mount volume config error.,INFRA
Un flood UDP est détecté(e) par l'anti-DDoS c'est massif.,A UDP flood is detected by anti-DDoS it is massive.,CYBER
Le client a envoyé une mise en demeure sur le dossier en cours.,The client sent a formal notice on the current file.,BUSINESS
Une attaque volumétrique bombarde le serveur trafic sortant bloqué.,A volumetric attack bombs the server outgoing traffic blocked.,CYBER
Une attaque par amplification cible le load balancer mitigation en cours.,Amplification attack targets the load balancer mitigation in progress.,CYBER
Le grand compte gueule au téléphone sur le dossier en cours.,The key account is yelling on the phone on the current file.,BUSINESS
Le client refuse de payer car le service est nul.,The client refuses to pay because the service sucks.,BUSINESS
Le trafic illégitime fait tomber le site sur l'IP publique.,Illegitimate traffic takes down the site on public IP.,CYBER
Le noyau Linux est corrompu(e) erreur de config.,The Linux kernel is corrupted config error.,INFRA
Le prospect gueule au téléphone sur le dossier en cours.,The prospect is yelling on the phone on the current file.,BUSINESS
Le pod doit être redémarré(e) logs inaccessibles.,The pod must be restarted logs inaccessible.,INFRA
Le conteneur doit être redémarré(e) après la mise à jour.,The container must be restarted after update.,INFRA
Un flood UDP a submergé le firewall impact critique.,A UDP flood overwhelmed the firewall critical impact.,CYBER
L'acheteur menace de partir sur le dossier en cours.,The buyer threatens to leave on the current file.,BUSINESS
Un déni de service sature la bande passante c'est massif.,A denial of service saturates bandwidth it is massive.,CYBER
Le noyau Linux est en état CrashLoopBackOff vérifie le fichier yaml.,The Linux kernel is in CrashLoopBackOff state check yaml file.,INFRA
L'entretien est refusé(e) par les RH.,The interview is rejected by HR.,HR_HIRING
Un flood SYN sature la bande passante c'est massif.,A SYN flood saturates bandwidth it is massive.,CYBER
L'acheteur fait un scandale suite à la panne.,The buyer is making a scene following the outage.,BUSINESS
Le prospect est furieux suite à la panne.,The prospect is furious following the outage.,BUSINESS
L'acheteur est hors de lui suite à la panne.,The buyer is beside himself following the outage.,BUSINESS
Une attaque par amplification est détecté(e) par l'anti-DDoS depuis des IP chinoises.,Amplification attack is detected by anti-DDoS from Chinese IPs.,CYBER
L'acheteur refuse de payer car le service est nul.,The buyer refuses to pay because the service sucks.,BUSINESS
L'entretien est refusé(e) pour le poste.,The interview is rejected for the job.,HR_HIRING
Une attaque par amplification est détecté(e) par l'anti-DDoS mitigation en cours.,Amplification attack is detected by anti-DDoS mitigation in progress.,CYBER
Le noyau Linux doit être redémarré(e) problème de ressources.,The Linux kernel must be restarted resource issue.,INFRA
Le client VIP fait un scandale à cause du retard.,The VIP client is making a scene because of the delay.,BUSINESS
Une attaque DDoS est détecté(e) par l'anti-DDoS sur l'IP publique.,A DDoS attack is detected by anti-DDoS on public IP.,CYBER
Le trafic illégitime bombarde le serveur mitigation en cours.,Illegitimate traffic bombs the server mitigation in progress.,CYBER
Un flood UDP fait tomber le site sur l'IP publique.,A UDP flood takes down the site on public IP.,CYBER
Le prospect fait un scandale sur le dossier en cours.,The prospect is making a scene on the current file.,BUSINESS
Le client VIP est hors de lui suite à la panne.,The VIP client is beside himself following the outage.,BUSINESS
Le pod ne démarre pas logs inaccessibles.,The pod does not start logs inaccessible.,INFRA
Le service systemd est corrompu(e) problème de ressources.,The systemd service is corrupted resource issue.,INFRA
Une attaque par amplification cible le load balancer impact critique.,Amplification attack targets the load balancer critical impact.,CYBER
Le trafic illégitime est détecté(e) par l'anti-DDoS depuis des IP chinoises.,Illegitimate traffic is detected by anti-DDoS from Chinese IPs.,CYBER
Une attaque par amplification fait tomber le site c'est massif.,Amplification attack takes down the site it is massive.,CYBER
Le botnet cible le load balancer trafic sortant bloqué.,The botnet targets the load balancer outgoing traffic blocked.,CYBER
Le noyau Linux doit être redémarré(e) vérifie le fichier yaml.,The Linux kernel must be restarted check yaml file.,INFRA
Une attaque DDoS sature la bande passante mitigation en cours.,A DDoS attack saturates bandwidth mitigation in progress.,CYBER
Une attaque DDoS cible le load balancer trafic sortant bloqué.,A DDoS attack targets the load balancer outgoing traffic blocked.,CYBER
Le trafic illégitime bombarde le serveur depuis des IP chinoises.,Illegitimate traffic bombs the server from Chinese IPs.,CYBER
Une attaque DDoS cible le load balancer depuis des IP chinoises.,A DDoS attack targets the load balancer from Chinese IPs.,CYBER
Le namespace est corrompu(e) vérifie le fichier yaml.,The namespace is corrupted check yaml file.,INFRA
Le botnet sature la bande passante depuis des IP chinoises.,The botnet saturates bandwidth from Chinese IPs.,CYBER
L'acheteur gueule au téléphone suite à la panne.,The buyer is yelling on the phone following the outage.,BUSINESS
Une attaque par amplification est détecté(e) par l'anti-DDoS trafic sortant bloqué.,Amplification attack is detected by anti-DDoS outgoing traffic blocked.,CYBER
Le grand compte veut résilier son contrat il faut l'appeler d'urgence.,The key account wants to terminate his contract must call him urgently.,BUSINESS
Le botnet cible le load balancer sur l'IP publique.,The botnet targets the load balancer on public IP.,CYBER
Le namespace renvoie une erreur OOMKilled après la mise à jour.,The namespace returns an OOMKilled error after update.,INFRA
Le démon ne monte pas le volume après la mise à jour.,The daemon does not mount volume after update.,INFRA
Le conteneur est corrompu(e) problème de ressources.,The container is corrupted resource issue.,INFRA
Le service systemd ne monte pas le volume après la mise à jour.,The systemd service does not mount volume after update.,INFRA
Le client a envoyé une mise en demeure car le service est nul.,The client sent a formal notice because the service sucks.,BUSINESS
Une attaque volumétrique est détecté(e) par l'anti-DDoS trafic sortant bloqué.,A volumetric attack is detected by anti-DDoS outgoing traffic blocked.,CYBER
Le service systemd a crashé vérifie le fichier yaml.,The systemd service crashed check yaml file.,INFRA
Le conteneur renvoie une erreur OOMKilled vérifie le fichier yaml.,The container returns an OOMKilled error check yaml file.,INFRA
La candidature est refusé(e) par les RH.,The application is rejected by HR.,HR_HIRING
L'image Docker renvoie une erreur OOMKilled erreur de config.,The Docker image returns an OOMKilled error config error.,INFRA
Le client veut résilier son contrat car le service est nul.,The client wants to terminate his contract because the service sucks.,BUSINESS
La syntaxe est invalide ligne 40.,The syntax is invalid line 40.,TECH
Le botnet cible le load balancer impact critique.,The botnet targets the load balancer critical impact.,CYBER
Le client a envoyé une mise en demeure il faut l'appeler d'urgence.,The client sent a formal notice must call him urgently.,BUSINESS
Un flood SYN provocant un black-out sur l'IP publique.,A SYN flood causing a blackout on public IP.,CYBER
Le directeur fait un scandale suite à la panne.,The director is making a scene following the outage.,BUSINESS
Le prospect refuse de payer suite à la panne.,The prospect refuses to pay following the outage.,BUSINESS
L'image Docker est en état CrashLoopBackOff vérifie le fichier yaml.,The Docker image is in CrashLoopBackOff state check yaml file.,INFRA
L'image Docker a crashé erreur de config.,The Docker image crashed config error.,INFRA
Le noyau Linux a crashé après la mise à jour.,The Linux kernel crashed after update.,INFRA
Le kubelet renvoie une erreur OOMKilled problème de ressources.,The kubelet returns an OOMKilled error resource issue.,INFRA
Un flood UDP cible le load balancer mitigation en cours.,A UDP flood targets the load balancer mitigation in progress.,CYBER
Le prospect demande un remboursement à cause du retard.,The prospect asks for a refund because of the delay.,BUSINESS
L'image Docker a fait un kernel panic vérifie le fichier yaml.,The Docker image caused a kernel panic check yaml file.,INFRA
Le trafic illégitime provocant un black-out impact critique.,Illegitimate traffic causing a blackout critical impact.,CYBER
Le namespace est en état CrashLoopBackOff problème de ressources.,The namespace is in CrashLoopBackOff state resource issue.,INFRA
Un flood SYN est détecté(e) par l'anti-DDoS mitigation en cours.,A SYN flood is detected by anti-DDoS mitigation in progress.,CYBER
Le prospect a envoyé une mise en demeure à cause du retard.,The prospect sent a formal notice because of the delay.,BUSINESS
Le trafic illégitime a submergé le firewall trafic sortant bloqué.,Illegitimate traffic overwhelmed the firewall outgoing traffic blocked.,CYBER
Le botnet cible le load balancer depuis des IP chinoises.,The botnet targets the load balancer from Chinese IPs.,CYBER
Le service systemd a crashé problème de ressources.,The systemd service crashed resource issue.,INFRA
Le kubelet a fait un kernel panic sur le noeud master.,The kubelet caused a kernel panic on the master node.,INFRA
Le client gueule au téléphone c'est inadmissible.,The client is yelling on the phone it is unacceptable.,BUSINESS
Le pod a fait un kernel panic après la mise à jour.,The pod caused a kernel panic after update.,INFRA
L'image Docker a fait un kernel panic sur le noeud master.,The Docker image caused a kernel panic on the master node.,INFRA
L'entretien est validé(e) par les RH.,The interview is validated by HR.,HR_HIRING
Le noyau Linux ne monte pas le volume vérifie le fichier yaml.,The Linux kernel does not mount volume check yaml file.,INFRA
Le client est furieux il faut l'appeler d'urgence.,The client is furious must call him urgently.,BUSINESS
Le pod est corrompu(e) problème de ressources.,The pod is corrupted resource issue.,INFRA
Le service systemd est corrompu(e) après la mise à jour.,The systemd service is corrupted after update.,INFRA
Un flood UDP provocant un black-out impact critique.,A UDP flood causing a blackout critical impact.,CYBER
Le conteneur a crashé après la mise à jour.,The container crashed after update.,INFRA
Le trafic illégitime provocant un black-out sur l'IP publique.,Illegitimate traffic causing a blackout on public IP.,CYBER
Le namespace a fait un kernel panic sur le noeud master.,The namespace caused a kernel panic on the master node.,INFRA
Le prospect veut résilier son contrat il faut l'appeler d'urgence.,The prospect wants to terminate his contract must call him urgently.,BUSINESS
Le directeur refuse de payer sur le dossier en cours.,The director refuses to pay on the current file.,BUSINESS
Le directeur veut résilier son contrat car le service est nul.,The director wants to terminate his contract because the service sucks.,BUSINESS
Le conteneur doit être redémarré(e) vérifie le fichier yaml.,The container must be restarted check yaml file.,INFRA
Le prospect est furieux c'est inadmissible.,The prospect is furious it is unacceptable.,BUSINESS
Le client VIP est furieux c'est inadmissible.,The VIP client is furious it is unacceptable.,BUSINESS
Le client est hors de lui à cause du retard.,The client is beside himself because of the delay.,BUSINESS
Le cluster K8s ne démarre pas problème de ressources.,The K8s cluster does not start resource issue.,INFRA
Le client VIP veut résilier son contrat c'est inadmissible.,The VIP client wants to terminate his contract it is unacceptable.,BUSINESS
Le kubelet est corrompu(e) problème de ressources.,The kubelet is corrupted resource issue.,INFRA
Le pod ne monte pas le volume erreur de config.,The pod does not mount volume config error.,INFRA
Le prospect gueule au téléphone et il part à la concurrence.,The prospect is yelling on the phone and he goes to competition.,BUSINESS
Le kubelet a fait un kernel panic vérifie le fichier yaml.,The kubelet caused a kernel panic check yaml file.,INFRA
Le client est furieux et il part à la concurrence.,The client is furious and he goes to competition.,BUSINESS
Le noyau Linux ne démarre pas erreur de config.,The Linux kernel does not start config error.,INFRA
Le client refuse de payer à cause du retard.,The client refuses to pay because of the delay.,BUSINESS
Le démon ne démarre pas après la mise à jour.,The daemon does not start after update.,INFRA
Le noyau Linux a fait un kernel panic vérifie le fichier yaml.,The Linux kernel caused a kernel panic check yaml file.,INFRA
Le démon est corrompu(e) après la mise à jour.,The daemon is corrupted after update.,INFRA
Le démon a crashé vérifie le fichier yaml.,The daemon crashed check yaml file.,INFRA
L'acheteur gueule au téléphone sur le dossier en cours.,The buyer is yelling on the phone on the current file.,BUSINESS
Le grand compte fait un scandale il faut l'appeler d'urgence.,The key account is making a scene must call him urgently.,BUSINESS
Le kubelet a fait un kernel panic problème de ressources.,The kubelet caused a kernel panic resource issue.,INFRA
Le prospect est hors de lui à cause du retard.,The prospect is beside himself because of the delay.,BUSINESS
Le client VIP fait un scandale c'est inadmissible.,The VIP client is making a scene it is unacceptable.,BUSINESS
Un déni de service a submergé le firewall depuis des IP chinoises.,A denial of service overwhelmed the firewall from Chinese IPs.,CYBER
Le trafic illégitime a submergé le firewall c'est massif.,Illegitimate traffic overwhelmed the firewall it is massive.,CYBER
Le grand compte veut résilier son contrat sur le dossier en cours.,The key account wants to terminate his contract on the current file.,BUSINESS
Le démon doit être redémarré(e) erreur de config.,The daemon must be restarted config error.,INFRA
Le namespace est en état CrashLoopBackOff logs inaccessibles.,The namespace is in CrashLoopBackOff state logs inaccessible.,INFRA
Une attaque DDoS provocant un black-out trafic sortant bloqué.,A DDoS attack causing a blackout outgoing traffic blocked.,CYBER
Un flood SYN bombarde le serveur depuis des IP chinoises.,A SYN flood bombs the server from Chinese IPs.,CYBER
Un déni de service bombarde le serveur sur l'IP publique.,A denial of service bombs the server on public IP.,CYBER
Un déni de service a submergé le firewall trafic sortant bloqué.,A denial of service overwhelmed the firewall outgoing traffic blocked.,CYBER
Le prospect menace de partir sur le dossier en cours.,The prospect threatens to leave on the current file.,BUSINESS
Le directeur a envoyé une mise en demeure car le service est nul.,The director sent a formal notice because the service sucks.,BUSINESS
Le namespace ne monte pas le volume logs inaccessibles.,The namespace does not mount volume logs inaccessible.,INFRA
Le conteneur ne monte pas le volume erreur de config.,The container does not mount volume config error.,INFRA
Elle m'énerve.,She annoys me.,GOSSIP
Le prospect veut résilier son contrat à cause du retard.,The prospect wants to terminate his contract because of the delay.,BUSINESS
Un flood SYN bombarde le serveur c'est massif.,A SYN flood bombs the server it is massive.,CYBER
Le botnet sature la bande passante c'est massif.,The botnet saturates bandwidth it is massive.,CYBER
Le client gueule au téléphone suite à la panne.,The client is yelling on the phone following the outage.,BUSINESS
Le service systemd a crashé après la mise à jour.,The systemd service crashed after update.,INFRA
Le prospect a envoyé une mise en demeure car le service est nul.,The prospect sent a formal notice because the service sucks.,BUSINESS
Le namespace ne monte pas le volume problème de ressources.,The namespace does not mount volume resource issue.,INFRA
Le client fait un scandale c'est inadmissible.,The client is making a scene it is unacceptable.,BUSINESS
Le pod a fait un kernel panic logs inaccessibles.,The pod caused a kernel panic logs inaccessible.,INFRA
Le client est furieux c'est inadmissible.,The client is furious it is unacceptable.,BUSINESS
Une attaque DDoS bombarde le serveur sur l'IP publique.,A DDoS attack bombs the server on public IP.,CYBER
Le client est très mécontent à cause du retard.,The client is very dissatisfied because of the delay.,BUSINESS
Le kubelet a crashé vérifie le fichier yaml.,The kubelet crashed check yaml file.,INFRA
Le kubelet est en état CrashLoopBackOff sur le noeud master.,The kubelet is in CrashLoopBackOff state on the master node.,INFRA
L'acheteur est furieux car le service est nul.,The buyer is furious because the service sucks.,BUSINESS
Le trafic illégitime bombarde le serveur impact critique.,Illegitimate traffic bombs the server critical impact.,CYBER
Une attaque par amplification bombarde le serveur trafic sortant bloqué.,Amplification attack bombs the server outgoing traffic blocked.,CYBER
Le botnet bombarde le serveur impact critique.,The botnet bombs the server critical impact.,CYBER
Le kubelet doit être redémarré(e) vérifie le fichier yaml.,The kubelet must be restarted check yaml file.,INFRA
Le client VIP a envoyé une mise en demeure à cause du retard.,The VIP client sent a formal notice because of the delay.,BUSINESS
Le prospect demande un remboursement suite à la panne.,The prospect asks for a refund following the outage.,BUSINESS
L'image Docker ne monte pas le volume sur le noeud master.,The Docker image does not mount volume on the master node.,INFRA
Une attaque DDoS a submergé le firewall sur l'IP publique.,A DDoS attack overwhelmed the firewall on public IP.,CYBER
Le trafic illégitime a submergé le firewall depuis des IP chinoises.,Illegitimate traffic overwhelmed the firewall from Chinese IPs.,CYBER
Le grand compte fait un scandale suite à la panne.,The key account is making a scene following the outage.,BUSINESS
Le trafic illégitime provocant un black-out mitigation en cours.,Illegitimate traffic causing a blackout mitigation in progress.,CYBER
Le service systemd est en état CrashLoopBackOff vérifie le fichier yaml.,The systemd service is in CrashLoopBackOff state check yaml file.,INFRA
Le client est hors de lui et il part à la concurrence.,The client is beside himself and he goes to competition.,BUSINESS
Le directeur a envoyé une mise en demeure il faut l'appeler d'urgence.,The director sent a formal notice must call him urgently.,BUSINESS
Le client VIP gueule au téléphone et il part à la concurrence.,The VIP client is yelling on the phone and he goes to competition.,BUSINESS
Le démon est en état CrashLoopBackOff erreur de config.,The daemon is in CrashLoopBackOff state config error.,INFRA
L'acheteur fait un scandale sur le dossier en cours.,The buyer is making a scene on the current file.,BUSINESS
Le botnet est détecté(e) par l'anti-DDoS c'est massif.,The botnet is detected by anti-DDoS it is massive.,CYBER
Le directeur gueule au téléphone suite à la panne.,The director is yelling on the phone following the outage.,BUSINESS
Le client est hors de lui c'est inadmissible.,The client is beside himself it is unacceptable.,BUSINESS
Le cluster K8s ne démarre pas vérifie le fichier yaml.,The K8s cluster does not start check yaml file.,INFRA
Le prospect a envoyé une mise en demeure et il part à la concurrence.,The prospect sent a formal notice and he goes to competition.,BUSINESS
Une attaque DDoS sature la bande passante trafic sortant bloqué.,A DDoS attack saturates bandwidth outgoing traffic blocked.,CYBER
L'acheteur menace de partir il faut l'appeler d'urgence.,The buyer threatens to leave must call him urgently.,BUSINESS
Le pod est en état CrashLoopBackOff vérifie le fichier yaml.,The pod is in CrashLoopBackOff state check yaml file.,INFRA
Le kubelet ne démarre pas après la mise à jour.,The kubelet does not start after update.,INFRA
Une attaque volumétrique bombarde le serveur mitigation en cours.,A volumetric attack bombs the server mitigation in progress.,CYBER
Le client VIP est hors de lui il faut l'appeler d'urgence.,The VIP client is beside himself must call him urgently.,BUSINESS
Le namespace a fait un kernel panic logs inaccessibles.,The namespace caused a kernel panic logs inaccessible.,INFRA
Le prospect est furieux car le service est nul.,The prospect is furious because the service sucks.,BUSINESS
L'image Docker est en état CrashLoopBackOff logs inaccessibles.,The Docker image is in CrashLoopBackOff state logs inaccessible.,INFRA
Le kubelet est en état CrashLoopBackOff erreur de config.,The kubelet is in CrashLoopBackOff state config error.,INFRA
Un déni de service fait tomber le site sur l'IP publique.,A denial of service takes down the site on public IP.,CYBER
Un flood UDP est détecté(e) par l'anti-DDoS trafic sortant bloqué.,A UDP flood is detected by anti-DDoS outgoing traffic blocked.,CYBER
Le pod est corrompu(e) vérifie le fichier yaml.,The pod is corrupted check yaml file.,INFRA
Le conteneur est en état CrashLoopBackOff après la mise à jour.,The container is in CrashLoopBackOff state after update.,INFRA
Le grand compte fait un scandale car le service est nul.,The key account is making a scene because the service sucks.,BUSINESS
Une attaque par amplification cible le load balancer sur l'IP publique.,Amplification attack targets the load balancer on public IP.,CYBER
Une attaque volumétrique a submergé le firewall impact critique.,A volumetric attack overwhelmed the firewall critical impact.,CYBER
Le service systemd ne monte pas le volume sur le noeud master.,The systemd service does not mount volume on the master node.,INFRA
Le noyau Linux ne monte pas le volume erreur de config.,The Linux kernel does not mount volume config error.,INFRA
Le noyau Linux a crashé vérifie le fichier yaml.,The Linux kernel crashed check yaml file.,INFRA
Le client demande un remboursement car le service est nul.,The client asks for a refund because the service sucks.,BUSINESS
Une attaque par amplification provocant un black-out mitigation en cours.,Amplification attack causing a blackout mitigation in progress.,CYBER
Le cluster K8s est en état CrashLoopBackOff sur le noeud master.,The K8s cluster is in CrashLoopBackOff state on the master node.,INFRA
Le namespace est en état CrashLoopBackOff sur le noeud master.,The namespace is in CrashLoopBackOff state on the master node.,INFRA
Le conteneur est en état CrashLoopBackOff logs inaccessibles.,The container is in CrashLoopBackOff state logs inaccessible.,INFRA
Un déni de service sature la bande passante depuis des IP chinoises.,A denial of service saturates bandwidth from Chinese IPs.,CYBER
L'acheteur est furieux et il part à la concurrence.,The buyer is furious and he goes to competition.,BUSINESS
Le directeur menace de partir sur le dossier en cours.,The director threatens to leave on the current file.,BUSINESS
L'image Docker a crashé sur le noeud master.,The Docker image crashed on the master node.,INFRA
Le client veut résilier son contrat et il part à la concurrence.,The client wants to terminate his contract and he goes to competition.,BUSINESS
Le grand compte refuse de payer et il part à la concurrence.,The key account refuses to pay and he goes to competition.,BUSINESS
Le pod ne démarre pas vérifie le fichier yaml.,The pod does not start check yaml file.,INFRA
Une attaque par amplification a submergé le firewall mitigation en cours.,Amplification attack overwhelmed the firewall mitigation in progress.,CYBER
Une attaque DDoS provocant un black-out mitigation en cours.,A DDoS attack causing a blackout mitigation in progress.,CYBER
L'acheteur veut résilier son contrat sur le dossier en cours.,The buyer wants to terminate his contract on the current file.,BUSINESS
L'acheteur gueule au téléphone à cause du retard.,The buyer is yelling on the phone because of the delay.,BUSINESS
Le directeur veut résilier son contrat il faut l'appeler d'urgence.,The director wants to terminate his contract must call him urgently.,BUSINESS
Le démon a fait un kernel panic sur le noeud master.,The daemon caused a kernel panic on the master node.,INFRA
Une attaque DDoS est détecté(e) par l'anti-DDoS trafic sortant bloqué.,A DDoS attack is detected by anti-DDoS outgoing traffic blocked.,CYBER
Le démon est en état CrashLoopBackOff problème de ressources.,The daemon is in CrashLoopBackOff state resource issue.,INFRA
La syntaxe lance une erreur dans la boucle.,The syntax throws an error in the loop.,TECH
Un déni de service est détecté(e) par l'anti-DDoS trafic sortant bloqué.,A denial of service is detected by anti-DDoS outgoing traffic blocked.,CYBER
Le grand compte menace de partir c'est inadmissible.,The key account threatens to leave it is unacceptable.,BUSINESS
L'image Docker ne monte pas le volume problème de ressources.,The Docker image does not mount volume resource issue.,INFRA
Le code est invalide dans la boucle.,The code is invalid in the loop.,TECH
Le démon ne démarre pas erreur de config.,The daemon does not start config error.,INFRA
Le grand compte demande un remboursement c'est inadmissible.,The key account asks for a refund it is unacceptable.,BUSINESS
Le namespace a crashé erreur de config.,The namespace crashed config error.,INFRA
L'acheteur est furieux il faut l'appeler d'urgence.,The buyer is furious must call him urgently.,BUSINESS
Le kubelet est en état CrashLoopBackOff logs inaccessibles.,The kubelet is in CrashLoopBackOff state logs inaccessible.,INFRA
Le client VIP est très mécontent il faut l'appeler d'urgence.,The VIP client is very dissatisfied must call him urgently.,BUSINESS
Le directeur menace de partir et il part à la concurrence.,The director threatens to leave and he goes to competition.,BUSINESS
Une attaque DDoS bombarde le serveur depuis des IP chinoises.,A DDoS attack bombs the server from Chinese IPs.,CYBER
Le botnet sature la bande passante trafic sortant bloqué.,The botnet saturates bandwidth outgoing traffic blocked.,CYBER
Le kubelet ne démarre pas sur le noeud master.,The kubelet does not start on the master node.,INFRA
Le kubelet a crashé problème de ressources.,The kubelet crashed resource issue.,INFRA
Le client VIP refuse de payer à cause du retard.,The VIP client refuses to pay because of the delay.,BUSINESS
Le botnet provocant un black-out sur l'IP publique.,The botnet causing a blackout on public IP.,CYBER
La candidature est validé(e) pour le poste.,The application is validated for the job.,HR_HIRING
Le cluster K8s doit être redémarré(e) logs inaccessibles.,The K8s cluster must be restarted logs inaccessible.,INFRA
Un déni de service a submergé le firewall sur l'IP publique.,A denial of service overwhelmed the firewall on public IP.,CYBER
Le client menace de partir suite à la panne.,The client threatens to leave following the outage.,BUSINESS
Un flood SYN est détecté(e) par l'anti-DDoS sur l'IP publique.,A SYN flood is detected by anti-DDoS on public IP.,CYBER
Le service systemd ne monte pas le volume erreur de config.,The systemd service does not mount volume config error.,INFRA
Le client est furieux suite à la panne.,The client is furious following the outage.,BUSINESS
Le kubelet doit être redémarré(e) après la mise à jour.,The kubelet must be restarted after update.,INFRA
Le cluster K8s ne démarre pas après la mise à jour.,The K8s cluster does not start after update.,INFRA
Le démon renvoie une erreur OOMKilled erreur de config.,The daemon returns an OOMKilled error config error.,INFRA
L'image Docker est corrompu(e) erreur de config.,The Docker image is corrupted config error.,INFRA
Le service systemd ne monte pas le volume logs inaccessibles.,The systemd service does not mount volume logs inaccessible.,INFRA
Le prospect est hors de lui sur le dossier en cours.,The prospect is beside himself on the current file.,BUSINESS
Un flood UDP a submergé le firewall depuis des IP chinoises.,A UDP flood overwhelmed the firewall from Chinese IPs.,CYBER
L'acheteur a envoyé une mise en demeure sur le dossier en cours.,The buyer sent a formal notice on the current file.,BUSINESS
Le conteneur doit être redémarré(e) erreur de config.,The container must be restarted config error.,INFRA
L'acheteur veut résilier son contrat car le service est nul.,The buyer wants to terminate his contract because the service sucks.,BUSINESS
Une attaque par amplification fait tomber le site trafic sortant bloqué.,Amplification attack takes down the site outgoing traffic blocked.,CYBER
Le grand compte refuse de payer à cause du retard.,The key account refuses to pay because of the delay.,BUSINESS
Le démon a fait un kernel panic problème de ressources.,The daemon caused a kernel panic resource issue.,INFRA
Le cluster K8s est corrompu(e) sur le noeud master.,The K8s cluster is corrupted on the master node.,INFRA
Un flood UDP fait tomber le site c'est massif.,A UDP flood takes down the site it is massive.,CYBER
Le client demande un remboursement sur le dossier en cours.,The client asks for a refund on the current file.,BUSINESS
Une attaque DDoS est détecté(e) par l'anti-DDoS c'est massif.,A DDoS attack is detected by anti-DDoS it is massive.,CYBER
Le noyau Linux a crashé sur le noeud master.,The Linux kernel crashed on the master node.,INFRA
Le noyau Linux renvoie une erreur OOMKilled erreur de config.,The Linux kernel returns an OOMKilled error config error.,INFRA
