french_sentence,topic
La politique de confidentialité n'est pas respectée.,HR COMPLAINT
Je n'ai pas reçu mon badge de parking.,HR COMPLAINT
Il y a des tensions palpables entre les services.,HR COMPLAINT
Je suis obligé d'avancer les frais professionnels.,HR COMPLAINT
On ne m'a pas fourni les EPI (équipements de protection) nécessaires.,HR COMPLAINT
Je voudrais signaler une panne informatique critique.,HR COMPLAINT
Mon évaluation est basée sur des critères subjectifs.,HR COMPLAINT
Je n'ai pas été invité au séminaire d'entreprise.,HR COMPLAINT
Le délai de préavis n'est pas respecté.,HR COMPLAINT
Je suis en désaccord sur le montant de la part variable.,HR COMPLAINT
Il y a un manque de personnel qualifié pour cette mission.,HR COMPLAINT
Je me sens discriminé en raison de mon âge.,HR COMPLAINT
On m'a changé de poste sans me consulter.,HR COMPLAINT
Je n'arrive pas à concilier vie pro et vie perso.,HR COMPLAINT
Le système de pointage est défaillant.,HR COMPLAINT
Je n'ai pas reçu de réponse à ma demande de mutation.,HR COMPLAINT
Mes cotisations retraite n'ont pas été versées.,HR COMPLAINT
Je suis contraint de faire des heures sup non payées.,HR COMPLAINT
Il y a des propos racistes qui circulent.,HR COMPLAINT
"Je n'ai pas de contrat écrit, c'est illégal.",HR COMPLAINT
On m'a reproché une faute que je n'ai pas commise.,HR COMPLAINT
Je suis exclu des boucles de mails importantes.,HR COMPLAINT
La direction ne communique pas assez sur la stratégie.,HR COMPLAINT
Je me sens en insécurité quand je finis tard.,HR COMPLAINT
Mon salaire est inférieur au minimum conventionnel.,HR COMPLAINT
Je n'ai pas eu d'augmentation depuis trois ans.,HR COMPLAINT
Le plan de formation promis n'a jamais été mis en place.,HR COMPLAINT
Je subis des pressions pour démissionner.,HR COMPLAINT
Il y a une fuite d'eau dans le couloir.,HR COMPLAINT
Je n'ai pas reçu ma carte ticket restaurant.,HR COMPLAINT
Les objectifs changent toutes les semaines.,HR COMPLAINT
Je suis surqualifié pour les tâches qu'on me donne.,HR COMPLAINT
Mon employeur refuse de payer mes indemnités transports.,HR COMPLAINT
Je suis inquiet concernant la restructuration.,HR COMPLAINT
Il n'y a pas assez de chaises en salle de réunion.,HR COMPLAINT
Je n'ai pas accès à la cantine d'entreprise.,HR COMPLAINT
On m'a demandé de venir travailler un dimanche.,HR COMPLAINT
Je suis victime de sexisme ordinaire.,HR COMPLAINT
Mon manager s'approprie mon travail.,HR COMPLAINT
Je n'ai pas reçu le compte-rendu de mon entretien.,HR COMPLAINT
La connexion internet est trop lente pour travailler.,HR COMPLAINT
Je suis convoqué à un entretien préalable au licenciement.,HR COMPLAINT
Mon arrêt de travail a été égaré par les RH.,HR COMPLAINT
Je n'ai pas de casier pour ranger mes affaires.,HR COMPLAINT
On me refuse mes jours de récupération.,HR COMPLAINT
Je trouve que la procédure disciplinaire est trop sévère.,HR COMPLAINT
Il y a un manque de transparence sur les salaires.,HR COMPLAINT
Je suis obligé d'utiliser mon téléphone personnel.,HR COMPLAINT
Je n'ai pas été formé aux nouveaux outils.,HR COMPLAINT
Le dialogue social est rompu.,HR COMPLAINT
Je ne peux pas accéder à mes bulletins de paie en ligne.,HR COMPLAINT
On m'a retiré une prime sans explication.,HR COMPLAINT
Je suis fatigué de devoir toujours réclamer mon dû.,HR COMPLAINT
Il y a des erreurs récurrentes sur mon planning.,HR COMPLAINT
Je ne me sens pas à ma place dans cette entreprise.,HR COMPLAINT
La clause de non-concurrence est trop restrictive.,HR COMPLAINT
Je n'ai pas de nouvelles de ma demande de temps partiel.,HR COMPLAINT
On m'a demandé de faire des tâches ménagères.,HR COMPLAINT
Je suis stressé par les délais trop courts.,HR COMPLAINT
Mon ordinateur plante plusieurs fois par jour.,HR COMPLAINT
Je n'ai pas reçu mon indemnité repas.,HR COMPLAINT
Le manager favorise toujours les mêmes personnes.,HR COMPLAINT
Je souhaite porter plainte en interne.,HR COMPLAINT
On ne respecte pas ma vie privée.,HR COMPLAINT
Je suis à bout de nerfs.,HR COMPLAINT
Jai pas recu ma fiche de paie ce moi ci.,HR COMPLAINT
Y a une erreure sur mon virement de salaire.,HR COMPLAINT
Mon manageur me harcele tout les jours.,HR COMPLAINT
Je suis pas daccord avec mon evalution anuelle.,HR COMPLAINT
"Il fait trop froi dans le bureau, le chaufage marche pas.",HR COMPLAINT
Mes heures sups ont pas été comptées.,HR COMPLAINT
"Je veu poser ma demission, c'est quoi la procedure ?",HR COMPLAINT
On m'a refusé mes conges sans motif valable.,HR COMPLAINT
"Mon ordi est lent, je peu pas travailler.",HR COMPLAINT
Je me sent pas bien dans l'equipe.,HR COMPLAINT
Il manque ma prime de noel sur le compte.,HR COMPLAINT
Je sui en arret maladie pour depression.,HR COMPLAINT
Mon badge marche plus a l'entree.,HR COMPLAINT
C'est inadmissible comment on me parle ici.,HR COMPLAINT
J'ai pas recu mon avenan au contrat.,HR COMPLAINT
Y'a un conflit avec un colegue de bureau.,HR COMPLAINT
Je voudrai changer de service svp.,HR COMPLAINT
On ma oublié mes tickets restos.,HR COMPLAINT
Le virement n'est toujour pas arrivé.,HR COMPLAINT
Je suis temoin de harcelement sexuelle.,HR COMPLAINT
Pourquoi j'ai pas eu mon augmentation prevue ?,HR COMPLAINT
"Les toilettes sont sales, c'est pas possible.",HR COMPLAINT
Je reclame le paiement de mes notes de frais.,HR COMPLAINT
Mon solde de tout compte est faux.,HR COMPLAINT
"Je suis a bout, trop de pression.",HR COMPLAINT
Personne repond a mes mails aux RH.,HR COMPLAINT
J'ai perdu mes identifiants pour le logiciel.,HR COMPLAINT
On me demande de faire le travail de deux personnes.,HR COMPLAINT
La mutuelle rembourse mal les soins.,HR COMPLAINT
Je veus declarer un accident de travail.,HR COMPLAINT
C'est quoi ces retenues sur mon salaire ?,HR COMPLAINT
Je suis pas payé pour les astreintes ?,HR COMPLAINT
Le patron me critique devant tout le monde.,HR COMPLAINT
J'ai pas eu ma visite medicale d'embauche.,HR COMPLAINT
Il respecte pas mes horraires de travail.,HR COMPLAINT
Je suis discriminé parce que je suis vieux.,HR COMPLAINT
"Mon bureau est cassé, j'ai mal au dos.",HR COMPLAINT
On a pas le materiel pour bosser correctement.,HR COMPLAINT
Je suis convoqué a un entretien prealable ?,HR COMPLAINT
La cantine est trop chere pour ce que c'est.,HR COMPLAINT
Je comprend pas le calcul des CP.,HR COMPLAINT
Il me faut une attestation employeur urgament.,HR COMPLAINT
Y a t il des places de parking dispo ?,HR COMPLAINT
Je supporte plus le bruit dans l'open space.,HR COMPLAINT
On m'a changé de poste sans me demander.,HR COMPLAINT
Je suis en desacord avec la direction.,HR COMPLAINT
Mes cotisations retraites sont pas a jour.,HR COMPLAINT
J'ai pas recu la prime d'interessement.,HR COMPLAINT
Mon collegue ne fait rien de la journee.,HR COMPLAINT
Je me sens isolé en teletravail chez moi.,HR COMPLAINT
C'est quand les elections du personnel ?,HR COMPLAINT
J'ai pas signé mon contrat c'est normal ?,HR COMPLAINT
On me refuse mes jours enfants malades.,HR COMPLAINT
La climatisation fuit dans le couloir.,HR COMPLAINT
Je suis victime de rascisme au bureau.,HR COMPLAINT
Mon chef s'approprie mon travail.,HR COMPLAINT
Je veux voir le medecin du travail.,HR COMPLAINT
Les objectifs sont inateignables cette année.,HR COMPLAINT
J'ai pas recu mon invitation pour la fete.,HR COMPLAINT
Le serveur plante tout le temps.,HR COMPLAINT
Je suis inquiet pour mon avenir ici.,HR COMPLAINT
On m'a pas remboursé mes km.,HR COMPLAINT
Je veux denoncer une fraude.,HR COMPLAINT
L'ambiance est pourrie dans le service.,HR COMPLAINT
J'ai besoin de vacances je craque.,HR COMPLAINT
Pourquoi on m'a enlevé mes accès ?,HR COMPLAINT
Je suis pas d'accord avec la sanction.,HR COMPLAINT
Le reglement interieur est pas respecté.,HR COMPLAINT
J'ai pas de nouvelles de ma demande de formation.,HR COMPLAINT
Mon responsable est jamais la.,HR COMPLAINT
Je me sens surveillé par la camera.,HR COMPLAINT
C'est pas legal de faire ca.,HR COMPLAINT
Je veux une rupture conventionelle.,HR COMPLAINT
Mon salaire a baissé sans raison.,HR COMPLAINT
J'arrive pas a me connecter au VPN.,HR COMPLAINT
On m'a volé mon repas dans le frigo.,HR COMPLAINT
Je suis fatigué de faire des heures pas payées.,HR COMPLAINT
La direction communique pas assez.,HR COMPLAINT
J'ai pas eu mon solde de tout compte.,HR COMPLAINT
Le turn over est enorme ici.,HR COMPLAINT
Je suis pas formé pour utiliser cet outil.,HR COMPLAINT
Il me manque 50 euros sur la paie.,HR COMPLAINT
Je veux parler a un representant syndical.,HR COMPLAINT
Les conditions de securité sont pas bonnes.,HR COMPLAINT
J'ai peur de venir travailler.,HR COMPLAINT
On m'a mis au placard.,HR COMPLAINT
Je conteste mon licenciement.,HR COMPLAINT
Mon ancienneté est fausse sur la fiche.,HR COMPLAINT
Le café est payant maintenant ?,HR COMPLAINT
Je suis obligé de prendre mes congés ?,HR COMPLAINT
Mon pc a un virus je crois.,HR COMPLAINT
On m'a pas donné mes EPI.,HR COMPLAINT
Je suis stressé par les delais.,HR COMPLAINT
C'est du favoritisme pur et dur.,HR COMPLAINT
Je sais pas a qui m'adresser.,HR COMPLAINT
Ma carte de cantine marche pas.,HR COMPLAINT
Le bruit des travaux est insuportable.,HR COMPLAINT
J'ai pas recu le mail important.,HR COMPLAINT
Je veux porter plainte contre X.,HR COMPLAINT
C'est quand qu'on est payé ?,HR COMPLAINT
Mon salaire a pas été viré ce matin.,HR COMPLAINT
J'ai perdu mon badge d'acces au parking.,HR COMPLAINT
Le chef me met trop de presion c'est invivable.,HR COMPLAINT
Y'a plus de papier dans l'imprimante depuis 2 jours.,HR COMPLAINT
Je suis pas d'acord avec le refus de mes vacances.,HR COMPLAINT
On ma compté absent alors que j'etais la.,HR COMPLAINT
J'arrive pas a me loguer sur l'intranet.,HR COMPLAINT
C'est inadmissible d'etre traité comme ca.,HR COMPLAINT
Ma prime d'objectif est fausse je crois.,HR COMPLAINT
"Je veus changer de bureau, il y a trop de bruit.",HR COMPLAINT
Mon collegue regarde des videos toute la journee.,HR COMPLAINT
La machine a cafe marche jamais.,HR COMPLAINT
J'ai pas recu mes tickets restos du mois dernier.,HR COMPLAINT
Je suis en conflit avec la direction.,HR COMPLAINT
Mon contrat fini quand exactement ?,HR COMPLAINT
Il fait trop chaud on etouffe ici.,HR COMPLAINT
Je me sens pas en securité le soir.,HR COMPLAINT
Pourquoi j'ai pas eu la promotion promise ?,HR COMPLAINT
Le logiciel de compta bug tout le temps.,HR COMPLAINT
Je demande une rupture a l'amiable.,HR COMPLAINT
Mes horraires sont pas respectés.,HR COMPLAINT
J'ai oublié de pointer ce matin dsl.,HR COMPLAINT
Le manager est jamais disponible pour nous.,HR COMPLAINT
On m'a volé ma tasse dans la cuisine.,HR COMPLAINT
Je suis fatigué de faire le travail des autres.,HR COMPLAINT
C'est quoi ces deductions sur ma paie ?,HR COMPLAINT
Je veux voir les delegués du personnel.,HR COMPLAINT
Mon siege est cassé j'ai mal au dos.,HR COMPLAINT
Y a une fuite d'eau dans les toillettes.,HR COMPLAINT
Je suis victime de harcelement moral.,HR COMPLAINT
On m'a pas prevenu de la reunion.,HR COMPLAINT
Je comprend rien a ma fiche de paie.,HR COMPLAINT
C'est quand qu'on recoit le 13eme mois ?,HR COMPLAINT
J'ai pas eu mon entretien annuel cette année.,HR COMPLAINT
Je veux porter plainte aux RH.,HR COMPLAINT
Le reseau wifi capte pas dans mon bureau.,HR COMPLAINT
"Je suis a bout de nerf, j'en peu plus.",HR COMPLAINT
Pourquoi on a plus de teletravail ?,HR COMPLAINT
Mon ordi met 10 minutes a demarrer.,HR COMPLAINT
"C'est pas juste, il a eu une prime et pas moi.",HR COMPLAINT
Je dois partir plus tot pour mon enfant.,HR COMPLAINT
L'ambiance est toxique dans l'equipe.,HR COMPLAINT
J'ai pas signé l'avenant c'est grave ?,HR COMPLAINT
On me demande de rester tard le soir.,HR COMPLAINT
Je suis pas payé a ma juste valeur.,HR COMPLAINT
Le virement a été rejeté par la banque.,HR COMPLAINT
J'ai besoin d'une formation sur Excel.,HR COMPLAINT
Mon chef m'ignore completement.,HR COMPLAINT
Je suis en arret maladie prolongé.,HR COMPLAINT
C'est qui qui s'occupe des notes de frais ?,HR COMPLAINT
J'ai perdu mes identifiants windows.,HR COMPLAINT
La porte d'entree ferme mal.,HR COMPLAINT
Je me suis blessé en portant un carton.,HR COMPLAINT
On m'a pas donné les consignes de securité.,HR COMPLAINT
Je veux changer de poste en interne.,HR COMPLAINT
Pourquoi ma demande de congés est en attente ?,HR COMPLAINT
Le materiel est vetuste et dangereux.,HR COMPLAINT
Je suis pas d'accord avec les objectifs.,HR COMPLAINT
On m'a sucré mes RTT sans raison.,HR COMPLAINT
Je me sens discriminé a l'embauche.,HR COMPLAINT
Mon ancienneté a pas été reprise.,HR COMPLAINT
Y'a des rumeurs sur moi c'est faux.,HR COMPLAINT
Je supporte plus les trajets quotidiens.,HR COMPLAINT
On a pas de salle pour manger le midi.,HR COMPLAINT
"Le frigo est degoutant, personne nettoie.",HR COMPLAINT
Je veux un rendez vous avec le DRH.,HR COMPLAINT
C'est pas normal de pas etre payé les heures sup.,HR COMPLAINT
J'ai pas eu mon certificat de travail.,HR COMPLAINT
Le turn over est inquietant.,HR COMPLAINT
Je suis stressé par la charge de travail.,HR COMPLAINT
Mon responsable est incompetant.,HR COMPLAINT
J'ai pas acces a mes mails pro.,HR COMPLAINT
On m'a promis une augmentation l'an dernier.,HR COMPLAINT
Je suis malade a cause du stress.,HR COMPLAINT
La direction ecoute pas les employés.,HR COMPLAINT
Je veux savoir ou en est mon dossier.,HR COMPLAINT
Y a une erreur de calcul sur les impots.,HR COMPLAINT
Je peux pas venir demain j'ai une urgence.,HR COMPLAINT
Mon badge marche pas sur le lecteur.,HR COMPLAINT
Je me sens pas a ma place ici.,HR COMPLAINT
Les tickets restos sont pas arrivés.,HR COMPLAINT
Je veux denoncer un comportement deplacé.,HR COMPLAINT
C'est la guerre entre les services.,HR COMPLAINT
J'ai pas eu ma prime de vacances.,HR COMPLAINT
Le serveur plante tout le temps c'est chiant.,HR COMPLAINT
Je suis obligé de venir le samedi ?,HR COMPLAINT
Mon contrat est pas clair sur ce point.,HR COMPLAINT
On m'a pas remboursé mon taxi.,HR COMPLAINT
Je veux partir plus tot vendredi.,HR COMPLAINT
Le chauffage est en panne on se gele.,HR COMPLAINT
J'ai pas eu de reponse a ma lettre.,HR COMPLAINT
Je suis victime de sexisme au travail.,HR COMPLAINT
Mon chef me parle mal devant les clients.,HR COMPLAINT
Je veux recuperer mes heures.,HR COMPLAINT
La pointeuse marche pas.,HR COMPLAINT
Je suis pas couvert par la mutuelle ?,HR COMPLAINT
C'est quoi ce bordel dans les dossiers ?,HR COMPLAINT
J'ai pas eu le temps de finir ma tache.,HR COMPLAINT
Je me sens pas respecté.,HR COMPLAINT
C'est quand les prochaines vacances ?,HR COMPLAINT
"Mon chef me flique toute la journée, c'est l'enfer.",HR COMPLAINT
"J'ai pas eu ma prime, ils se foutent de ma gueule.",HR COMPLAINT
C'est la guerre des tranchées avec la compta.,HR COMPLAINT
"Je suis au bout du rouleau, j'ai besoin de vacances.",HR COMPLAINT
"Le nouveau manager, il a le melon grave.",HR COMPLAINT
On est payés au lance-pierre ici.,HR COMPLAINT
J'ai envie de tout plaquer et de partir élever des chèvres.,HR COMPLAINT
"L'ambiance est pourrie, tout le monde se tire dans les pattes.",HR COMPLAINT
C'est quoi ce délire sur ma fiche de paie ?,HR COMPLAINT
Je me suis pris la tête avec Julie ce matin.,HR COMPLAINT
"Y'a plus de budget pour rien, c'est la dèche.",HR COMPLAINT
"Il m'a mis un avertissement pour 5 minutes de retard, le relou.",HR COMPLAINT
"Je fais le boulot de trois personnes, j'en peux plus.",HR COMPLAINT
C'est un panier de crabes cette boite.,HR COMPLAINT
"Mon ordi rame à mort, impossible de bosser.",HR COMPLAINT
"Ils m'ont sucré mes RTT, je suis dégoûté.",HR COMPLAINT
"Le patron est bipolaire, un jour ça va, un jour il gueule.",HR COMPLAINT
J'ai pas signé pour faire le café et les photocopies.,HR COMPLAINT
On se gèle les miches dans ce bureau.,HR COMPLAINT
"Y'a des rumeurs de licenciement, ça pue.",HR COMPLAINT
"Je suis placardisé, on me donne rien à faire.",HR COMPLAINT
C'est la croix et la bannière pour se faire rembourser.,HR COMPLAINT
Il me harcèle avec ses mails le dimanche.,HR COMPLAINT
"J'ai posé ma dem, bon débarras.",HR COMPLAINT
"Le DRH, il sert à rien, il est jamais là.",HR COMPLAINT
Je suis grillé auprès de la direction.,HR COMPLAINT
On m'a promis monts et merveilles et j'ai rien eu.,HR COMPLAINT
"C'est l'usine ici, on n'arrête jamais.",HR COMPLAINT
"Mon collègue pue la transpi, c'est insupportable.",HR COMPLAINT
"J'ai un coup de barre après le dej, je dors debout.",HR COMPLAINT
Ils ont viré Thomas comme un malpropre.,HR COMPLAINT
"Je suis en burnout, c'est officiel.",HR COMPLAINT
"C'est du flicage, on doit pointer pour aller aux toilettes.",HR COMPLAINT
Ma demande de formation est passée à la trappe.,HR COMPLAINT
"Le big boss a ses chouchous, c'est flagrant.",HR COMPLAINT
Je me tape tous les dossiers pourris.,HR COMPLAINT
C'est un dialogue de sourds avec mon N+1.,HR COMPLAINT
"J'ai pas eu mon augmentation, je suis vénère.",HR COMPLAINT
On bosse dans un placard à balais.,HR COMPLAINT
"Le wifi marche une fois sur deux, ça me saoule.",HR COMPLAINT
Il m'a parlé comme à un chien devant les clients.,HR COMPLAINT
Je vais aux prud'hommes si ça continue.,HR COMPLAINT
C'est la foire d'empoigne pour avoir des vacances en août.,HR COMPLAINT
Je suis blacklisté pour la promo.,HR COMPLAINT
Y'a un mouchard sur mon PC ou quoi ?,HR COMPLAINT
"Les tickets resto, c'est la misère, ça paye même pas un sandwich.",HR COMPLAINT
"Je suis charrette, ne me parle pas.",HR COMPLAINT
"Le turn-over est hallucinant, personne reste.",HR COMPLAINT
J'ai l'impression de bosser pour la gloire.,HR COMPLAINT
"C'est un vrai moulin, ça rentre et ça sort tout le temps.",HR COMPLAINT
Je me suis fait arnaquer sur mes heures sup.,HR COMPLAINT
"Il a le bras long, il est intouchable.",HR COMPLAINT
"Je fais acte de présence, c'est tout.",HR COMPLAINT
"C'est la loose, j'ai bossé tout le week-end pour rien.",HR COMPLAINT
On m'a changé de bureau en douce pendant mes congés.,HR COMPLAINT
Je supporte plus sa gueule à lui.,HR COMPLAINT
C'est marche ou crève dans cette boite.,HR COMPLAINT
"J'ai pas de vie, je vis au bureau.",HR COMPLAINT
"La machine à café est en panne, c'est la crise.",HR COMPLAINT
On nous prend pour des pions.,HR COMPLAINT
J'ai un poil dans la main ? Il se fout de moi ?,HR COMPLAINT
C'est le bordel dans l'organisation.,HR COMPLAINT
Je vais péter un plomb un de ces jours.,HR COMPLAINT
Il m'a volé mon idée ce rat.,HR COMPLAINT
"J'ai pas reçu mon virement, je suis à sec.",HR COMPLAINT
"Les réunions qui servent à rien, j'en ai ma claque.",HR COMPLAINT
On est serrés comme des sardines en open space.,HR COMPLAINT
"C'est un job de merde, y'a pas d'autre mot.",HR COMPLAINT
Je compte les jours avant la quille.,HR COMPLAINT
"Il m'a fait une réflexion sexiste, ça passe pas.",HR COMPLAINT
"Je suis sous l'eau, j'ai besoin d'aide.",HR COMPLAINT
C'est un psychopathe ce manager.,HR COMPLAINT
On a zéro reconnaissance ici.,HR COMPLAINT
J'ai pas signé pour être esclave.,HR COMPLAINT
"La cantine c'est dégueu, j'y vais plus.",HR COMPLAINT
Je me suis fait remonter les bretelles pour rien.,HR COMPLAINT
Y'a du favoritisme à gogo.,HR COMPLAINT
Je suis fatigué de me battre pour des broutilles.,HR COMPLAINT
"C'est la hess, j'ai plus de congés.",HR COMPLAINT
Le CE propose que des trucs nazes.,HR COMPLAINT
J'ai une boule au ventre en venant le matin.,HR COMPLAINT
On me demande la lune avec un budget de zéro.,HR COMPLAINT
"Je suis pas ta boniche, ok ?",HR COMPLAINT
C'est un nid de vipères le service marketing.,HR COMPLAINT
"J'ai pas de contrat, je bosse au black ou quoi ?",HR COMPLAINT
Il m'a sucré ma prime sans me prévenir.,HR COMPLAINT
Je suis démotivé total.,HR COMPLAINT
C'est un truc de ouf cette pression.,HR COMPLAINT
J'ai envie de dormir sous mon bureau.,HR COMPLAINT
"On m'a mis au placard, je joue au solitaire toute la journée.",HR COMPLAINT
C'est qui qui a bouffé mon yaourt ?,HR COMPLAINT
"Les toilettes sont bouchées, c'est l'horreur.",HR COMPLAINT
"Je suis venu malade, j'aurais pas dû.",HR COMPLAINT
C'est un dialogue de sourds avec les RH.,HR COMPLAINT
"J'ai pas eu mon solde de tout compte, les voleurs.",HR COMPLAINT
"Je suis en CDD, ils me prolongent jamais.",HR COMPLAINT
C'est la galère pour se garer le matin.,HR COMPLAINT
Je supporte plus les bruits de bouche de mon voisin.,HR COMPLAINT
On est traités comme du bétail.,HR COMPLAINT
"Vivement la retraite, sérieux.",HR COMPLAINT
"C'est la Bérézina sur mon compte en banque, la paye traîne.",HR COMPLAINT
"Le boss m'a dans le pif, c'est clair.",HR COMPLAINT
"Je me tape une heure de bouchons le matin, j'arrive déjà énervé.",HR COMPLAINT
Y'a une ambiance de morgue dans l'open space.,HR COMPLAINT
"On m'a refilé le bureau à côté des chiottes, super.",HR COMPLAINT
"C'est un vrai fayot celui-là, toujours à lécher les bottes.",HR COMPLAINT
J'ai une tonne de taf et zéro reconnaissance.,HR COMPLAINT
"Ils ont coupé le budget café, c'est la révolte.",HR COMPLAINT
"Je suis maqué avec cette boite, je peux pas partir.",HR COMPLAINT
"Le sysadmin m'a bloqué YouTube, les rats.",HR COMPLAINT
Ça sent le sapin pour mon contrat.,HR COMPLAINT
"Je bosse avec des bras cassés, c'est pas possible.",HR COMPLAINT
Il m'a fait un coup de pute pour avoir la prime.,HR COMPLAINT
"Je suis vanné, j'ai pas dormi de la semaine.",HR COMPLAINT
C'est quoi cette note de service pondue par un technocrate ?,HR COMPLAINT
"On est fliqués sur les temps de pause, c'est l'armée.",HR COMPLAINT
J'ai l'impression de pisser dans un violon quand je parle aux RH.,HR COMPLAINT
"Mon PC a planté, j'ai tout perdu, je vais câbler.",HR COMPLAINT
"C'est la dèche intégrale, y'a même plus de stylos.",HR COMPLAINT
Il m'a soufflé le poste sous le nez.,HR COMPLAINT
"Je suis au taquet, je peux pas en prendre plus.",HR COMPLAINT
"Les chèques vacances, c'est pour quand ? Noël ?",HR COMPLAINT
"Y'a un bruit de marteau-piqueur toute la journée, je deviens dingue.",HR COMPLAINT
"C'est un job de planqué, il fout rien.",HR COMPLAINT
"Je me suis fait jeter par le client, la honte.",HR COMPLAINT
"On navigue à vue, y'a aucune stratégie.",HR COMPLAINT
J'ai le cul entre deux chaises avec ce projet.,HR COMPLAINT
C'est la planque à Neuneu ce service.,HR COMPLAINT
"Il m'a collé un rdv à 18h30, le lourdingue.",HR COMPLAINT
"Je suis dégoûté, ils ont annulé le télétravail.",HR COMPLAINT
C'est un vrai panier de crabes la direction.,HR COMPLAINT
"J'ai pas la foi ce matin, je traîne les pieds.",HR COMPLAINT
"Il passe sa vie en pause clope, abusé.",HR COMPLAINT
On m'a mis la pression pour que je démissionne.,HR COMPLAINT
"C'est un radin le patron, il paye jamais sa tournée.",HR COMPLAINT
"Je suis grillé, j'ai envoyé le mail au mauvais destinataire.",HR COMPLAINT
C'est la croix et la bannière pour avoir un nouvel écran.,HR COMPLAINT
"Il m'a pris la tête pour une virgule, quel maniaque.",HR COMPLAINT
Je suis en mode survie en ce moment.,HR COMPLAINT
"C'est un truc de dingue, on a plus d'eau potable.",HR COMPLAINT
"Le CE organise un bingo, la loose intersidérale.",HR COMPLAINT
Je me suis fait carotte sur mes congés.,HR COMPLAINT
"Il a une descente d'organes le chef, il gueule tout le temps.",HR COMPLAINT
"Je suis pas ton chien, me siffle pas.",HR COMPLAINT
C'est l'anarchie dans les dossiers.,HR COMPLAINT
J'ai la boule au ventre le dimanche soir.,HR COMPLAINT
On est traités comme des numéros.,HR COMPLAINT
"C'est un boulet ce stagiaire, il comprend rien.",HR COMPLAINT
Je vais claquer la porte si ça continue.,HR COMPLAINT
"Il m'a fait une remarque sur mon décolleté, le porc.",HR COMPLAINT
C'est la hess pour se garer.,HR COMPLAINT
Je bosse pour des clopinettes.,HR COMPLAINT
Y'a un mouchard dans la voiture de fonction.,HR COMPLAINT
Je suis à la ramasse sur ce dossier.,HR COMPLAINT
C'est un dialogue de sourds en réunion.,HR COMPLAINT
"Il tire la couverture à lui, c'est pas cool.",HR COMPLAINT
Je me fais chier comme un rat mort.,HR COMPLAINT
"C'est un vrai moulin à paroles, elle s'arrête jamais.",HR COMPLAINT
On m'a sucré ma place de parking.,HR COMPLAINT
"Je suis en freelance mais traité comme un salarié, c'est illégal.",HR COMPLAINT
C'est le parcours du combattant pour avoir une info.,HR COMPLAINT
Il a le melon qui passe plus les portes.,HR COMPLAINT
Je suis venu en touriste à la réunion.,HR COMPLAINT
C'est un nid à emmerdes ce projet.,HR COMPLAINT
J'ai pas signé pour être la bonne à tout faire.,HR COMPLAINT
Il m'a ghosté après l'entretien annuel.,HR COMPLAINT
C'est la galère noire pour les transports.,HR COMPLAINT
"Je suis en roue libre, je fais le minimum.",HR COMPLAINT
On se marche dessus dans ce bureau.,HR COMPLAINT
Il a pété un câble en pleine réunion.,HR COMPLAINT
Je suis blacklisté par la DSI.,HR COMPLAINT
"C'est un truc de ouf, personne répond au téléphone.",HR COMPLAINT
J'ai pas la tête à ça aujourd'hui.,HR COMPLAINT
Il m'a jeté comme une vieille chaussette.,HR COMPLAINT
C'est la foire à la saucisse ce séminaire.,HR COMPLAINT
Je suis au bout de ma vie avec ce logiciel.,HR COMPLAINT
Y'a pas de pilote dans l'avion.,HR COMPLAINT
Je me suis fait remonter les bretelles sévère.,HR COMPLAINT
"C'est un job alimentaire, je m'en fous.",HR COMPLAINT
"Il m'a mis au placard, je range des archives.",HR COMPLAINT
J'ai pas vu la couleur de ma prime.,HR COMPLAINT
C'est un psychopathe du contrôle.,HR COMPLAINT
"Je suis rincé, j'ai besoin de repos.",HR COMPLAINT
On m'a vendu du rêve à l'embauche.,HR COMPLAINT
"C'est un panier percé, on gaspille trop.",HR COMPLAINT
Je me sens comme un pion sur un échiquier.,HR COMPLAINT
Il m'a cassé du sucre sur le dos.,HR COMPLAINT
C'est la traversée du désert pour avoir une augmentation.,HR COMPLAINT
"J'ai pas les épaules pour ce poste, c'est trop.",HR COMPLAINT
C'est un truc de malade comment ils nous traitent.,HR COMPLAINT
"Je suis en mode avion, me parle pas.",HR COMPLAINT
Il a une dent contre moi.,HR COMPLAINT
C'est le cadet de mes soucis ton problème.,HR COMPLAINT
Je vais pas faire de vieux os ici.,HR COMPLAINT
On m'a mis sur la touche.,HR COMPLAINT
C'est un bordel monstre dans la réserve.,HR COMPLAINT
J'ai la flemme olympique aujourd'hui.,HR COMPLAINT
Il m'a savonné la planche.,HR COMPLAINT
Je suis à deux doigts de craquer.,HR COMPLAINT
"Bon allez, salut la compagnie, je me casse.",HR COMPLAINT
Le contrat prend effet à la date de signature.,BUSINESS
Nous devons négocier les conditions de paiement.,BUSINESS
Pouvez-vous m'envoyer un devis détaillé ?,BUSINESS
Il y a une clause de tacite reconduction.,BUSINESS
Le fournisseur s'engage à livrer sous 48 heures.,BUSINESS
Nous avons signé un accord de confidentialité (NDA).,BUSINESS
Le client demande une remise de 10%.,BUSINESS
La rupture du contrat entraîne des pénalités.,BUSINESS
Veuillez parapher chaque page du document.,BUSINESS
Les conditions générales de vente ont changé.,BUSINESS
Ce contrat est valable pour une durée d'un an.,BUSINESS
Nous devons rédiger un avenant au contrat.,BUSINESS
