Phrase,English_Equivalent,Topic
Le rôle IAM est trop permissif (AdminAccess).,The IAM role is too permissive (AdminAccess).,CYBER
L'image Docker a été révoquée par sécurité.,The Docker image was revoked for security.,INFRA
L'image Docker est accessible publiquement (fuite).,The Docker image is publicly accessible (leak).,CYBER
Le fichier Terraform a redémarré après un crash.,The Terraform file restarted after a crash.,INFRA
Le fichier Terraform a été modifiée par une IP externe.,The Terraform file was modified by an external IP.,CYBER
Le pipeline CI/CD est chiffré au repos.,The CI/CD pipeline is encrypted at rest.,INFRA
Le pipeline CI/CD est trop permissif (AdminAccess).,The CI/CD pipeline is too permissive (AdminAccess).,CYBER
Le pipeline CI/CD est chiffré au repos.,The CI/CD pipeline is encrypted at rest.,INFRA
Le pipeline CI/CD est trop permissif (AdminAccess).,The CI/CD pipeline is too permissive (AdminAccess).,CYBER
Le rôle IAM provisionne l'infrastructure.,The IAM role provisions the infrastructure.,INFRA
Le rôle IAM est trop permissif (AdminAccess).,The IAM role is too permissive (AdminAccess).,CYBER
Le bucket S3 a redémarré après un crash.,The S3 bucket restarted after a crash.,INFRA
Le bucket S3 a été empoisonné (Supply Chain).,The S3 bucket was poisoned (Supply Chain).,CYBER
Le pod Kubernetes a redémarré après un crash.,The Kubernetes pod restarted after a crash.,INFRA
Le pod Kubernetes est trop permissif (AdminAccess).,The Kubernetes pod is too permissive (AdminAccess).,CYBER
Le rôle IAM autorise le port 80.,The IAM role allows port 80.,INFRA
Le rôle IAM a été modifiée par une IP externe.,The IAM role was modified by an external IP.,CYBER
Le Security Group est en cours de build.,The Security Group is building.,INFRA
Le Security Group contient des secrets en clair.,The Security Group contains hardcoded secrets.,CYBER
Le rôle IAM a redémarré après un crash.,The IAM role restarted after a crash.,INFRA
Le rôle IAM a été empoisonné (Supply Chain).,The IAM role was poisoned (Supply Chain).,CYBER
Le fichier Terraform donne accès à EC2 en lecture.,The Terraform file gives read access to EC2.,INFRA
Le fichier Terraform télécharge un binaire inconnu.,The Terraform file downloads an unknown binary.,CYBER
Le pipeline CI/CD est en cours de build.,The CI/CD pipeline is building.,INFRA
Le pipeline CI/CD est utilisé pour du crypto-jacking.,The CI/CD pipeline is used for crypto-jacking.,CYBER
La clé d'accès API est chiffré au repos.,The API access key is encrypted at rest.,INFRA
La clé d'accès API a été empoisonné (Supply Chain).,The API access key was poisoned (Supply Chain).,CYBER
Le pod Kubernetes est chiffré au repos.,The Kubernetes pod is encrypted at rest.,INFRA
Le pod Kubernetes contient des secrets en clair.,The Kubernetes pod contains hardcoded secrets.,CYBER
Le fichier Terraform donne accès à EC2 en lecture.,The Terraform file gives read access to EC2.,INFRA
Le fichier Terraform est accessible publiquement (fuite).,The Terraform file is publicly accessible (leak).,CYBER
L'image Docker est chiffré au repos.,The Docker image is encrypted at rest.,INFRA
L'image Docker est utilisé pour du crypto-jacking.,The Docker image is used for crypto-jacking.,CYBER
L'image Docker autorise le port 80.,The Docker image allows port 80.,INFRA
L'image Docker est utilisé pour du crypto-jacking.,The Docker image is used for crypto-jacking.,CYBER
Le pod Kubernetes est chiffré au repos.,The Kubernetes pod is encrypted at rest.,INFRA
Le pod Kubernetes a été empoisonné (Supply Chain).,The Kubernetes pod was poisoned (Supply Chain).,CYBER
Le pipeline CI/CD a été révoquée par sécurité.,The CI/CD pipeline was revoked for security.,INFRA
Le pipeline CI/CD télécharge un binaire inconnu.,The CI/CD pipeline downloads an unknown binary.,CYBER
Le pipeline CI/CD donne accès à EC2 en lecture.,The CI/CD pipeline gives read access to EC2.,INFRA
Le pipeline CI/CD est utilisé pour du crypto-jacking.,The CI/CD pipeline is used for crypto-jacking.,CYBER
Le bucket S3 autorise le port 80.,The S3 bucket allows port 80.,INFRA
Le bucket S3 télécharge un binaire inconnu.,The S3 bucket downloads an unknown binary.,CYBER
Le pod Kubernetes a été révoquée par sécurité.,The Kubernetes pod was revoked for security.,INFRA
Le pod Kubernetes a été empoisonné (Supply Chain).,The Kubernetes pod was poisoned (Supply Chain).,CYBER
La clé d'accès API a redémarré après un crash.,The API access key restarted after a crash.,INFRA
La clé d'accès API a été modifiée par une IP externe.,The API access key was modified by an external IP.,CYBER
Le fichier Terraform provisionne l'infrastructure.,The Terraform file provisions the infrastructure.,INFRA
Le fichier Terraform télécharge un binaire inconnu.,The Terraform file downloads an unknown binary.,CYBER
Le rôle IAM donne accès à EC2 en lecture.,The IAM role gives read access to EC2.,INFRA
Le rôle IAM est utilisé pour du crypto-jacking.,The IAM role is used for crypto-jacking.,CYBER
Le pod Kubernetes est en cours de build.,The Kubernetes pod is building.,INFRA
Le pod Kubernetes est accessible publiquement (fuite).,The Kubernetes pod is publicly accessible (leak).,CYBER
Le pipeline CI/CD est en cours de build.,The CI/CD pipeline is building.,INFRA
Le pipeline CI/CD a été modifiée par une IP externe.,The CI/CD pipeline was modified by an external IP.,CYBER
Le bucket S3 a été révoquée par sécurité.,The S3 bucket was revoked for security.,INFRA
Le bucket S3 a été empoisonné (Supply Chain).,The S3 bucket was poisoned (Supply Chain).,CYBER
Le Security Group est chiffré au repos.,The Security Group is encrypted at rest.,INFRA
Le Security Group a été modifiée par une IP externe.,The Security Group was modified by an external IP.,CYBER
Le rôle IAM autorise le port 80.,The IAM role allows port 80.,INFRA
Le rôle IAM a été empoisonné (Supply Chain).,The IAM role was poisoned (Supply Chain).,CYBER
Le pod Kubernetes donne accès à EC2 en lecture.,The Kubernetes pod gives read access to EC2.,INFRA
Le pod Kubernetes est accessible publiquement (fuite).,The Kubernetes pod is publicly accessible (leak).,CYBER
Le bucket S3 a été révoquée par sécurité.,The S3 bucket was revoked for security.,INFRA
Le bucket S3 est accessible publiquement (fuite).,The S3 bucket is publicly accessible (leak).,CYBER
Le bucket S3 autorise le port 80.,The S3 bucket allows port 80.,INFRA
Le bucket S3 est accessible publiquement (fuite).,The S3 bucket is publicly accessible (leak).,CYBER
Le Security Group est chiffré au repos.,The Security Group is encrypted at rest.,INFRA
Le Security Group a été empoisonné (Supply Chain).,The Security Group was poisoned (Supply Chain).,CYBER
Le Security Group a été révoquée par sécurité.,The Security Group was revoked for security.,INFRA
Le Security Group a été modifiée par une IP externe.,The Security Group was modified by an external IP.,CYBER
Le pod Kubernetes autorise le port 80.,The Kubernetes pod allows port 80.,INFRA
Le pod Kubernetes contient des secrets en clair.,The Kubernetes pod contains hardcoded secrets.,CYBER
