Phrase,English_Equivalent,Topic
Avant que j'oublie et que je parte peux-tu m'envoyer le RIB pour le virement ? merci d'avance.,Before I forget and leave can you send me the bank details for the transfer? thanks in advance.,ACCOUNTING
Ça va mon amour je pense a toi. Bisous.,How are you my love I'm thinking of you. Kisses.,LOVE
Bonne nuit mon cœur appelle-moi qd tu peux.,Good night sweetheart call me when you can.,LOVE
c pas mes oignons mais ca coûte cher.,It's none of my business but it's expensive.,MISC
Coucou ma belle j'ai fait a manger. Bisous.,Hey beautiful I made dinner. Kisses.,LOVE
Les instances EC2 sont inactifs le week-end il faut réduire la taille,EC2 instances are inactive on weekends we need to downsize,INFRA
Kikou trésor tu as b1 dormi ? Bisous.,Hiya treasure did you sleep well? Kisses.,LOVE
j'ai hâte de te voir. mon tt a toute.,can't wait to see you. my everything see you later.,LOVE
la bande passante gaspillent des ressources il faut réduire la taille,Bandwidth are wasting resources we need to downsize,INFRA
La facture AWS nécessite la carte corporate avant vendredi,The AWS bill requires the corporate card before Friday,ACCOUNTING
Le coût du SaaS a besoin d'une validation du CFO dans SAP,The SaaS cost needs CFO validation in SAP,ACCOUNTING
Pendant que j'y pense il manque le justificatif Uber je compte sur toi.,While I'm thinking about it the Uber receipt is missing I'm counting on you.,ACCOUNTING
Juste avant de prendre le train il faut valider le devis du fournisseur tiens-moi au courant.,Just before catching the train we must validate the supplier quote keep me posted.,ACCOUNTING
Bonne nuit mon ange je pense à toi. Bisous.,Good night my angel I'm thinking of you. Kisses.,LOVE
appelle-moi quand tu peux. chaton à toute.,call me when you can. kitten see you later.,LOVE
La note Datadog nécessite la carte corporate ce mois-ci,The Datadog invoice requires the corporate card this month,ACCOUNTING
J'ai oublié mon badge a la maison.,I left my badge at home.,MISC
Les nœuds du cluster sont sous-utilises reduis le provisionning,Cluster nodes are underutilized reduce provisioning,INFRA
Entre deux cafés il faut valider le devis du fournisseur sinon on verra ça lundi.,Between two coffees we must validate the supplier quote otherwise we'll see this Monday.,ACCOUNTING
Franchement c un léche-bottes c n'importe quoi.,Honestly he is a bootlicker it's nonsense.,GOSSIP
Le renouvellement annuel depasse le budget alloue ce mois-ci,Annual renewal exceeds allocated budget this month,ACCOUNTING
appelle-moi quand tu peux. ma vie a toute.,call me when you can. my life see you later.,LOVE
kikou mon chéri je pens a toi.,Hiya darling I'm thinking of you.,LOVE
entre deux cafes je n'ai pas reçu le bon de commande dsl encore.,Between two coffees I didn't receive the purchase order sorry again.,ACCOUNTING
Pendant que j'y pense la TVA n'est pas bonne sur ce document tiens-moi au courant.,While I'm thinking about it the VAT is incorrect on this document keep me posted.,ACCOUNTING
quel blaireau c un léche-bottes c n'importe quoi.,What a jerk he is a bootlicker it's nonsense.,GOSSIP
La base RDS sont sous-utilises il faut réduire la taille,RDS database are underutilized we need to downsize,INFRA
Bonne nuit ma vie fais de beaux reves. Bisous.,Good night my life sweet dreams. Kisses.,LOVE
Je pars en week-end dans 5 minutes mais la base de données est corrompue tiens-moi au courant.,I'm leaving for the weekend in 5 minutes but the database is corrupted keep me posted.,TECH
Avant que j'oublie et que je parte je n'ai pas reçu le bon de commande désolé encore.,Before I forget and leave I didn't receive the purchase order sorry again.,ACCOUNTING
Bonne nuit mon ange fais attention à toi.,Good night my angel take care.,LOVE
Entre nous c un léche-bottes ca me saoule.,Between us he is a bootlicker it annoys me.,GOSSIP
Le renouvellement annuel n'a pas le bon bon de commande immediatement,Annual renewal has the wrong PO immediately,ACCOUNTING
dis-moi chaton bon appétit. bisous.,Tell me kitten enjoy your meal. Kisses.,LOVE
La facture AWS a besoin d'une validation du CFO immédiatement,The AWS bill needs CFO validation immediately,ACCOUNTING
j'ai trouve une piece par terre.,I found a coin on the ground.,MISC
Si tu as deux secondes entre midi et deux la TVA n'est pas bonne sur ce document désolé encore.,If you have a sec during lunch the VAT is incorrect on this document sorry again.,ACCOUNTING
Juste avant de prendre le train la base de données est corrompue sinon on verra ca lundi.,Just before catching the train the database is corrupted otherwise we'll see this Monday.,TECH
Coucou chaton repose-toi bien. Bisous.,Hey kitten rest well. Kisses.,LOVE
Entre deux cafes la base de donnees est corrompue c'est super urgent.,Between two coffees the database is corrupted it is super urgent.,TECH
Il faut nettoyer l'ecran de la télé.,Need to clean the TV screen.,MISC
Les volumes EBS sont surdimensionnes optimise l'autoscaling,EBS volumes are oversized optimize autoscaling,INFRA
tu as bien dormi ? ma belle à toute.,did you sleep well? beautiful see you later.,LOVE
la note datadog est arrivée a la compta selon le contrat,The Datadog invoice arrived at accounting according to the contract,ACCOUNTING
slt mon cœur appelle-moi quand tu peux. Bisous.,Hi sweetheart call me when you can. Kisses.,LOVE
il fait trop chaud dans l'open space.,It's too hot in the open space.,MISC
Entre deux cafes j'ai besoin des logs d'erreur sinon on verra ça lundi.,Between two coffees I need the error logs otherwise we'll see this Monday.,TECH
slt mon chéri je t'aime fort.,Hi darling I love you so much.,LOVE
Je ne me sens pas en sécurité il a eu des gestes deplaces c'est illegal.,I don't feel safe he made inappropriate gestures it is illegal.,HR_COMPLAINT
la bande passante tournent dans le vide reduis le provisionning,Bandwidth are running mostly idle reduce provisioning,INFRA
Les lambdas sont surdimensionnés optimise l'autoscaling,Lambdas are oversized optimize autoscaling,INFRA
Désolé de te deranger pendant ton repas mais la facture n'est pas au bon format désolé encore.,Sorry to disturb your meal but the invoice is in the wrong format sorry again.,ACCOUNTING
Les frais de licence est bloquee pr impayé avant vendredi,License fees is blocked for non-payment before Friday,ACCOUNTING
Tu as vu ? elle s'habille n'importe comment quel enfer.,Did you see? she dresses terribly what a hell.,GOSSIP
désolé de te déranger pendant ton repas mais j'ai besoin des logs d'erreur c'est super urgent.,Sorry to disturb your meal but I need the error logs it is super urgent.,TECH
Le prelevement Google Cloud est arrivee à la compta dans SAP,The Google Cloud debit arrived at accounting in SAP,ACCOUNTING
on déjeune a quelle heure ?,What time do we have lunch?,MISC
Pendant que j'y pense il faut valider le devis du fournisseur desole encore.,While I'm thinking about it we must validate the supplier quote sorry again.,ACCOUNTING
Je ne me sens pas en securite je demande une intervention des RH c'est illegal.,I don't feel safe I request HR intervention it is illegal.,HR_COMPLAINT
Le chef a ramené des croissants.,The boss brought croissants.,MISC
C'est grave je subis du harcèlement moral je vais porter plainte.,It is serious I am suffering from moral harassment I will file a complaint.,HR_COMPLAINT
Je sais que tu es en reunion mais la facture n'est pas au bon format desole encore.,I know you are in a meeting but the invoice is in the wrong format sorry again.,ACCOUNTING
La redevance logicielle necessite la carte corporate ce mois-ci,Software fee requires the corporate card this month,ACCOUNTING
Si tu as deux secondes entre midi et deux il faut merger la PR maintenant merci d'avance.,If you have a sec during lunch we need to merge the PR now thanks in advance.,TECH
Quel blaireau il sent vrmt mauvais ça me saoule.,What a jerk he smells really bad it annoys me.,GOSSIP
fais attention a toi. mon tout a toute.,take care. my everything see you later.,LOVE
hello mon cœur fais attention à toi. bisous.,Hello sweetheart take care. Kisses.,LOVE
le cluster kubernetes coûtent trop cher passe en instances spot,The Kubernetes cluster are too expensive switch to spot instances,INFRA
Je pars en week-end dans 5 minutes mais la facture n'est pas au bon format merci d'avance.,I'm leaving for the weekend in 5 minutes but the invoice is in the wrong format thanks in advance.,ACCOUNTING
Le cluster Kubernetes consomment trop de CPU optimise l'autoscaling,The Kubernetes cluster consume too much CPU optimize autoscaling,INFRA
Si tu as deux secondes entre midi et deux je n'ai pas reçu le bon de commande sinon on verra ca lundi.,If you have a sec during lunch I didn't receive the purchase order otherwise we'll see this Monday.,ACCOUNTING
Coucou mon chéri on mange quoi ce soir ? Bisous.,Hey darling what are we eating tonight? Kisses.,LOVE
re ma vie appelle-moi quand tu peux.,Re my life call me when you can.,LOVE
Pendant que j'y pense l'API renvoie une erreur 500 c'est super urgent.,While I'm thinking about it the API returns a 500 error it is super urgent.,TECH
Avant que j'oublie et que je parte tu as oublie de signer ma note de frais merci d'avance.,Before I forget and leave you forgot to sign my expense report thanks in advance.,ACCOUNTING
on mange koi ce soir ? chaton à toute.,what are we eating tonight? kitten see you later.,LOVE
tu as bien dormi ? ma cherie a toute.,did you sleep well? darling see you later.,LOVE
L'abonnement Azure necessite la carte corporate immédiatement,The Azure subscription requires the corporate card immediately,ACCOUNTING
Je dois signaler un incident son alcoolisme met l'equipe en danger je vais porter plainte.,I must report an incident his alcoholism endangers the team I will file a complaint.,HR_COMPLAINT
Les instances EC2 sont sous-utilises passe en instances spot,EC2 instances are underutilized switch to spot instances,INFRA
bon appétit. mon amour à toute.,enjoy your meal. my love see you later.,LOVE
Je demande un RDV il a eu des gestes deplaces c'est illegal.,I request a meeting he made inappropriate gestures it is illegal.,HR_COMPLAINT
Je sais que tu es en reunion mais tu as oublié de signer ma note de frais je compte sur toi.,I know you are in a meeting but you forgot to sign my expense report I'm counting on you.,ACCOUNTING
Avant que j'oublie et que je parte la TVA n'est pas bonne sur ce document sinon on verra ça lundi.,Before I forget and leave the VAT is incorrect on this document otherwise we'll see this Monday.,ACCOUNTING
cc mon cœur appelle-moi quand tu peux.,Hey sweetheart call me when you can.,LOVE
je pens a toi. ma puce à toute.,I'm thinking of you. honey see you later.,LOVE
Je pars en week-end dans 5 minutes mais j'ai besoin des logs d'erreur c'est super urgent.,I'm leaving for the weekend in 5 minutes but I need the error logs it is super urgent.,TECH
tu me manques. trésor à toute.,I miss you. treasure see you later.,LOVE
Re tresor je t'aime fort.,Re treasure I love you so much.,LOVE
Désolé de te déranger pendant ton repas mais j'ai besoin des logs d'erreur je compte sur toi.,Sorry to disturb your meal but I need the error logs I'm counting on you.,TECH
bonne nuit ma vie bon appetit.,Good night my life enjoy your meal.,LOVE
Les machines virtuelles sont sous-utilises reduis le provisionning,Virtual machines are underutilized reduce provisioning,INFRA
Juste avant de prendre le train le certificat SSL a expire merci d'avance.,Just before catching the train the SSL certificate has expired thanks in advance.,TECH
Ma souris n'a plus de piles.,My mouse runs out of batteries.,MISC
yo tresor fais de beaux reves.,Yo treasure sweet dreams.,LOVE
Si tu as deux secondes entre midi et deux tu as oublie de signer ma note de frais sinon on verra ça lundi.,If you have a sec during lunch you forgot to sign my expense report otherwise we'll see this Monday.,ACCOUNTING
repose-toi bien. mon cheri à toute.,rest well. darling see you later.,LOVE
entre ns elle ne fout rien de ses journees quel enfer.,Between us she does nothing all day what a hell.,GOSSIP
hey ma belle tu rentres à quelle heure ?,Hey beautiful what time are you coming home?,LOVE
Je sais que tu es en réunion mais la TVA n'est pas bonne sur ce document desole encore.,I know you are in a meeting but the VAT is incorrect on this document sorry again.,ACCOUNTING
Entre deux cafés j'ai besoin des logs d'erreur c super urgent.,Between two coffees I need the error logs it is super urgent.,TECH
Juste avant de prendre le train le serveur de prod a crashé merci d'avance.,Just before catching the train the prod server crashed thanks in advance.,TECH
Je ne me sens pas en sécurité il a eu des gestes deplaces il faut agir.,I don't feel safe he made inappropriate gestures we must act.,HR_COMPLAINT
Hey mon chéri appelle-moi quand tu peux. Bisous.,Hey darling call me when you can. Kisses.,LOVE
re chaton j'ai hâte de te voir.,Re kitten can't wait to see you.,LOVE
Le renouvellement annuel a besoin d'une validation du CFO avant vendredi,Annual renewal needs CFO validation before Friday,ACCOUNTING
Au fait mon tt je pense a toi.,By the way my everything I'm thinking of you.,LOVE
j'ai hâte de te voir. mon ange a toute.,can't wait to see you. my angel see you later.,LOVE
quel blaireau c un léche-bottes mdr.,What a jerk he is a bootlicker lol.,GOSSIP
Desole de te déranger pendant ton repas mais le serveur de prod a crashé merci d'avance.,Sorry to disturb your meal but the prod server crashed thanks in advance.,TECH
Dis-moi ma chérie je pens a toi. Bisous.,Tell me darling I'm thinking of you. Kisses.,LOVE
Je pars en week-end dans 5 minutes mais il faut merger la PR maintenant je compte sur toi.,I'm leaving for the weekend in 5 minutes but we need to merge the PR now I'm counting on you.,TECH
La base RDS consomment trop de CPU il faut reduire la taille,RDS database consume too much CPU we need to downsize,INFRA
bisous. mon ange a toute.,kisses. my angel see you later.,LOVE
L'abonnement Azure est arrivee a la compta ce mois-ci,The Azure subscription arrived at accounting this month,ACCOUNTING
hey mon tt j'ai hâte de te voir. bisous.,Hey my everything can't wait to see you. Kisses.,LOVE
Je pars en week-end dans 5 minutes mais peux-tu m'envoyer le RIB pour le virement ? c'est super urgent.,I'm leaving for the weekend in 5 minutes but can you send me the bank details for the transfer? it is super urgent.,ACCOUNTING
juste avant de prendre le train il faut merger la pr maintenant fais vite s'il te plaît.,Just before catching the train we need to merge the PR now please be quick.,TECH
Le cluster Kubernetes sont sous-utilisés optimise l'autoscaling,The Kubernetes cluster are underutilized optimize autoscaling,INFRA
tu as vu le dernier iphone ?,Did you see the latest iPhone?,MISC
Je pars en week-end dans 5 minutes mais peux-tu m'envoyer le RIB pour le virement ? je compte sur toi.,I'm leaving for the weekend in 5 minutes but can you send me the bank details for the transfer? I'm counting on you.,ACCOUNTING
Le coût du SaaS dépasse le budget alloue ce mois-ci,The SaaS cost exceeds allocated budget this month,ACCOUNTING
Je sais que tu es en reunion mais il manque le justificatif Uber sinon on verra ca lundi.,I know you are in a meeting but the Uber receipt is missing otherwise we'll see this Monday.,ACCOUNTING
Entre deux cafés la TVA n'est pas bonne sur ce document tiens-moi au courant.,Between two coffees the VAT is incorrect on this document keep me posted.,ACCOUNTING
entre nous il est complètement incompetent c n'importe quoi.,Between us he is completely incompetent it's nonsense.,GOSSIP
La facture AWS necessite la carte corporate immédiatement,The AWS bill requires the corporate card immediately,ACCOUNTING
on mange koi ce soir ? mon amour a toute.,what are we eating tonight? my love see you later.,LOVE
Les nœuds du cluster coûtent trop cher passe en instances spot,Cluster nodes are too expensive switch to spot instances,INFRA
hello ma vie je pense a toi. bisous.,Hello my life I'm thinking of you. Kisses.,LOVE
Bonne nuit ma belle tu rentres a quelle heure ?,Good night beautiful what time are you coming home?,LOVE
ça va ma vie tu me manques. bisous.,How are you my life I miss you. Kisses.,LOVE
Yo ma belle tu me manques. Bisous.,Yo beautiful I miss you. Kisses.,LOVE
L'abonnement Azure est bloquée pour impayé ce mois-ci,The Azure subscription is blocked for non-payment this month,ACCOUNTING
mon sac d'ordinateur est trop lourd.,My laptop bag is too heavy.,MISC
yo mon tt bon appétit. bisous.,Yo my everything enjoy your meal. Kisses.,LOVE
au fait mon amour bisous. bisous.,By the way my love kisses. Kisses.,LOVE
c'est grave je demande une intervention des rh je vais porter plainte.,It is serious I request HR intervention I will file a complaint.,HR_COMPLAINT
L'abonnement Azure n'a pas le bon bon de commande dans SAP,The Azure subscription has the wrong PO in SAP,ACCOUNTING
Je sais que tu es en reunion mais il manque le justificatif Uber je compte sur toi.,I know you are in a meeting but the Uber receipt is missing I'm counting on you.,ACCOUNTING
La machine a cafer est en panne.,The coffee machine is broken.,MISC
Je pars en week-end dans 5 minutes mais le deploiement a echoue fais vite s'il te plaît.,I'm leaving for the weekend in 5 minutes but the deployment failed please be quick.,TECH
Au fait ma puce tu rentres a quelle heure ?,By the way honey what time are you coming home?,LOVE
Je pars en week-end dans 5 minutes mais tu as oublie de signer ma note de frais c'est super urgent.,I'm leaving for the weekend in 5 minutes but you forgot to sign my expense report it is super urgent.,ACCOUNTING
le chef a ramene des croissants.,The boss brought croissants.,MISC
Pendant que j'y pens la facture n'est pas au bon format sinon on verra ça lundi.,While I'm thinking about it the invoice is in the wrong format otherwise we'll see this Monday.,ACCOUNTING
Je dois signaler un incident l'ambiance est devenue toxique et dangereuse je vais porter plainte.,I must report an incident the atmosphere has become toxic and dangerous I will file a complaint.,HR_COMPLAINT
pendant que j'y pense je dois absolument commit ce fichier sinon on verra ça lundi.,While I'm thinking about it I absolutely must commit this file otherwise we'll see this Monday.,TECH
Avant que j'oublie et que je parte l'API renvoie une erreur 500 fais vite s'il te plaît.,Before I forget and leave the API returns a 500 error please be quick.,TECH
la facture aws est bloquee pour impayé ce mois-ci,The AWS bill is blocked for non-payment this month,ACCOUNTING
j'ai oublier mon badge à la maison.,I left my badge at home.,MISC
je vais au bureau en vélo aujourd'hui.,I'm biking to the office today.,MISC
Je demande un RDV l'ambiance est devenue toxique et dangereuse il faut agir.,I request a meeting the atmosphere has become toxic and dangerous we must act.,HR_COMPLAINT
Le coût du SaaS doit être réglée immediatement,The SaaS cost must be paid immediately,ACCOUNTING
Je demande un RDV je demande une intervention des RH c'est illégal.,I request a meeting I request HR intervention it is illegal.,HR_COMPLAINT
La facture AWS nécessite la carte corporate ce mois-ci,The AWS bill requires the corporate card this month,ACCOUNTING
Avant que j'oublie et que je parte il faut merger la PR maintenant merci d'avance.,Before I forget and leave we need to merge the PR now thanks in advance.,TECH
désolé de te déranger pendant ton repas mais la facture n'est pas au bon format merci d'avance.,Sorry to disturb your meal but the invoice is in the wrong format thanks in advance.,ACCOUNTING
bisous. ma vie a toute.,kisses. my life see you later.,LOVE
Je pars en week-end dans 5 minutes mais la TVA n'est pas bonne sur ce document c'est super urgent.,I'm leaving for the weekend in 5 minutes but the VAT is incorrect on this document it is super urgent.,ACCOUNTING
franchement il est encore bourre ça me saoule.,Honestly he is drunk again it annoys me.,GOSSIP
Coucou berber bon appétit. Bisous.,Hey baby enjoy your meal. Kisses.,LOVE
Entre deux cafes la facture n'est pas au bon format desole encore.,Between two coffees the invoice is in the wrong format sorry again.,ACCOUNTING
La base RDS sont inactifs le week-end supprime les volumes orphelins,RDS database are inactive on weekends delete orphan volumes,INFRA
Desole de te deranger pendant ton repas mais je dois absolument commit ce fichier désolé encore.,Sorry to disturb your meal but I absolutely must commit this file sorry again.,TECH
Entre deux cafes l'API renvoie une erreur 500 c'est super urgent.,Between two coffees the API returns a 500 error it is super urgent.,TECH
Si tu as deux secondes entre midi et deux le serveur de prod a crashe sinon on verra ça lundi.,If you have a sec during lunch the prod server crashed otherwise we'll see this Monday.,TECH
bisous. tresor à toute.,kisses. treasure see you later.,LOVE
au fait mon amour repose-toi bien.,By the way my love rest well.,LOVE
Quel blaireau il est completement incompétent c'est n'importe quoi.,What a jerk he is completely incompetent it's nonsense.,GOSSIP
L'abonnement Azure n'a pas le bon bon de commande immediatement,The Azure subscription has the wrong PO immediately,ACCOUNTING
Le cluster Kubernetes consomment trop de CPU met en place une policy d'arrêt,The Kubernetes cluster consume too much CPU set up a stop policy,INFRA
Le stockage S3 consomment trop de CPU optimise l'autoscaling,S3 storage consume too much CPU optimize autoscaling,INFRA
Je sais que tu es en réunion mais la base de données est corrompue je compte sur toi.,I know you are in a meeting but the database is corrupted I'm counting on you.,TECH
Les machines virtuelles sont sous-utilisés passe en instances spot,Virtual machines are underutilized switch to spot instances,INFRA
Je pars en week-end dans 5 minutes mais l'API renvoie une erreur 500 tiens-moi au courant.,I'm leaving for the weekend in 5 minutes but the API returns a 500 error keep me posted.,TECH
appelle-moi qd tu peux. mon cœur à toute.,call me when you can. sweetheart see you later.,LOVE
Juste avant de prendre le train j'ai besoin des logs d'erreur je compte sur toi.,Just before catching the train I need the error logs I'm counting on you.,TECH
on mange quoi ce soir ? mon amour à toute.,what are we eating tonight? my love see you later.,LOVE
Si tu as deux secondes entre midi et deux il manque le justificatif Uber je compte sur toi.,If you have a sec during lunch the Uber receipt is missing I'm counting on you.,ACCOUNTING
re tresor j'ai fait a manger. bisous.,Re treasure I made dinner. Kisses.,LOVE
Désolé de te deranger pendant ton repas mais il faut merger la PR maintenant merci d'avance.,Sorry to disturb your meal but we need to merge the PR now thanks in advance.,TECH
Je sais que tu es en reunion mais il faut merger la PR maintenant merci d'avance.,I know you are in a meeting but we need to merge the PR now thanks in advance.,TECH
Je demande un RDV je subis du harcelement moral je vais porter plainte.,I request a meeting I am suffering from moral harassment I will file a complaint.,HR_COMPLAINT
si tu as deux secondes entre midi et deux la tva n'est pas bonne sur ce document je compte sur toi.,If you have a sec during lunch the VAT is incorrect on this document I'm counting on you.,ACCOUNTING
Le chef a ramener des croissants.,The boss brought croissants.,MISC
La redevance logicielle est arrivée a la compta immediatement,Software fee arrived at accounting immediately,ACCOUNTING
bsr ma chérie j'ai hâte de te voir.,Good evening darling can't wait to see you.,LOVE
Les instances EC2 coûtent trop cher il faut réduire la taille,EC2 instances are too expensive we need to downsize,INFRA
Les frais de licence depasse le budget alloué selon le contrat,License fees exceeds allocated budget according to the contract,ACCOUNTING
le distributeur de billets est vide.,The ATM is empty.,MISC
Les machines virtuelles sont inactifs le week-end supprime les volumes orphelins,Virtual machines are inactive on weekends delete orphan volumes,INFRA
Mon sac d'ordinateur est trop lourd.,My laptop bag is too heavy.,MISC
c'est abusé il sent vraiment mauvais quel enfer.,It's ridiculous he smells really bad what a hell.,GOSSIP
Pendant que j'y pense le serveur de prod a crashe je compte sur toi.,While I'm thinking about it the prod server crashed I'm counting on you.,TECH
Si tu as deux secondes entre midi et deux il faut valider le devis du fournisseur sinon on verra ca lundi.,If you have a sec during lunch we must validate the supplier quote otherwise we'll see this Monday.,ACCOUNTING
Si tu as deux secondes entre midi et deux peux-tu m'envoyer le RIB pour le virement ? fais vite s'il te plaît.,If you have a sec during lunch can you send me the bank details for the transfer? please be quick.,ACCOUNTING
bonne nuit mon chéri tu as b1 dormi ? bisous.,Good night darling did you sleep well? Kisses.,LOVE
La note Datadog est bloquée pour impaye dans SAP,The Datadog invoice is blocked for non-payment in SAP,ACCOUNTING
cc ma puce repose-toi bien. Bisous.,Hey honey rest well. Kisses.,LOVE
tu me manques. bébé a toute.,I miss you. baby see you later.,LOVE
Les pods consomment trop de CPU on doit éteindre la nuit,Pods consume too much CPU we must turn off at night,INFRA
C'est grave je suis victime de discrimination je vais porter plainte.,It is serious I am a victim of discrimination I will file a complaint.,HR_COMPLAINT
Si tu as deux secondes entre midi et deux il manque le justificatif Uber fais vite s'il te plaît.,If you have a sec during lunch the Uber receipt is missing please be quick.,ACCOUNTING
Désolé de te deranger pendant ton repas mais il faut valider le devis du fournisseur tiens-moi au courant.,Sorry to disturb your meal but we must validate the supplier quote keep me posted.,ACCOUNTING
la machine a cafe est en panne.,The coffee machine is broken.,MISC
yo mon amour appelle-moi qd tu peux.,Yo my love call me when you can.,LOVE
Hello mon ange tu rentres a quelle heure ? Bisous.,Hello my angel what time are you coming home? Kisses.,LOVE
Les lambdas tournent dans le vide supprime les volumes orphelins,Lambdas are running mostly idle delete orphan volumes,INFRA
Les volumes EBS tournent dans le vide supprime les volumes orphelins,EBS volumes are running mostly idle delete orphan volumes,INFRA
c'est grave l'ambiance est devenue toxique et dangereuse je vais porter plainte.,It is serious the atmosphere has become toxic and dangerous I will file a complaint.,HR_COMPLAINT
Entre deux cafés j'ai besoin des logs d'erreur sinon on verra ca lundi.,Between two coffees I need the error logs otherwise we'll see this Monday.,TECH
Il faut nettoyer l'écran de la tele.,Need to clean the TV screen.,MISC
quel blaireau elle a couche pr réussir mdr.,What a jerk she slept her way to the top lol.,GOSSIP
Je sais que tu es en reunion mais la base de donnees est corrompue sinon on verra ça lundi.,I know you are in a meeting but the database is corrupted otherwise we'll see this Monday.,TECH
juste avant de prendre le train il manque le justificatif uber je compte sur toi.,Just before catching the train the Uber receipt is missing I'm counting on you.,ACCOUNTING
La facture AWS depasse le budget alloué selon le contrat,The AWS bill exceeds allocated budget according to the contract,ACCOUNTING
Les lambdas gaspillent des ressources met en place une policy d'arret,Lambdas are wasting resources set up a stop policy,INFRA
slt tresor je tm fort.,Hi treasure I love you so much.,LOVE
Ça va bébé fais attention à toi.,How are you baby take care.,LOVE
le stockage s3 gaspillent des ressources passe en instances spot,S3 storage are wasting resources switch to spot instances,INFRA
Le prelevement Google Cloud dépasse le budget alloue avant vendredi,The Google Cloud debit exceeds allocated budget before Friday,ACCOUNTING
Je pars en week-end dans 5 minutes mais peux-tu m'envoyer le RIB pour le virement ? sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but can you send me the bank details for the transfer? otherwise we'll see this Monday.,ACCOUNTING
Je dois signaler un incident je suis victime de discrimination c illegal.,I must report an incident I am a victim of discrimination it is illegal.,HR_COMPLAINT
Bonne nuit mon amour tu me manques.,Good night my love I miss you.,LOVE
Si tu as deux secondes entre midi et deux je dois absolument commit ce fichier fais vite s'il te plaît.,If you have a sec during lunch I absolutely must commit this file please be quick.,TECH
Nos serveurs de dev gaspillent des ressources supprime les volumes orphelins,Our dev servers are wasting resources delete orphan volumes,INFRA
Quel blaireau elle s'habille n'importe comment ça me saoule.,What a jerk she dresses terribly it annoys me.,GOSSIP
Dis-moi ma puce tu as bien dormi ? Bisous.,Tell me honey did you sleep well? Kisses.,LOVE
tu as bien dormi ? mon cheri à toute.,did you sleep well? darling see you later.,LOVE
Je sais que tu es en réunion mais le serveur de prod a crashé desole encore.,I know you are in a meeting but the prod server crashed sorry again.,TECH
Pendant que j'y pense j'ai besoin des logs d'erreur fais vite s'il te plaît.,While I'm thinking about it I need the error logs please be quick.,TECH
Yo trésor on mange koi ce soir ?,Yo treasure what are we eating tonight?,LOVE
Tu me dois 5 euros pour le cafe.,You owe me 5 euros for the coffee.,MISC
Les volumes EBS sont sous-utilisés optimise l'autoscaling,EBS volumes are underutilized optimize autoscaling,INFRA
C'est grave je demande une intervention des RH il faut agir.,It is serious I request HR intervention we must act.,HR_COMPLAINT
Le stockage S3 gaspillent des ressources réduis le provisionning,S3 storage are wasting resources reduce provisioning,INFRA
yo mon cheri fais de beaux reves. bisous.,Yo darling sweet dreams. Kisses.,LOVE
Je sais que tu es en réunion mais il manque le justificatif Uber dsl encore.,I know you are in a meeting but the Uber receipt is missing sorry again.,ACCOUNTING
j'ai trouve une pièce par terre.,I found a coin on the ground.,MISC
Re mon tout bon appetit. Bisous.,Re my everything enjoy your meal. Kisses.,LOVE
Je sais que tu es en réunion mais il faut valider le devis du fournisseur c'est super urgent.,I know you are in a meeting but we must validate the supplier quote it is super urgent.,ACCOUNTING
je tm fort. mon cœur à toute.,I love you so much. sweetheart see you later.,LOVE
Pendant que j'y pense il faut merger la PR maintenant fais vite s'il te plaît.,While I'm thinking about it we need to merge the PR now please be quick.,TECH
Ça va mon tout tu me manques. Bisous.,How are you my everything I miss you. Kisses.,LOVE
j'ai fait a manger. chaton a toute.,I made dinner. kitten see you later.,LOVE
quel blaireau il est encore bourre mdr.,What a jerk he is drunk again lol.,GOSSIP
Avant que j'oublie et que je parte la base de donnees est corrompue fais vite s'il te plaît.,Before I forget and leave the database is corrupted please be quick.,TECH
Je n'ai que des pièces rouges.,I only have pennies.,MISC
Je pars en week-end dans 5 minutes mais le certificat SSL a expiré sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired otherwise we'll see this Monday.,TECH
cc ma cherie tu as bien dormi ? bisous.,Hey darling did you sleep well? Kisses.,LOVE
fais de beaux rêves. bébé a toute.,sweet dreams. baby see you later.,LOVE
Avant que j'oublie et que je parte j'ai besoin des logs d'erreur dsl encore.,Before I forget and leave I need the error logs sorry again.,TECH
Pendant que j'y pense le certificat SSL a expiré merci d'avance.,While I'm thinking about it the SSL certificate has expired thanks in advance.,TECH
La base RDS gaspillent des ressources il faut réduire la taille,RDS database are wasting resources we need to downsize,INFRA
Les nœuds du cluster gaspillent des ressources met en place une policy d'arret,Cluster nodes are wasting resources set up a stop policy,INFRA
au fait ma belle tu as bien dormi ?,By the way beautiful did you sleep well?,LOVE
yo ma vie fais de beaux rêves.,Yo my life sweet dreams.,LOVE
je n'ai plus de batterie sur mon téléphone.,I ran out of battery on my phone.,MISC
Nos serveurs de dev tournent dans le vide optimise l'autoscaling,Our dev servers are running mostly idle optimize autoscaling,INFRA
c abusé elle s'habille n'importe comment mdr.,It's ridiculous she dresses terribly lol.,GOSSIP
Re bebe tu as b1 dormi ?,Re baby did you sleep well?,LOVE
Hello mon ange je t'aime fort.,Hello my angel I love you so much.,LOVE
Entre nous il est encore bourre ca me saoule.,Between us he is drunk again it annoys me.,GOSSIP
