french_sentence,topic
Nous contestons formellement ce prélèvement automatique.,BANKING
L'authentification forte est requise pour cet achat.,BANKING
Veuillez nous transmettre votre meilleur devis pour les frais.,BANKING
Le compte a été débité deux fois par erreur.,BANKING
Nous sollicitons un rendez-vous avec le directeur d'agence.,BANKING
Le plafond de retrait hebdomadaire est atteint.,BANKING
Veuillez fournir un justificatif de domicile récent.,BANKING
Les fonds proviennent d'une cession d'actifs.,BANKING
Le virement SEPA est la méthode de paiement privilégiée.,BANKING
Nous vous informons que le compte sera clôturé le 30.,BANKING
Veuillez vérifier l'exactitude des informations bancaires.,BANKING
La carte Corporate offre des plafonds plus élevés.,BANKING
Nous avons procédé au remboursement sur votre carte.,BANKING
Le virement de trésorerie interne a été effectué.,BANKING
Veuillez ne pas tenir compte de notre précédent courrier.,BANKING
La banque exige la présence physique du titulaire.,BANKING
Nous vous retournons le chèque non signé.,BANKING
Le découvert autorisé a été dépassé de manière significative.,BANKING
Veuillez nous acquitter des frais de dossier.,BANKING
Le service virement est indisponible temporairement.,BANKING
Nous souhaitons révoquer le mandat de prélèvement.,BANKING
La carte a été capturée par le guichet automatique.,BANKING
Veuillez confirmer l'exécution de l'ordre de bourse.,BANKING
Le compte est actuellement en cours de régularisation.,BANKING
Nous vous prions de limiter les mouvements débiteurs.,BANKING
L'IBAN fourni semble incorrect ou incomplet.,BANKING
Veuillez prendre connaissance des nouvelles conditions tarifaires.,BANKING
Le transfert vers un compte tiers nécessite une validation.,BANKING
Nous avons bloqué votre accès pour des raisons de sécurité.,BANKING
Veuillez utiliser le terminal de paiement sécurisé.,BANKING
La demande de chéquier a bien été prise en compte.,BANKING
Le solde disponible est insuffisant pour couvrir l'opération.,BANKING
Nous vous remercions de votre fidélité à notre établissement.,BANKING
Veuillez insérer votre carte dans le lecteur.,BANKING
Le virement a été crédité sur le compte joint.,BANKING
Nous contestons le calcul des intérêts débiteurs.,BANKING
Veuillez fournir le code BIC de la banque destinataire.,BANKING
Le remboursement anticipé du prêt est possible.,BANKING
Nous vous informons de la mise à disposition de votre carte.,BANKING
Veuillez nous communiquer votre identifiant client.,BANKING
Le paiement sans contact est plafonné à cinquante euros.,BANKING
Nous sommes contraints de refuser votre demande de crédit.,BANKING
Veuillez signer l'avenant au contrat carte.,BANKING
Le virement de salaire sera effectif demain.,BANKING
Nous restons à votre disposition pour tout renseignement bancaire.,BANKING
Le compte d'attente a été soldé ce jour.,BANKING
Veuillez nous excuser pour ce désagrément technique.,BANKING
Le système interbancaire est opérationnel.,BANKING
Je te fais le viremnet dans la minute.,BANKING
Tu pex m'envoyer ton R IB ?,BANKING
Ma crte a été avalée par le distributeur.,BANKING
C'est quoi le plafnod de paiment ?,BANKING
On a des agios sur le cpmte.,BANKING
Valide le paiemnet sur l'appli.,BANKING
Le prelevement a eté rejeté.,BANKING
J'ai fait oppostion sur ma carte.,BANKING
T'as le code SWIFT pbur le virement ?,BANKING
Le chqèue est pas encaissé.,BANKING
Faut ouvrir un comtpe en dollars.,BANKING
Le slde est positif tkt.,BANKING
Y a des frais bncaires abusés.,BANKING
Appelle le bnquier pour le pret.,BANKING
J'ai oublie mon code PNI.,BANKING
Le sans-contatc marche pas.,BANKING
Fais un virment SEPA.,BANKING
La banque veut la double authenfication.,BANKING
Le saliare est tombé ?,BANKING
On depasse le decouvert autrisé.,BANKING
Ajoute ce beneficiaire stp.,BANKING
La remsie de cheques est partie.,BANKING
C'est quoi ce debit inconu ?,BANKING
"Le TPE deocnne cash seulement.
",BANKING
Faut approvisonner le compte.,BANKING
La carte virtuellle expire demain.,BANKING
Recu le viremnt du client ?,BANKING
Je vais a la bnque deposer du liquide.,BANKING
Taux de chnage nul.,BANKING
Demande une atestation de virement.,BANKING
Mon comtpe est bloqué purquoi ?,BANKING
Erreur sur le mntant debité.,BANKING
Virement interntional hors zone.,BANKING
Valide avec ton SecurePss.,BANKING
Paiment refusé sur la machine.,BANKING
On cahnge de banque bientot.,BANKING
Plafonds remis a zero le 1er.,BANKING
Besoin d'un cheque de bnaque.,BANKING
Le virment est parti hier.,BANKING
Check les commisions d'intervention.,BANKING
Signe le mandat SEPA stp.,BANKING
Carte exipre fin du mois.,BANKING
Souci avec la passerelle de paiemnt.,BANKING
Remboursement apparu sur le cmopte.,BANKING
Transfere les fons sur l'epargne.,BANKING
La bnque veut des justifs.,BANKING
Prelevement auto mensue.,BANKING
Guichet autoamtique vide.,BANKING
Gaffe au phising SMS.,BANKING
Reçu ma nvelle carte.,BANKING
Virement retourné par la bnque.,BANKING
Payer en plusiueurs fois ?,BANKING
Libelle du virement precis.,BANKING
Manque l'IBAN sur la fcture.,BANKING
Transac bloquée par secu.,BANKING
Frais de tenue de cmopte.,BANKING
Peux pas me conecter a la banque.,BANKING
Solde compta differe du dispo.,BANKING
Imprime le relvė de compte.,BANKING
On paie des interets debiteurs.,BANKING
Virement en atente de valid.,BANKING
Chnage le compte de facturation.,BANKING
Carte busines mieux assurée.,BANKING
Active la crte avant usage.,BANKING
Paiement sans contatc refusé.,BANKING
Viremnt permanent loyer.,BANKING
Banque preleve les frais.,BANKING
Perdu mon cheqier.,BANKING
Demande virement urgnet.,BANKING
Plafond retriat trop bas.,BANKING
Attend le retour de la banque.,BANKING
Code BIC incorect.,BANKING
Appli bancaire en maintneance.,BANKING
Debit carte diféré.,BANKING
Cheque sans provison ?,BANKING
Compte destinataire cloturé.,BANKING
Alerte sode bas.,BANKING
Contester paiement fraudleux.,BANKING
Banque a changé tairfs.,BANKING
Besoin IBAN frnacais.,BANKING
Virement sous 48h.,BANKING
Date de vleur compte.,BANKING
Terminal paiement en pnae.,BANKING
Virement copmte a compte.,BANKING
Fonds bloqés pour l'instant.,BANKING
Maj tes coordonées bancaires.,BANKING
Paiement en ligne echoué.,BANKING
Virement SEPA instané.,BANKING
Origine des fnds ?,BANKING
Depassé plafond viremnt jour.,BANKING
Relevé bancaire en PDF.,BANKING
Activé paiement moblie.,BANKING
Cheque barré non endosable.,BANKING
Frais de chnage achat.,BANKING
Compte joint a decuvert.,BANKING
Fais le necessaire bnque.,BANKING
Virement saliare parti.,BANKING
Verifie solde avnt commande.,BANKING
Refuse augmenter decuvert.,BANKING
Ordre de viremnt papier.,BANKING
Je faire le virement à toi maintenant.,BANKING
Tu peux donner moi ton RIB ?,BANKING
Mon carte il est mangé par la machine.,BANKING
C'est quoi la limite de payer ?,BANKING
Nous a des agios sur le compte.,BANKING
Tu dois valider le argent sur l'app.,BANKING
Le banque a dire non au prélèvement.,BANKING
J'ai stoppé ma carte le matin.,BANKING
Tu as le code pour l'international ?,BANKING
Le chèque est pas pris encore.,BANKING
Nous besoin ouvrir compte étranger.,BANKING
Le argent est positif nous payer.,BANKING
Il y a des charges de banque.,BANKING
Parler avec le homme de la banque.,BANKING
J'ai perdre mon code secret.,BANKING
Le toucher-payer ne marche pas.,BANKING
Faire un virement normal.,BANKING
La banque demander deux sécurités.,BANKING
Regarde si le salaire est là.,BANKING
On est plus que le zéro autorisé.,BANKING
Mettre ce nouveau personne pour payer.,BANKING
Les chèques est parti à la poste.,BANKING
C'est un débit je connais pas.,BANKING
La machine de carte est cassé.,BANKING
Il faut mettre argent sur le compte.,BANKING
La carte internet est bon 24h.,BANKING
On a recevoir l'argent du client ?,BANKING
Je aller à la banque pour le cash.,BANKING
Le taux de change est mauvais.,BANKING
Demander un papier de virement.,BANKING
Mon compte il est fermé je sais pas.,BANKING
Il y a une faute sur le prix.,BANKING
C'est un virement loin.,BANKING
Valider avec ton mot de passe.,BANKING
Le machine dire non.,BANKING
On change la banque le mois prochain.,BANKING
Les limites est zéro le 1er.,BANKING
Je vouloir un chèque de la banque.,BANKING
L'argent est parti hier nuit.,BANKING
Regarder les frais de problème.,BANKING
Il faut signer le papier SEPA.,BANKING
La carte mourir à la fin du mois.,BANKING
On a un problème pour payer.,BANKING
Le retour d'argent est sur le compte.,BANKING
Bouger l'argent sur le compte épargne.,BANKING
La banque demande pourquoi le virement.,BANKING
C'est automatique chaque mois.,BANKING
La boite à argent était vide.,BANKING
Attention le vol par SMS.,BANKING
J'ai reçu ma carte nouveau.,BANKING
Le virement est revenir.,BANKING
On peut payer en beaucoup de fois ?,BANKING
Le nom du virement doit être bon.,BANKING
Il manque le numéro banque sur la facture.,BANKING
La banque a bloquer pour sécurité.,BANKING
C'est frais pour garder le compte.,BANKING
Je peux pas entrer dans le site banque.,BANKING
Le solde vrai est pas le solde dispo.,BANKING
Sortir le papier du compte.,BANKING
On doit payer intérêts mauvais.,BANKING
Le virement est attendre.,BANKING
Changer le compte pour payer.,BANKING
La carte travail a mieux assurance.,BANKING
Il faut allumer la carte avant.,BANKING
Le paiement sans toucher est non.,BANKING
C'est virement toujours pour le loyer.,BANKING
La banque prendre l'argent chaque 3 mois.,BANKING
J'ai perdu mon livre de chèque.,BANKING
Faire demande virement vite.,BANKING
Le maximum retrait est petit.,BANKING
On attend la réponse banque.,BANKING
Le code est faux.,BANKING
L'appli est en réparation.,BANKING
C'est débit plus tard.,BANKING
Le chèque a pas d'argent ?,BANKING
Le compte là-bas est fini.,BANKING
J'ai alerte argent bas.,BANKING
Il faut dire non à ce paiement.,BANKING
La banque a changer les prix.,BANKING
On a besoin un IBAN france.,BANKING
L'argent arrive dans 2 jours.,BANKING
C'est la date valeur qui compte.,BANKING
La machine payer est cassé.,BANKING
J'ai fait virement compte à compte.,BANKING
L'argent est coincé pour maintenant.,BANKING
Mettre à jour tes infos banque.,BANKING
Le paiement internet a raté.,BANKING
C'est virement tout de suite.,BANKING
La banque demande d'où vient l'argent.,BANKING
On a cassé la limite jour.,BANKING
Le papier banque est en PDF.,BANKING
J'ai allumé le paiement mobile.,BANKING
Le chèque est barré.,BANKING
Il y a frais de change.,BANKING
Le compte à deux est vide.,BANKING
Faire le nécessaire banque.,BANKING
Le salaire est parti.,BANKING
Regarder combien argent avant commander.,BANKING
La banque dire non pour découvert.,BANKING
C'est papier pour virement.,BANKING
Je t'envoie le devis dans l'heure.,BUSINESS
Le client veut négocier les tarifs.,BUSINESS
On a gagné le deal avec ce grand compte.,BUSINESS
Il faut signer le contrat avant la fin du trimestre.,BUSINESS
Mets à jour le CRM après ton appel.,BUSINESS
Le prospect est chaud il faut le relancer.,BUSINESS
On prépare la réponse à l'appel d'offres.,BUSINESS
La proposition commerciale a été envoyée hier.,BUSINESS
Ils demandent une remise de 10%.,BUSINESS
C'est un partenariat stratégique pour nous.,BUSINESS
Fais-leur signer le NDA avant la réunion.,BUSINESS
Le chiffre d'affaires prévisionnel est bon.,BUSINESS
On doit revoir les conditions générales de vente (CGV).,BUSINESS
Le client a validé la commande.,BUSINESS
C'est une opportunité de vente additionnelle (upsell).,BUSINESS
Le taux de conversion est en baisse ce mois-ci.,BUSINESS
J'ai un déjeuner d'affaires avec le directeur.,BUSINESS
La clause de confidentialité pose problème.,BUSINESS
On a perdu le contrat face à la concurrence.,BUSINESS
Il faut fidéliser nos clients actuels.,BUSINESS
Le pipe commercial est bien rempli.,BUSINESS
Prépare le support de présentation pour le pitch.,BUSINESS
Le cycle de vente est trop long.,BUSINESS
On négocie un avenant au contrat.,BUSINESS
Le client demande une démo du produit.,BUSINESS
C'est notre meilleur apporteur d'affaires.,BUSINESS
La marge commerciale est trop faible sur ce dossier.,BUSINESS
Envoie-moi le brouillon du contrat.,BUSINESS
Le décisionnaire est en vacances.,BUSINESS
On a un rendez-vous prospect mardi.,BUSINESS
Il faut qualifier les leads entrants.,BUSINESS
La satisfaction client est notre priorité.,BUSINESS
On lance une campagne de prospection.,BUSINESS
Le contrat est renouvelable tacitement.,BUSINESS
Ils veulent changer les modalités de paiement.,BUSINESS
C'est un client historique de la boîte.,BUSINESS
J'ai besoin de la validation juridique.,BUSINESS
Le panier moyen a augmenté.,BUSINESS
On doit atteindre les objectifs de vente.,BUSINESS
Le client menace de partir à la concurrence.,BUSINESS
C'est une clause résolutoire.,BUSINESS
Fais une offre qu'ils ne peuvent pas refuser.,BUSINESS
Le backlog de commandes est plein.,BUSINESS
On discute des délais de livraison.,BUSINESS
Le contrat cadre est signé.,BUSINESS
C'est du B2B pas du B2C.,BUSINESS
Le closing est prévu pour vendredi.,BUSINESS
Il faut gérer les réclamations clients.,BUSINESS
La valeur à vie du client (LTV) est élevée.,BUSINESS
On a fait une remise exceptionnelle.,BUSINESS
Le devis est valable 30 jours.,BUSINESS
Tu as les coordonnées du contact achats ?,BUSINESS
C'est une vente complexe qui prend du temps.,BUSINESS
On doit rédiger une lettre d'intention (LOI).,BUSINESS
Le client veut inclure des pénalités de retard.,BUSINESS
Notre offre est plus compétitive.,BUSINESS
Il faut segmenter la base de données clients.,BUSINESS
C'est un marché de niche.,BUSINESS
On a reçu une demande de partenariat.,BUSINESS
Le contrat expire dans deux mois.,BUSINESS
Fais le suivi après l'envoi du devis.,BUSINESS
Le taux de churn est inquiétant.,BUSINESS
C'est une exclusivité commerciale.,BUSINESS
On négocie les droits de propriété intellectuelle.,BUSINESS
Le client demande un geste commercial.,BUSINESS
La commission sur cette vente sera belle.,BUSINESS
Il faut identifier les besoins du client.,BUSINESS
On a signé un accord de distribution.,BUSINESS
C'est un lead qualifié (MQL).,BUSINESS
Le prévisionnel de ventes est ambitieux.,BUSINESS
On doit verrouiller ce compte.,BUSINESS
Le client est en attente de la proposition finale.,BUSINESS
C'est une rupture de contrat abusive.,BUSINESS
La date de signature est confirmée.,BUSINESS
On fait du cross-selling sur ce portefeuille.,BUSINESS
Le service après-vente (SAV) est débordé.,BUSINESS
Il faut défendre nos marges.,BUSINESS
Le contrat de prestation de services est prêt.,BUSINESS
C'est un marché public.,BUSINESS
On a un bon retour sur investissement (ROI) commercial.,BUSINESS
Le client veut renégocier à la baisse.,BUSINESS
C'est une clause de non-concurrence.,BUSINESS
On a ouvert un nouveau canal de vente.,BUSINESS
La réunion de lancement (Kick-off) est lundi.,BUSINESS
Le devis dépasse le budget du client.,BUSINESS
On doit respecter les délais contractuels.,BUSINESS
C'est un client grand compte (Key Account).,BUSINESS
Le taux de transformation doit augmenter.,BUSINESS
Il faut mettre en avant nos avantages concurrentiels.,BUSINESS
Le contrat est tacite.,BUSINESS
On a reçu une lettre de résiliation.,BUSINESS
C'est une vente en cycle court.,BUSINESS
Le client est très exigeant sur la qualité.,BUSINESS
On doit valider le cahier des charges.,BUSINESS
C'est un accord gagnant-gagnant (Win-win).,BUSINESS
La prospection téléphonique est difficile.,BUSINESS
On a finalisé les termes du contrat.,BUSINESS
Le client souhaite étaler les paiements.,BUSINESS
J'ai envoyé la facture proforma (pour douane).,BUSINESS
Veuillez trouver ci-joint notre proposition commerciale détaillée.,BUSINESS
Nous vous remercions de l'intérêt que vous portez à nos services.,BUSINESS
Nous souhaiterions organiser une rencontre pour discuter du partenariat.,BUSINESS
Le contrat entrera en vigueur à la date de signature.,BUSINESS
Nous accusons réception de votre demande de devis.,BUSINESS
Il convient de définir les modalités de cette collaboration.,BUSINESS
Nous ne sommes pas en mesure d'accorder une remise supplémentaire.,BUSINESS
Veuillez nous retourner un exemplaire du contrat paraphé et signé.,BUSINESS
Nous vous confirmons notre accord sur les termes négociés.,BUSINESS
Cette offre est valable pour une durée de trente jours.,BUSINESS
Nous restons à votre disposition pour toute information complémentaire.,BUSINESS
La satisfaction de nos clients est notre priorité absolue.,BUSINESS
Nous vous prions de bien vouloir valider le bon de commande.,BUSINESS
Les conditions générales de vente sont annexées à ce document.,BUSINESS
Nous souhaitons renouveler notre contrat de prestation.,BUSINESS
Veuillez prendre connaissance de la clause de confidentialité.,BUSINESS
Nous sommes ravis de vous compter parmi nos nouveaux clients.,BUSINESS
Il est nécessaire de réviser les termes de l'accord-cadre.,BUSINESS
Nous vous soumettons ce projet de contrat pour relecture.,BUSINESS
La résiliation du contrat doit respecter un préavis de trois mois.,BUSINESS
Nous nous engageons à respecter les délais de livraison convenus.,BUSINESS
Veuillez nous faire parvenir votre meilleure offre tarifaire.,BUSINESS
Nous avons le plaisir de vous informer que vous avez remporté l'appel d'offres.,BUSINESS
Les négociations ont abouti à un accord mutuellement bénéfique.,BUSINESS
Nous souhaitons étendre notre partenariat à l'international.,BUSINESS
Veuillez confirmer votre participation à la réunion de lancement.,BUSINESS
Nous attirons votre attention sur l'article 5 du contrat.,BUSINESS
Ce devis inclut l'ensemble des prestations demandées.,BUSINESS
Nous vous proposons une réduction de 5% pour tout engagement annuel.,BUSINESS
La signature électronique du document est disponible.,BUSINESS
Nous devons clarifier le périmètre de la mission.,BUSINESS
"Veuillez agréer Madame Monsieur nos salutations distinguées.

",BUSINESS
Nous contestons formellement l'application de ces pénalités.,BUSINESS
Le présent contrat est soumis au droit français.,BUSINESS
Nous espérons que cette proposition retiendra votre attention.,BUSINESS
Veuillez nous indiquer vos disponibilités pour un entretien téléphonique.,BUSINESS
Nous vous adressons ci-joint le renouvellement de votre abonnement.,BUSINESS
L'avenant au contrat a été rédigé selon vos instructions.,BUSINESS
Nous vous invitons à consulter notre catalogue de produits.,BUSINESS
Le client se réserve le droit d'annuler la commande.,BUSINESS
Nous sommes contraints de refuser votre proposition.,BUSINESS
Veuillez spécifier les livrables attendus pour ce projet.,BUSINESS
Nous garantissons la confidentialité des informations échangées.,BUSINESS
Le partenariat prendra fin le 31 décembre prochain.,BUSINESS
Nous vous prions de régulariser la situation contractuelle.,BUSINESS
Les tarifs sont indiqués hors taxes.,BUSINESS
Nous avons bien reçu votre notification de rétractation.,BUSINESS
Il est impératif de respecter les clauses d'exclusivité.,BUSINESS
Nous vous proposons un rendez-vous de suivi commercial.,BUSINESS
Veuillez signer le mandat de représentation.,BUSINESS
Nous souhaitons développer notre volume d'affaires avec vous.,BUSINESS
La proposition inclut une clause de révision des prix.,BUSINESS
Nous sommes en attente de la validation budgétaire.,BUSINESS
Veuillez nous transmettre les références de vos clients.,BUSINESS
Le contrat prévoit une obligation de résultat.,BUSINESS
Nous vous confirmons la prise en charge de votre dossier.,BUSINESS
Il convient d'établir un protocole d'accord transactionnel.,BUSINESS
Nous vous remercions pour la confiance que vous nous témoignez.,BUSINESS
Le devis est établi sous réserve de disponibilité.,BUSINESS
Nous vous informons de la mise à jour de nos tarifs.,BUSINESS
Veuillez noter que toute commande est ferme et définitive.,BUSINESS
Nous souhaitons renégocier les termes financiers.,BUSINESS
Le prestataire s'engage à fournir un service de qualité.,BUSINESS
Nous vous adressons notre offre de services personnalisée.,BUSINESS
La durée du contrat est fixée à douze mois.,BUSINESS
Veuillez parapher chaque page du document.,BUSINESS
Nous avons identifié de nouvelles opportunités de croissance.,BUSINESS
Le présent accord annule et remplace tout accord précédent.,BUSINESS
Nous sommes disposés à étudier toute contre-proposition.,BUSINESS
Veuillez confirmer l'adresse de facturation.,BUSINESS
Nous nous réservons le droit de modifier les spécifications.,BUSINESS
Le contrat peut être résilié en cas de faute grave.,BUSINESS
Nous vous assurons de notre entier dévouement.,BUSINESS
Veuillez trouver le détail des prestations en annexe.,BUSINESS
Nous souhaitons formaliser notre accord par écrit.,BUSINESS
Le client s'engage à payer les sommes dues.,BUSINESS
Nous vous proposons une période d'essai de trois mois.,BUSINESS
La propriété des biens est transférée après paiement complet.,BUSINESS
Veuillez nous excuser pour le délai de réponse.,BUSINESS
Nous sommes convaincus que notre solution répond à vos besoins.,BUSINESS
Le contrat est renouvelé par tacite reconduction.,BUSINESS
Nous vous invitons à une démonstration de notre produit.,BUSINESS
Veuillez confirmer les dates d'intervention souhaitées.,BUSINESS
Nous avons le regret de vous informer du rejet de votre offre.,BUSINESS
Le respect de la propriété intellectuelle est essentiel.,BUSINESS
Nous vous transmettons le projet de statuts de la société.,BUSINESS
Veuillez nous confirmer votre accord de principe.,BUSINESS
Nous restons dans l'attente de votre retour signé.,BUSINESS
La relation commerciale est régie par les présentes conditions.,BUSINESS
Nous vous souhaitons une excellente réception de ce document.,BUSINESS
Je t'envoie le deivs dans l'hure.,BUSINESS
Le cliet veut negocier les taifs.,BUSINESS
On a ggné le deal avec ce compt.,BUSINESS
Faut signer le contrrat avant la fin.,BUSINESS
Mets a jour le C RM apres ton appel.,BUSINESS
Le propspect est chaud relance-le.,BUSINESS
On prepare la reponse a l'appel d'ofres.,BUSINESS
La propostion commerciale est partie.,BUSINESS
Ils demandent une remsie de 10%.,BUSINESS
C'est un parteneriat strategique.,BUSINESS
Fais signer le N DA avant la reunion.,BUSINESS
Le chiffre d'affiares previ est bon.,BUSINESS
Revoir les conditons generales de vnete.,BUSINESS
Le cleint a validé la comande.,BUSINESS
Opportunité de vnete additionnelle.,BUSINESS
Taux de converison en baisse.,BUSINESS
Dej d'afaires avec le directeur.,BUSINESS
La cluase de confidentialtié pose pb.,BUSINESS
Perdu le contrat face a la concurence.,BUSINESS
Fideliser nos clints actuels.,BUSINESS
Le pipe commerical est plein.,BUSINESS
Prepare le suport pour le pitch.,BUSINESS
Cycle de vnte trop long.,BUSINESS
Negocie un avenant au cntrat.,BUSINESS
Le client veut une dmo du produit.,BUSINESS
Meilleur aporteur d'affaires.,BUSINESS
Marge comemrciale trop faible.,BUSINESS
Envoie le brouilon du contrat.,BUSINESS
Decisonnaire en vacances.,BUSINESS
Rdv prsopect mardi.,BUSINESS
Qualifer les leads entrants.,BUSINESS
Satsifaction client prio.,BUSINESS
Lance une campagne de prospeciton.,BUSINESS
Contrat renouvlable tacitement.,BUSINESS
Ils veulet changer les modalites.,BUSINESS
Client historque de la boite.,BUSINESS
Besoin validatoin juridique.,BUSINESS
Panier myen a augmenté.,BUSINESS
Atteindre objecitfs de vente.,BUSINESS
Menace de partir a la concurence.,BUSINESS
C'est une cluase resolutoire.,BUSINESS
Fais une offr impossible a refuser.,BUSINESS
Backlog de commandes plein.,BUSINESS
Discute des delais de livrason.,BUSINESS
Contrat cdre signé.,BUSINESS
C'est du B2 B pas du B 2C.,BUSINESS
Clsoing prevu vendredi.,BUSINESS
Gerer les reclamtions clients.,BUSINESS
Vleur vie client elevée.,BUSINESS
Fait une remise exceptionelle.,BUSINESS
Devis valabe 30 jours.,BUSINESS
T'as les coords du contact ahats ?,BUSINESS
Vente comlpexe qui prend du temps.,BUSINESS
Rediger une lettre d'intentoin.,BUSINESS
Client veut penaltités de retard.,BUSINESS
Notre offre est plus competitive.,BUSINESS
Segmenter la bse de données.,BUSINESS
Marche de nche.,BUSINESS
Recu demande de partnariat.,BUSINESS
Contrat exprie dans deux mois.,BUSINESS
Fais le suvi apres le devis.,BUSINESS
Taux de churn inqietant.,BUSINESS
Exclusvité commerciale.,BUSINESS
Negocie droits propritété intel.,BUSINESS
Demande un gste commercial.,BUSINESS
Commision sur cette vente belle.,BUSINESS
Identifier bsoins du client.,BUSINESS
Signé accord de distibution.,BUSINESS
C'est un laed qualifié.,BUSINESS
Previsionel de ventes ambitieux.,BUSINESS
Verrouiller ce comtpe.,BUSINESS
Attente propostion finale.,BUSINESS
Rupture de contat abusive.,BUSINESS
Date de sgnature confirmée.,BUSINESS
Fait du cross-seling ici.,BUSINESS
Service apres-vnte debordé.,BUSINESS
Defendre nos mrges.,BUSINESS
Contrat prestaton services pret.,BUSINESS
C'est un mrché public.,BUSINESS
Bon retour sur investissemnt.,BUSINESS
Client veut renegocier baisse.,BUSINESS
Clause non-concurence.,BUSINESS
Ouvert nouveau cnal de vente.,BUSINESS
Reunion de lancemnt lundi.,BUSINESS
Devis depasse budgt.,BUSINESS
Respecter delais contractuels.,BUSINESS
Client grand comtpe.,BUSINESS
Taux de transformtion doit monter.,BUSINESS
Mettre en avant avntages.,BUSINESS
Contrat tactie.,BUSINESS
Lettre de resilation recue.,BUSINESS
Vente cycle curt.,BUSINESS
Client tres exigeant qulité.,BUSINESS
Valider cahier des chrges.,BUSINESS
Accord gagnant-gagnat.,BUSINESS
Prospction telephonique dure.,BUSINESS
Finalisé termes du contat.,BUSINESS
Etaler les paimeents.,BUSINESS
Facture profrma envoyée.,BUSINESS
Je envoyer le devis dans une heure.,BUSINESS
Le client vouloir changer le prix.,BUSINESS
On a gagner le deal.,BUSINESS
Il faut signer le contrat avant fin.,BUSINESS
Mettre à jour le CRM après appel.,BUSINESS
Le prospect est chaud relancer lui.,BUSINESS
Nous préparer la réponse offre.,BUSINESS
La proposition est aller hier.,BUSINESS
Ils demander un remise.,BUSINESS
C'est un bon partenaire pour nous.,BUSINESS
Faire signer le NDA avant réunion.,BUSINESS
Le chiffre est bon.,BUSINESS
On doit regarder les conditions vente.,BUSINESS
Le client a dire oui commande.,BUSINESS
C'est une vente de plus.,BUSINESS
Le taux est tomber ce mois.,BUSINESS
J'ai manger affaire avec directeur.,BUSINESS
La clause secret est problème.,BUSINESS
On a perdu le contrat contre eux.,BUSINESS
Garder les clients maintenant.,BUSINESS
Le tuyau commercial est plein.,BUSINESS
Préparer le images pour le pitch.,BUSINESS
La vente est trop long.,BUSINESS
On parle pour changer le contrat.,BUSINESS
Le client demande montrer le produit.,BUSINESS
Il apporte beaucoup affaires.,BUSINESS
La marge est trop petit.,BUSINESS
Envoyer moi le brouillon.,BUSINESS
Le chef est en vacances.,BUSINESS
On a rendez-vous futur client.,BUSINESS
Il faut trier les contacts.,BUSINESS
Le client content est important.,BUSINESS
On commence chercher des clients.,BUSINESS
Le contrat recommence seul.,BUSINESS
Ils vouloir payer différent.,BUSINESS
C'est un vieux client boîte.,BUSINESS
J'ai besoin le juriste dire ok.,BUSINESS
Le panier est plus gros.,BUSINESS
On doit faire les chiffres.,BUSINESS
Le client dire il part.,BUSINESS
C'est une clause pour finir.,BUSINESS
Faire offre ils pas refuser.,BUSINESS
La liste commande est plein.,BUSINESS
On parle du temps livraison.,BUSINESS
Le grand contrat est signé.,BUSINESS
C'est pour les pros pas perso.,BUSINESS
La fermeture est vendredi.,BUSINESS
Gérer les clients pas contents.,BUSINESS
La valeur client est haut.,BUSINESS
On a fait remise grand.,BUSINESS
Le devis est bon 30 jours.,BUSINESS
Tu as le contact pour acheter ?,BUSINESS
C'est une vente difficile.,BUSINESS
Écrire une lettre intention.,BUSINESS
Le client veut punition retard.,BUSINESS
Notre offre est plus mieux.,BUSINESS
Couper la base de données.,BUSINESS
C'est un marché petit.,BUSINESS
On a recevoir demande partenaire.,BUSINESS
Le contrat mourir dans 2 mois.,BUSINESS
Faire la suite après devis.,BUSINESS
Le taux départ est peur.,BUSINESS
C'est une exclusivité vente.,BUSINESS
On parle droits intellectuels.,BUSINESS
Le client demande un cadeau.,BUSINESS
L'argent sur la vente est beau.,BUSINESS
Voir les besoins de le client.,BUSINESS
Signer accord distribution.,BUSINESS
C'est un contact bon.,BUSINESS
Le futur des ventes est grand.,BUSINESS
Fermer ce compte.,BUSINESS
Client attendre proposition fin.,BUSINESS
Casser le contrat est mauvais.,BUSINESS
La date signature est sûr.,BUSINESS
On vend autre chose avec.,BUSINESS
Le service après est beaucoup.,BUSINESS
Protéger les marges.,BUSINESS
Le contrat service est prêt.,BUSINESS
C'est un marché public.,BUSINESS
On a bon retour argent.,BUSINESS
Le client veut payer moins.,BUSINESS
C'est clause pas concurrence.,BUSINESS
On a ouvert porte vente.,BUSINESS
La réunion début est lundi.,BUSINESS
Le devis est plus que budget.,BUSINESS
Respecter le temps contrat.,BUSINESS
C'est un gros compte.,BUSINESS
Le taux change doit monter.,BUSINESS
Montrer nos avantages fort.,BUSINESS
Le contrat est silence.,BUSINESS
On a reçu lettre stop.,BUSINESS
C'est une vente vite.,BUSINESS
Le client est très difficile.,BUSINESS
Valider le cahier charges.,BUSINESS
Accord gagner-gagner.,BUSINESS
Appeler froid est dur.,BUSINESS
Finir les mots du contrat.,BUSINESS
Le client souhaiter payer lent.,BUSINESS
J'ai envoyer la facture douane.,BUSINESS
J'ai reçu un super CV ce matin.,HR HIRING
