Phrase,English_Equivalent,Topic
Désolé de te déranger pendant ton repas mais il faut valider le devis du fournisseur merci d'avance.,Sorry to disturb your meal but we must validate the supplier quote thanks in advance.,ACCOUNTING
Le coût du SaaS a besoin d'une validation du CFO.,The SaaS cost needs CFO validation.,ACCOUNTING
"Entre deux cafés, l'API renvoie une erreur 500 désolé encore.","Between two coffees, the API returns a 500 error sorry again.",TECH
"Pendant que j'y pense, je dois absolument commit ce fichier désolé encore.","While I'm thinking about it, I absolutely must commit this file sorry again.",TECH
"Le stockage S3 tournent dans le vide, réduis le provisionning.","S3 storage are running mostly idle, reduce provisioning.",INFRA
L'abonnement Azure a besoin d'une validation du CFO.,The Azure subscription needs CFO validation.,ACCOUNTING
"Avant que j'oublie et que je parte, peux-tu m'envoyer le RIB pour le virement ? c'est super urgent.","Before I forget and leave, can you send me the bank details for the transfer? it is super urgent.",ACCOUNTING
"Les volumes EBS sont inactifs le week-end, on doit éteindre la nuit.","EBS volumes are inactive on weekends, we must turn off at night.",INFRA
Le prélèvement Google Cloud doit être imputée au marketing.,The Google Cloud debit must be charged to marketing.,ACCOUNTING
Désolé de te déranger pendant ton repas mais l'API renvoie une erreur 500 fais vite s'il te plaît.,Sorry to disturb your meal but the API returns a 500 error please be quick.,TECH
Le coût du SaaS n'a pas le bon bon de commande.,The SaaS cost has the wrong PO.,ACCOUNTING
"Au fait mon amour, fais attention à toi. Bisous.","By the way my love, take care. Kisses.",LOVE
La facture AWS n'a pas le bon bon de commande.,The AWS bill has the wrong PO.,ACCOUNTING
"Pendant que j'y pense, il faut merger la PR maintenant je compte sur toi.","While I'm thinking about it, we need to merge the PR now I'm counting on you.",TECH
Je pars en week-end dans 5 minutes mais le serveur de prod a crashé désolé encore.,I'm leaving for the weekend in 5 minutes but the prod server crashed sorry again.,TECH
"Le cluster Kubernetes consomment trop de CPU, met en place une policy d'arrêt.","The Kubernetes cluster consume too much CPU, set up a stop policy.",INFRA
La note Datadog doit être réglée.,The Datadog invoice must be paid.,ACCOUNTING
Hey trésor fais attention à toi.,Hey treasure take care.,LOVE
Ça va ma belle j'ai fait à manger.,How are you beautiful I made dinner.,LOVE
"Juste avant de prendre le train, je n'ai pas reçu le bon de commande c'est super urgent.","Just before catching the train, I didn't receive the purchase order it is super urgent.",ACCOUNTING
je pense à toi. ma puce à toute.,I'm thinking of you. honey see you later.,LOVE
"La bande passante sont inactifs le week-end, on doit éteindre la nuit.","Bandwidth are inactive on weekends, we must turn off at night.",INFRA
fais de beaux rêves. ma vie à toute.,sweet dreams. my life see you later.,LOVE
j'ai hâte de te voir. ma puce à toute.,can't wait to see you. honey see you later.,LOVE
"Les nœuds du cluster sont sous-utilisés, on doit éteindre la nuit.","Cluster nodes are underutilized, we must turn off at night.",INFRA
Dis-moi mon tout appelle-moi quand tu peux.,Tell me my everything call me when you can.,LOVE
Yo chaton bon appétit.,Yo kitten enjoy your meal.,LOVE
"Si tu as deux secondes entre midi et deux, il faut valider le devis du fournisseur merci d'avance.","If you have a sec during lunch, we must validate the supplier quote thanks in advance.",ACCOUNTING
Coucou mon amour j'ai fait à manger.,Hey my love I made dinner.,LOVE
"Pendant que j'y pense, le serveur de prod a crashé merci d'avance.","While I'm thinking about it, the prod server crashed thanks in advance.",TECH
"Dis-moi ma vie, on mange quoi ce soir ? Bisous.","Tell me my life, what are we eating tonight? Kisses.",LOVE
Ça va ma chérie tu rentres à quelle heure ?,How are you darling what time are you coming home?,LOVE
"Pendant que j'y pense, le déploiement a échoué merci d'avance.","While I'm thinking about it, the deployment failed thanks in advance.",TECH
"Pendant que j'y pense, la facture n'est pas au bon format c'est super urgent.","While I'm thinking about it, the invoice is in the wrong format it is super urgent.",ACCOUNTING
"La base RDS gaspillent des ressources, supprime les volumes orphelins.","RDS database are wasting resources, delete orphan volumes.",INFRA
tu rentres à quelle heure ? trésor à toute.,what time are you coming home? treasure see you later.,LOVE
"Yo mon cœur, tu rentres à quelle heure ? Bisous.","Yo sweetheart, what time are you coming home? Kisses.",LOVE
"Si tu as deux secondes entre midi et deux, le certificat SSL a expiré tiens-moi au courant.","If you have a sec during lunch, the SSL certificate has expired keep me posted.",TECH
"Le stockage S3 coûtent trop cher, on doit éteindre la nuit.","S3 storage are too expensive, we must turn off at night.",INFRA
"Re ma puce, j'ai hâte de te voir. Bisous.","Re honey, can't wait to see you. Kisses.",LOVE
Je sais que tu es en réunion mais il manque le justificatif Uber je compte sur toi.,I know you are in a meeting but the Uber receipt is missing I'm counting on you.,ACCOUNTING
Le coût du SaaS dépasse le budget alloué.,The SaaS cost exceeds allocated budget.,ACCOUNTING
"Avant que j'oublie et que je parte, tu as oublié de signer ma note de frais tiens-moi au courant.","Before I forget and leave, you forgot to sign my expense report keep me posted.",ACCOUNTING
repose-toi bien. ma puce à toute.,rest well. honey see you later.,LOVE
Coucou mon chéri fais de beaux rêves.,Hey darling sweet dreams.,LOVE
Salut mon cœur je t'aime fort.,Hi sweetheart I love you so much.,LOVE
"Bonsoir ma chérie, bon appétit. Bisous.","Good evening darling, enjoy your meal. Kisses.",LOVE
"Entre deux cafés, tu as oublié de signer ma note de frais fais vite s'il te plaît.","Between two coffees, you forgot to sign my expense report please be quick.",ACCOUNTING
"C'est abusé, il est complètement incompétent.","It's ridiculous, he is completely incompetent.",GOSSIP
"Entre deux cafés, la TVA n'est pas bonne sur ce document je compte sur toi.","Between two coffees, the VAT is incorrect on this document I'm counting on you.",ACCOUNTING
Bonsoir mon amour bisous.,Good evening my love kisses.,LOVE
Je pars en week-end dans 5 minutes mais je n'ai pas reçu le bon de commande merci d'avance.,I'm leaving for the weekend in 5 minutes but I didn't receive the purchase order thanks in advance.,ACCOUNTING
"C'est grave, je demande une intervention des RH.","It is serious, I request HR intervention.",HR_COMPLAINT
"C'est grave, l'ambiance est devenue toxique et dangereuse.","It is serious, the atmosphere has become toxic and dangerous.",HR_COMPLAINT
"Au fait ma belle, je t'aime fort. Bisous.","By the way beautiful, I love you so much. Kisses.",LOVE
"Si tu as deux secondes entre midi et deux, je dois absolument commit ce fichier désolé encore.","If you have a sec during lunch, I absolutely must commit this file sorry again.",TECH
bon appétit. bébé à toute.,enjoy your meal. baby see you later.,LOVE
"Entre deux cafés, la facture n'est pas au bon format tiens-moi au courant.","Between two coffees, the invoice is in the wrong format keep me posted.",ACCOUNTING
Je pars en week-end dans 5 minutes mais la TVA n'est pas bonne sur ce document c'est super urgent.,I'm leaving for the weekend in 5 minutes but the VAT is incorrect on this document it is super urgent.,ACCOUNTING
Bonne nuit mon ange fais de beaux rêves.,Good night my angel sweet dreams.,LOVE
"Je demande un RDV, je suis victime de discrimination.","I request a meeting, I am a victim of discrimination.",HR_COMPLAINT
"Pendant que j'y pense, je n'ai pas reçu le bon de commande sinon on verra ça lundi.","While I'm thinking about it, I didn't receive the purchase order otherwise we'll see this Monday.",ACCOUNTING
"Avant que j'oublie et que je parte, l'API renvoie une erreur 500 je compte sur toi.","Before I forget and leave, the API returns a 500 error I'm counting on you.",TECH
repose-toi bien. bébé à toute.,rest well. baby see you later.,LOVE
"Quel blaireau, il sent vraiment mauvais.","What a jerk, he smells really bad.",GOSSIP
"Les nœuds du cluster gaspillent des ressources, met en place une policy d'arrêt.","Cluster nodes are wasting resources, set up a stop policy.",INFRA
"Entre deux cafés, la facture n'est pas au bon format désolé encore.","Between two coffees, the invoice is in the wrong format sorry again.",ACCOUNTING
"Je ne me sens pas en sécurité, je subis du harcèlement moral.","I don't feel safe, I am suffering from moral harassment.",HR_COMPLAINT
"Pendant que j'y pense, l'API renvoie une erreur 500 fais vite s'il te plaît.","While I'm thinking about it, the API returns a 500 error please be quick.",TECH
"Dis-moi trésor, tu me manques. Bisous.","Tell me treasure, I miss you. Kisses.",LOVE
"Les lambdas gaspillent des ressources, passe en instances spot.","Lambdas are wasting resources, switch to spot instances.",INFRA
Coucou trésor tu rentres à quelle heure ?,Hey treasure what time are you coming home?,LOVE
Hello bébé repose-toi bien.,Hello baby rest well.,LOVE
La facture AWS est arrivée à la compta.,The AWS bill arrived at accounting.,ACCOUNTING
"C'est abusé, il sent vraiment mauvais.","It's ridiculous, he smells really bad.",GOSSIP
"Avant que j'oublie et que je parte, tu as oublié de signer ma note de frais désolé encore.","Before I forget and leave, you forgot to sign my expense report sorry again.",ACCOUNTING
"Bonne nuit ma chérie, je pense à toi. Bisous.","Good night darling, I'm thinking of you. Kisses.",LOVE
Je pars en week-end dans 5 minutes mais la TVA n'est pas bonne sur ce document sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the VAT is incorrect on this document otherwise we'll see this Monday.,ACCOUNTING
"Les instances EC2 coûtent trop cher, on doit éteindre la nuit.","EC2 instances are too expensive, we must turn off at night.",INFRA
"Entre deux cafés, le déploiement a échoué tiens-moi au courant.","Between two coffees, the deployment failed keep me posted.",TECH
fais attention à toi. mon tout à toute.,take care. my everything see you later.,LOVE
"Quel blaireau, il est complètement incompétent.","What a jerk, he is completely incompetent.",GOSSIP
"La base RDS sont inactifs le week-end, met en place une policy d'arrêt.","RDS database are inactive on weekends, set up a stop policy.",INFRA
bon appétit. ma vie à toute.,enjoy your meal. my life see you later.,LOVE
"Le cluster Kubernetes sont sous-utilisés, supprime les volumes orphelins.","The Kubernetes cluster are underutilized, delete orphan volumes.",INFRA
"Avant que j'oublie et que je parte, le certificat SSL a expiré c'est super urgent.","Before I forget and leave, the SSL certificate has expired it is super urgent.",TECH
Je pars en week-end dans 5 minutes mais peux-tu m'envoyer le RIB pour le virement ? fais vite s'il te plaît.,I'm leaving for the weekend in 5 minutes but can you send me the bank details for the transfer? please be quick.,ACCOUNTING
"Hey trésor, tu as bien dormi ? Bisous.","Hey treasure, did you sleep well? Kisses.",LOVE
"Je dois signaler un incident, son alcoolisme met l'équipe en danger.","I must report an incident, his alcoholism endangers the team.",HR_COMPLAINT
"Kikou chaton, j'ai hâte de te voir. Bisous.","Hiya kitten, can't wait to see you. Kisses.",LOVE
"Juste avant de prendre le train, je dois absolument commit ce fichier c'est super urgent.","Just before catching the train, I absolutely must commit this file it is super urgent.",TECH
"Le cluster Kubernetes sont inactifs le week-end, supprime les volumes orphelins.","The Kubernetes cluster are inactive on weekends, delete orphan volumes.",INFRA
"Le cluster Kubernetes tournent dans le vide, il faut réduire la taille.","The Kubernetes cluster are running mostly idle, we need to downsize.",INFRA
"Les volumes EBS sont inactifs le week-end, supprime les volumes orphelins.","EBS volumes are inactive on weekends, delete orphan volumes.",INFRA
"Les pods sont surdimensionnés, il faut réduire la taille.","Pods are oversized, we need to downsize.",INFRA
L'abonnement Azure nécessite la carte corporate.,The Azure subscription requires the corporate card.,ACCOUNTING
Je sais que tu es en réunion mais le déploiement a échoué je compte sur toi.,I know you are in a meeting but the deployment failed I'm counting on you.,TECH
Je sais que tu es en réunion mais tu as oublié de signer ma note de frais merci d'avance.,I know you are in a meeting but you forgot to sign my expense report thanks in advance.,ACCOUNTING
Désolé de te déranger pendant ton repas mais le serveur de prod a crashé c'est super urgent.,Sorry to disturb your meal but the prod server crashed it is super urgent.,TECH
Hello mon chéri j'ai hâte de te voir.,Hello darling can't wait to see you.,LOVE
Je sais que tu es en réunion mais j'ai besoin des logs d'erreur désolé encore.,I know you are in a meeting but I need the error logs sorry again.,TECH
"Si tu as deux secondes entre midi et deux, la TVA n'est pas bonne sur ce document désolé encore.","If you have a sec during lunch, the VAT is incorrect on this document sorry again.",ACCOUNTING
Salut ma puce tu as bien dormi ?,Hi honey did you sleep well?,LOVE
La redevance logicielle nécessite la carte corporate.,Software fee requires the corporate card.,ACCOUNTING
"Re ma puce, fais de beaux rêves. Bisous.","Re honey, sweet dreams. Kisses.",LOVE
"La base RDS sont inactifs le week-end, on doit éteindre la nuit.","RDS database are inactive on weekends, we must turn off at night.",INFRA
"Yo chaton, appelle-moi quand tu peux. Bisous.","Yo kitten, call me when you can. Kisses.",LOVE
Bonsoir mon chéri je t'aime fort.,Good evening darling I love you so much.,LOVE
bisous. bébé à toute.,kisses. baby see you later.,LOVE
"Nos serveurs de dev coûtent trop cher, passe en instances spot.","Our dev servers are too expensive, switch to spot instances.",INFRA
"Ça va ma belle, fais de beaux rêves. Bisous.","How are you beautiful, sweet dreams. Kisses.",LOVE
"Coucou bébé, j'ai fait à manger. Bisous.","Hey baby, I made dinner. Kisses.",LOVE
"Bonsoir ma puce, bon appétit. Bisous.","Good evening honey, enjoy your meal. Kisses.",LOVE
"Juste avant de prendre le train, l'API renvoie une erreur 500 désolé encore.","Just before catching the train, the API returns a 500 error sorry again.",TECH
"Les instances EC2 consomment trop de CPU, réduis le provisionning.","EC2 instances consume too much CPU, reduce provisioning.",INFRA
Yo ma belle bisous.,Yo beautiful kisses.,LOVE
"La bande passante coûtent trop cher, réduis le provisionning.","Bandwidth are too expensive, reduce provisioning.",INFRA
Désolé de te déranger pendant ton repas mais la TVA n'est pas bonne sur ce document sinon on verra ça lundi.,Sorry to disturb your meal but the VAT is incorrect on this document otherwise we'll see this Monday.,ACCOUNTING
"Yo trésor, appelle-moi quand tu peux. Bisous.","Yo treasure, call me when you can. Kisses.",LOVE
"Les instances EC2 gaspillent des ressources, passe en instances spot.","EC2 instances are wasting resources, switch to spot instances.",INFRA
Kikou trésor bisous.,Hiya treasure kisses.,LOVE
tu as bien dormi ? ma belle à toute.,did you sleep well? beautiful see you later.,LOVE
"Nos serveurs de dev sont inactifs le week-end, il faut réduire la taille.","Our dev servers are inactive on weekends, we need to downsize.",INFRA
"Les instances EC2 tournent dans le vide, on doit éteindre la nuit.","EC2 instances are running mostly idle, we must turn off at night.",INFRA
"Pendant que j'y pense, l'API renvoie une erreur 500 tiens-moi au courant.","While I'm thinking about it, the API returns a 500 error keep me posted.",TECH
"Si tu as deux secondes entre midi et deux, tu as oublié de signer ma note de frais c'est super urgent.","If you have a sec during lunch, you forgot to sign my expense report it is super urgent.",ACCOUNTING
Bonne nuit bébé tu rentres à quelle heure ?,Good night baby what time are you coming home?,LOVE
"La base RDS coûtent trop cher, supprime les volumes orphelins.","RDS database are too expensive, delete orphan volumes.",INFRA
La note Datadog nécessite la carte corporate.,The Datadog invoice requires the corporate card.,ACCOUNTING
Coucou ma vie tu rentres à quelle heure ?,Hey my life what time are you coming home?,LOVE
"Si tu as deux secondes entre midi et deux, le serveur de prod a crashé désolé encore.","If you have a sec during lunch, the prod server crashed sorry again.",TECH
Je pars en week-end dans 5 minutes mais il faut merger la PR maintenant fais vite s'il te plaît.,I'm leaving for the weekend in 5 minutes but we need to merge the PR now please be quick.,TECH
"Les volumes EBS tournent dans le vide, il faut réduire la taille.","EBS volumes are running mostly idle, we need to downsize.",INFRA
"Entre deux cafés, il manque le justificatif Uber merci d'avance.","Between two coffees, the Uber receipt is missing thanks in advance.",ACCOUNTING
"C'est abusé, elle a couché pour réussir.","It's ridiculous, she slept her way to the top.",GOSSIP
"Avant que j'oublie et que je parte, le serveur de prod a crashé merci d'avance.","Before I forget and leave, the prod server crashed thanks in advance.",TECH
tu as bien dormi ? ma vie à toute.,did you sleep well? my life see you later.,LOVE
Hello ma puce bon appétit.,Hello honey enjoy your meal.,LOVE
fais de beaux rêves. mon ange à toute.,sweet dreams. my angel see you later.,LOVE
Yo ma vie je pense à toi.,Yo my life I'm thinking of you.,LOVE
j'ai fait à manger. ma chérie à toute.,I made dinner. darling see you later.,LOVE
"Entre deux cafés, l'API renvoie une erreur 500 merci d'avance.","Between two coffees, the API returns a 500 error thanks in advance.",TECH
Désolé de te déranger pendant ton repas mais la base de données est corrompue je compte sur toi.,Sorry to disturb your meal but the database is corrupted I'm counting on you.,TECH
"Pendant que j'y pense, il manque le justificatif Uber je compte sur toi.","While I'm thinking about it, the Uber receipt is missing I'm counting on you.",ACCOUNTING
"Entre deux cafés, je n'ai pas reçu le bon de commande tiens-moi au courant.","Between two coffees, I didn't receive the purchase order keep me posted.",ACCOUNTING
Désolé de te déranger pendant ton repas mais le serveur de prod a crashé désolé encore.,Sorry to disturb your meal but the prod server crashed sorry again.,TECH
Désolé de te déranger pendant ton repas mais peux-tu m'envoyer le RIB pour le virement ? désolé encore.,Sorry to disturb your meal but can you send me the bank details for the transfer? sorry again.,ACCOUNTING
Désolé de te déranger pendant ton repas mais il manque le justificatif Uber je compte sur toi.,Sorry to disturb your meal but the Uber receipt is missing I'm counting on you.,ACCOUNTING
"Entre deux cafés, tu as oublié de signer ma note de frais c'est super urgent.","Between two coffees, you forgot to sign my expense report it is super urgent.",ACCOUNTING
Coucou bébé bisous.,Hey baby kisses.,LOVE
"Avant que j'oublie et que je parte, j'ai besoin des logs d'erreur je compte sur toi.","Before I forget and leave, I need the error logs I'm counting on you.",TECH
J'ai trouvé une pièce par terre.,I found a coin on the ground.,MISC
"Pendant que j'y pense, la facture n'est pas au bon format fais vite s'il te plaît.","While I'm thinking about it, the invoice is in the wrong format please be quick.",ACCOUNTING
Tu as vu ? il est complètement incompétent.,Did you see? he is completely incompetent.,GOSSIP
"La base RDS gaspillent des ressources, on doit éteindre la nuit.","RDS database are wasting resources, we must turn off at night.",INFRA
Je sais que tu es en réunion mais la facture n'est pas au bon format c'est super urgent.,I know you are in a meeting but the invoice is in the wrong format it is super urgent.,ACCOUNTING
Je pars en week-end dans 5 minutes mais la base de données est corrompue sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but the database is corrupted otherwise we'll see this Monday.,TECH
"Coucou mon cœur, fais de beaux rêves. Bisous.","Hey sweetheart, sweet dreams. Kisses.",LOVE
Salut ma vie j'ai hâte de te voir.,Hi my life can't wait to see you.,LOVE
"Re ma puce, tu as bien dormi ? Bisous.","Re honey, did you sleep well? Kisses.",LOVE
"Je ne me sens pas en sécurité, je suis victime de discrimination.","I don't feel safe, I am a victim of discrimination.",HR_COMPLAINT
"Les machines virtuelles sont surdimensionnés, il faut réduire la taille.","Virtual machines are oversized, we need to downsize.",INFRA
tu as bien dormi ? ma chérie à toute.,did you sleep well? darling see you later.,LOVE
"Bonne nuit chaton, fais de beaux rêves. Bisous.","Good night kitten, sweet dreams. Kisses.",LOVE
bisous. mon amour à toute.,kisses. my love see you later.,LOVE
bisous. ma chérie à toute.,kisses. darling see you later.,LOVE
j'ai hâte de te voir. mon amour à toute.,can't wait to see you. my love see you later.,LOVE
"Je dois signaler un incident, je subis du harcèlement moral.","I must report an incident, I am suffering from moral harassment.",HR_COMPLAINT
"Au fait ma belle, fais attention à toi. Bisous.","By the way beautiful, take care. Kisses.",LOVE
j'ai fait à manger. ma belle à toute.,I made dinner. beautiful see you later.,LOVE
"Les machines virtuelles sont inactifs le week-end, on doit éteindre la nuit.","Virtual machines are inactive on weekends, we must turn off at night.",INFRA
La redevance logicielle est arrivée à la compta.,Software fee arrived at accounting.,ACCOUNTING
j'ai fait à manger. mon chéri à toute.,I made dinner. darling see you later.,LOVE
"Yo chaton, bisous. Bisous.","Yo kitten, kisses. Kisses.",LOVE
"Les instances EC2 gaspillent des ressources, supprime les volumes orphelins.","EC2 instances are wasting resources, delete orphan volumes.",INFRA
"Dis-moi ma puce, fais de beaux rêves. Bisous.","Tell me honey, sweet dreams. Kisses.",LOVE
"Salut ma chérie, fais de beaux rêves. Bisous.","Hi darling, sweet dreams. Kisses.",LOVE
"Je ne me sens pas en sécurité, il a eu des gestes déplacés.","I don't feel safe, he made inappropriate gestures.",HR_COMPLAINT
L'abonnement Azure doit être réglée.,The Azure subscription must be paid.,ACCOUNTING
"Entre deux cafés, je n'ai pas reçu le bon de commande merci d'avance.","Between two coffees, I didn't receive the purchase order thanks in advance.",ACCOUNTING
Re mon cœur tu rentres à quelle heure ?,Re sweetheart what time are you coming home?,LOVE
Le renouvellement annuel est arrivée à la compta.,Annual renewal arrived at accounting.,ACCOUNTING
"Entre deux cafés, il manque le justificatif Uber désolé encore.","Between two coffees, the Uber receipt is missing sorry again.",ACCOUNTING
La note Datadog est bloquée pour impayé.,The Datadog invoice is blocked for non-payment.,ACCOUNTING
Kikou bébé je pense à toi.,Hiya baby I'm thinking of you.,LOVE
Yo ma chérie on mange quoi ce soir ?,Yo darling what are we eating tonight?,LOVE
"Si tu as deux secondes entre midi et deux, il manque le justificatif Uber désolé encore.","If you have a sec during lunch, the Uber receipt is missing sorry again.",ACCOUNTING
"Si tu as deux secondes entre midi et deux, je n'ai pas reçu le bon de commande fais vite s'il te plaît.","If you have a sec during lunch, I didn't receive the purchase order please be quick.",ACCOUNTING
repose-toi bien. mon amour à toute.,rest well. my love see you later.,LOVE
Bonsoir ma belle repose-toi bien.,Good evening beautiful rest well.,LOVE
"Bonne nuit ma belle, tu as bien dormi ? Bisous.","Good night beautiful, did you sleep well? Kisses.",LOVE
L'abonnement Azure dépasse le budget alloué.,The Azure subscription exceeds allocated budget.,ACCOUNTING
Dis-moi mon chéri j'ai fait à manger.,Tell me darling I made dinner.,LOVE
Salut chaton fais attention à toi.,Hi kitten take care.,LOVE
"Avant que j'oublie et que je parte, j'ai besoin des logs d'erreur fais vite s'il te plaît.","Before I forget and leave, I need the error logs please be quick.",TECH
Dis-moi ma chérie j'ai hâte de te voir.,Tell me darling can't wait to see you.,LOVE
"La base RDS coûtent trop cher, passe en instances spot.","RDS database are too expensive, switch to spot instances.",INFRA
on mange quoi ce soir ? bébé à toute.,what are we eating tonight? baby see you later.,LOVE
Tu me dois 5 euros pour le café.,You owe me 5 euros for the coffee.,MISC
"Les machines virtuelles coûtent trop cher, supprime les volumes orphelins.","Virtual machines are too expensive, delete orphan volumes.",INFRA
"Juste avant de prendre le train, il faut merger la PR maintenant c'est super urgent.","Just before catching the train, we need to merge the PR now it is super urgent.",TECH
Désolé de te déranger pendant ton repas mais le serveur de prod a crashé je compte sur toi.,Sorry to disturb your meal but the prod server crashed I'm counting on you.,TECH
Dis-moi chaton je pense à toi.,Tell me kitten I'm thinking of you.,LOVE
Je pars en week-end dans 5 minutes mais tu as oublié de signer ma note de frais merci d'avance.,I'm leaving for the weekend in 5 minutes but you forgot to sign my expense report thanks in advance.,ACCOUNTING
repose-toi bien. mon cœur à toute.,rest well. sweetheart see you later.,LOVE
Yo mon chéri appelle-moi quand tu peux.,Yo darling call me when you can.,LOVE
"Les nœuds du cluster coûtent trop cher, met en place une policy d'arrêt.","Cluster nodes are too expensive, set up a stop policy.",INFRA
"Avant que j'oublie et que je parte, j'ai besoin des logs d'erreur désolé encore.","Before I forget and leave, I need the error logs sorry again.",TECH
"Si tu as deux secondes entre midi et deux, peux-tu m'envoyer le RIB pour le virement ? fais vite s'il te plaît.","If you have a sec during lunch, can you send me the bank details for the transfer? please be quick.",ACCOUNTING
"La base RDS sont inactifs le week-end, réduis le provisionning.","RDS database are inactive on weekends, reduce provisioning.",INFRA
bisous. ma puce à toute.,kisses. honey see you later.,LOVE
"Kikou ma chérie, j'ai hâte de te voir. Bisous.","Hiya darling, can't wait to see you. Kisses.",LOVE
"Avant que j'oublie et que je parte, peux-tu m'envoyer le RIB pour le virement ? tiens-moi au courant.","Before I forget and leave, can you send me the bank details for the transfer? keep me posted.",ACCOUNTING
Je pars en week-end dans 5 minutes mais il faut valider le devis du fournisseur sinon on verra ça lundi.,I'm leaving for the weekend in 5 minutes but we must validate the supplier quote otherwise we'll see this Monday.,ACCOUNTING
"C'est abusé, elle s'habille n'importe comment.","It's ridiculous, she dresses terribly.",GOSSIP
Désolé de te déranger pendant ton repas mais j'ai besoin des logs d'erreur désolé encore.,Sorry to disturb your meal but I need the error logs sorry again.,TECH
je pense à toi. mon tout à toute.,I'm thinking of you. my everything see you later.,LOVE
Je pars en week-end dans 5 minutes mais j'ai besoin des logs d'erreur je compte sur toi.,I'm leaving for the weekend in 5 minutes but I need the error logs I'm counting on you.,TECH
"Hello ma puce, tu me manques. Bisous.","Hello honey, I miss you. Kisses.",LOVE
"Le stockage S3 sont sous-utilisés, on doit éteindre la nuit.","S3 storage are underutilized, we must turn off at night.",INFRA
"Ça va ma chérie, tu me manques. Bisous.","How are you darling, I miss you. Kisses.",LOVE
"Salut mon chéri, repose-toi bien. Bisous.","Hi darling, rest well. Kisses.",LOVE
"La base RDS sont surdimensionnés, met en place une policy d'arrêt.","RDS database are oversized, set up a stop policy.",INFRA
on mange quoi ce soir ? ma puce à toute.,what are we eating tonight? honey see you later.,LOVE
Je pars en week-end dans 5 minutes mais le certificat SSL a expiré fais vite s'il te plaît.,I'm leaving for the weekend in 5 minutes but the SSL certificate has expired please be quick.,TECH
Hello ma belle j'ai fait à manger.,Hello beautiful I made dinner.,LOVE
"Les nœuds du cluster coûtent trop cher, réduis le provisionning.","Cluster nodes are too expensive, reduce provisioning.",INFRA
"Hey mon ange, fais attention à toi. Bisous.","Hey my angel, take care. Kisses.",LOVE
"Juste avant de prendre le train, le déploiement a échoué je compte sur toi.","Just before catching the train, the deployment failed I'm counting on you.",TECH
"Les volumes EBS sont sous-utilisés, optimise l'autoscaling.","EBS volumes are underutilized, optimize autoscaling.",INFRA
"Yo chaton, fais de beaux rêves. Bisous.","Yo kitten, sweet dreams. Kisses.",LOVE
"Entre deux cafés, le certificat SSL a expiré je compte sur toi.","Between two coffees, the SSL certificate has expired I'm counting on you.",TECH
"Je demande un RDV, son alcoolisme met l'équipe en danger.","I request a meeting, his alcoholism endangers the team.",HR_COMPLAINT
La machine à café est en panne.,The coffee machine is broken.,MISC
"Kikou ma belle, j'ai fait à manger. Bisous.","Hiya beautiful, I made dinner. Kisses.",LOVE
Bonsoir ma chérie tu me manques.,Good evening darling I miss you.,LOVE
L'abonnement Azure est bloquée pour impayé.,The Azure subscription is blocked for non-payment.,ACCOUNTING
je pense à toi. chaton à toute.,I'm thinking of you. kitten see you later.,LOVE
"Avant que j'oublie et que je parte, peux-tu m'envoyer le RIB pour le virement ? désolé encore.","Before I forget and leave, can you send me the bank details for the transfer? sorry again.",ACCOUNTING
"Au fait ma belle, on mange quoi ce soir ? Bisous.","By the way beautiful, what are we eating tonight? Kisses.",LOVE
Je sais que tu es en réunion mais le serveur de prod a crashé je compte sur toi.,I know you are in a meeting but the prod server crashed I'm counting on you.,TECH
"Avant que j'oublie et que je parte, le serveur de prod a crashé tiens-moi au courant.","Before I forget and leave, the prod server crashed keep me posted.",TECH
Le renouvellement annuel n'a pas le bon bon de commande.,Annual renewal has the wrong PO.,ACCOUNTING
Bonsoir chaton je pense à toi.,Good evening kitten I'm thinking of you.,LOVE
Désolé de te déranger pendant ton repas mais le serveur de prod a crashé sinon on verra ça lundi.,Sorry to disturb your meal but the prod server crashed otherwise we'll see this Monday.,TECH
"Juste avant de prendre le train, je dois absolument commit ce fichier fais vite s'il te plaît.","Just before catching the train, I absolutely must commit this file please be quick.",TECH
"Avant que j'oublie et que je parte, il manque le justificatif Uber merci d'avance.","Before I forget and leave, the Uber receipt is missing thanks in advance.",ACCOUNTING
Il fait trop chaud dans l'open space.,It's too hot in the open space.,MISC
"Pendant que j'y pense, il manque le justificatif Uber sinon on verra ça lundi.","While I'm thinking about it, the Uber receipt is missing otherwise we'll see this Monday.",ACCOUNTING
Bonsoir mon cœur tu rentres à quelle heure ?,Good evening sweetheart what time are you coming home?,LOVE
bon appétit. trésor à toute.,enjoy your meal. treasure see you later.,LOVE
"Re mon chéri, fais de beaux rêves. Bisous.","Re darling, sweet dreams. Kisses.",LOVE
Re ma chérie je pense à toi.,Re darling I'm thinking of you.,LOVE
"Je ne me sens pas en sécurité, son alcoolisme met l'équipe en danger.","I don't feel safe, his alcoholism endangers the team.",HR_COMPLAINT
Bonsoir trésor appelle-moi quand tu peux.,Good evening treasure call me when you can.,LOVE
Je sais que tu es en réunion mais la TVA n'est pas bonne sur ce document c'est super urgent.,I know you are in a meeting but the VAT is incorrect on this document it is super urgent.,ACCOUNTING
